"","CDSeq_estimated_cell_type_1","CDSeq_estimated_cell_type_2","CDSeq_estimated_cell_type_3","CDSeq_estimated_cell_type_4","CDSeq_estimated_cell_type_5","CDSeq_estimated_cell_type_6"
"PEX10",0.000186328241455151,1.8857099048613e-05,0.000112563802080347,1.0847393991075e-05,3.43753728619073e-05,8.33937207178956e-05
"PEX11A",1.28906330566457e-05,3.40046048417611e-06,5.73330061529782e-07,2.01451602691393e-05,4.2137553830725e-06,5.91300220249137e-06
"PEX11B",0.000491484682177926,0.000387961627967365,0.000278829519923984,0.000467766193941664,0.000240627610033351,2.03896627672116e-07
"PEX11G",3.8671899169937e-05,3.09132771288737e-07,1.16577112511056e-05,2.32444156951608e-05,2.43954259019987e-06,7.95196847921253e-06
"PEX12",7.031254394534e-07,3.09132771288737e-07,5.73330061529782e-07,4.64888313903216e-06,2.21776599109079e-07,3.46624267042598e-06
"PEX13",3.02343938964962e-05,7.51192634231632e-05,6.74618372400044e-05,3.3206308135944e-06,1.35283725456538e-05,8.767554989901e-06
"PEX14",2.36718897949311e-05,1.51475057931481e-05,2.27420924406814e-05,8.63364011534543e-06,8.09484586748139e-05,2.46714919483261e-05
"PEX16",4.71094044433778e-05,2.56580200169652e-05,1.73910118664034e-05,4.00689451507057e-05,2.10687769153625e-05,0.000114793801379401
"PEX19",1.10156318847699e-05,9.27398313866212e-07,3.00042732200586e-05,3.07711788726414e-05,1.1088829955454e-06,4.68962243645867e-06
"PEX2",5.85937866211166e-06,1.54566385644369e-06,1.28043713741651e-05,2.2137538757296e-07,1.84074577260536e-05,1.24376942879991e-05
"PEX26",7.031254394534e-07,5.34799694329516e-05,8.35150789628383e-05,1.0847393991075e-05,4.05851176369615e-05,9.31807588461571e-05
"PEX3",2.08593880371175e-05,1.57657713357256e-05,4.64397349839124e-05,3.25421819732251e-05,7.20773947104507e-05,4.28182918111444e-06
"PEX5",2.1093763183602e-06,1.54566385644369e-06,5.06441554351308e-05,2.2137538757296e-07,1.44154789420901e-05,3.64974963533088e-05
"PEX5L",0.00013851571157232,3.09132771288737e-07,6.74618372400044e-05,3.12139296477873e-05,0.000561316572345079,0.000155573126913825
"PEX5L-AS2",2.34375146484467e-07,3.09132771288737e-07,5.73330061529782e-07,1.12901447662209e-05,2.88309578841803e-06,2.65065615973751e-06
"PEX6",1.61718851074282e-05,1.32927091654157e-05,2.69465128918998e-05,1.83741571685557e-05,6.65329797327237e-07,2.87494245017684e-05
"PEX7",1.19531324707078e-05,3.40046048417611e-06,2.86665030764891e-06,6.64126162718879e-07,5.10086177950882e-06,4.28182918111444e-06
"PFAS",7.031254394534e-07,1.39109747079932e-05,2.48443026662906e-06,1.04046432159291e-05,9.5363937616904e-06,7.5441752238683e-06
"PFDN1",2.27343892089933e-05,6.49178819706349e-06,2.1022102256092e-06,5.53438468932399e-06,2.06252237171444e-05,1.97779728841953e-05
"PFDN2",5.32031582519739e-05,7.07914046251209e-05,3.34442535892373e-05,0.000105596059872302,9.42550546213586e-05,5.56637793544877e-05
"PFDN4",0.00013382820864263,1.51475057931481e-05,4.64397349839124e-05,7.41607548369415e-05,0.000113327842144739,1.12143145219664e-05
"PFDN5",3.1640644775403e-05,0.000104177743924305,6.09640965426668e-05,4.53819544524568e-05,3.6593138852998e-05,1.73312133521299e-05
"PFDN6",4.33594020996263e-05,8.99576364450226e-05,7.47240180193816e-05,1.1068769378648e-06,3.39318196636891e-05,2.91572177571126e-05
"PFKFB1",1.19531324707078e-05,2.78219494159864e-06,1.91110020509927e-07,1.54962771301072e-06,1.55243619376355e-06,1.48844538200645e-05
"PFKFB2",6.77344173340108e-05,2.50397544743877e-05,5.255525564023e-05,4.71529575530404e-05,1.17541597527812e-05,8.767554989901e-06
"PFKFB3",3.98437749023593e-06,4.63699156933106e-06,0.00116978443554127,0.000720134135774838,0.00064780944599762,0.00154900268042507
"PFKFB4",5.2734407959005e-05,8.96485036737339e-06,1.43332515382446e-05,4.64888313903216e-06,8.64928736525408e-06,2.65065615973751e-06
"PFKL",8.83594302246439e-05,2.07118956763454e-05,2.8857613096999e-05,8.63364011534543e-06,1.9738117320708e-05,2.79338379910799e-05
"PFKM",1.64062602539127e-06,3.184067544274e-05,1.91110020509927e-07,5.86644777068343e-05,2.99398408797257e-05,3.05844941508174e-06
"PFKP",1.64062602539127e-06,9.1812433072755e-05,8.35150789628383e-05,2.2137538757296e-07,0.000163005800345173,6.11689883016349e-07
"PFN1",3.44531465332166e-05,3.55502686982048e-05,3.38264736302571e-05,2.43512926330256e-06,5.25610539888517e-05,1.52922470754087e-05
"PFN2",0.00024398452749033,0.000543764544696889,1.71999018458935e-06,0.00062228621446759,0.00021667573732957,0.000164136785276054
"PFN4",9.60938100586313e-06,6.49178819706349e-06,1.16577112511056e-05,2.2137538757296e-07,5.10086177950882e-06,1.61078335860972e-05
"PGAM1",7.52344220215138e-05,7.11005373964096e-06,3.24887034866877e-06,0.000253032067995893,0.000281878057467639,0.000149456228083661
"PGAM2",2.27343892089933e-05,1.39109747079932e-05,5.73330061529782e-07,2.43512926330256e-06,6.43152137416329e-06,2.24286290439328e-06
"PGAM5",3.07031441894651e-05,3.74050653259372e-05,1.5862131702324e-05,3.3206308135944e-06,5.6109479574597e-05,5.50520894714714e-06
"PGAP1",0.000591797244873278,0.000164767767096897,7.07107075886731e-06,0.000156069648238937,0.000354620781975417,0.000149864021339005
"PGAP2",0.000113671946044966,1.08196469951058e-05,1.91110020509927e-07,1.39466494170965e-05,2.99398408797257e-05,3.03805975231453e-05
"PGAP3",0.000116015697509811,1.82388335060355e-05,2.8857613096999e-05,0.000117107580026096,1.08670533563449e-05,4.87312940136358e-05
"PGAP4",1.0546881591801e-05,6.46087491993461e-05,2.86665030764891e-06,8.12447672392762e-05,8.00613522783775e-05,9.31807588461571e-05
"PGAP6",7.00781687988555e-05,5.87352265448601e-06,4.77775051274819e-06,1.70459048431179e-05,1.55243619376355e-06,1.52922470754087e-05
"PGBD1",3.515627197267e-06,1.54566385644369e-06,1.0511051128046e-05,1.04046432159291e-05,1.99598939198171e-06,7.95196847921253e-06
"PGBD2",2.92968933105583e-05,1.70023024208806e-05,1.01288310870262e-05,1.99237848815664e-06,1.79639045278354e-05,5.09741569180291e-06
"PGBD4",4.45312778320486e-06,9.27398313866212e-07,3.63109038968862e-06,1.1068769378648e-06,2.88309578841803e-06,2.03896627672116e-07
"PGBD5",0.000139453212158258,5.25525711190854e-06,4.01331043070848e-06,6.44202377837313e-05,5.78836923674696e-05,5.09741569180291e-06
"PGC",2.34375146484467e-07,3.09132771288737e-07,6.68885071784746e-06,6.64126162718879e-07,1.55243619376355e-06,1.61078335860972e-05
"PGD",1.0546881591801e-05,2.00936301337679e-05,1.43332515382446e-05,1.54962771301072e-06,2.21776599109079e-07,1.28454875433433e-05
"PGF",2.57812661132913e-06,0.000133854489968023,7.85462184295802e-05,1.83741571685557e-05,8.62710970534318e-05,0.000352537269245089
"PGGHG",7.66406729004206e-05,2.56580200169652e-05,1.91110020509927e-07,2.36871664703067e-05,1.17541597527812e-05,6.38196444613724e-05
"PGGT1B",1.17187573242233e-06,4.01872602675359e-06,1.62443517433438e-05,2.85574249969118e-05,2.21776599109079e-07,3.853646263003e-05
"PGK1",0.000108515692822308,0.000287802610069815,2.38887525637409e-05,9.85120474699671e-05,6.98596287193599e-05,8.99184128034033e-05
"PGLS",0.000527109704443565,5.87352265448601e-06,4.49108548198329e-05,6.41988623961583e-06,0.00078264961825594,0.000518101330914847
"PGLYRP1",1.28906330566457e-05,9.27398313866212e-07,3.63109038968862e-06,2.43512926330256e-06,1.55243619376355e-06,1.73312133521299e-05
"PGLYRP2",1.64062602539127e-06,9.27398313866212e-07,9.55550102549637e-07,1.99237848815664e-06,1.1310606554563e-05,3.05844941508174e-06
"PGLYRP3",2.1093763183602e-06,9.27398313866212e-07,2.48443026662906e-06,6.64126162718879e-07,2.21776599109079e-07,3.87403592577021e-06
"PGM1",8.67188041992526e-06,2.25666923040778e-05,4.56752949018726e-05,3.3206308135944e-06,4.65730858129066e-06,7.95196847921253e-06
"PGM2",2.34375146484467e-07,3.98781274962471e-05,1.50976916202843e-05,2.14734125945771e-05,5.96579051603423e-05,1.42727639370481e-06
"PGM2L1",9.21094325683954e-05,0.000119634382488741,5.15997055376804e-06,0.000452712667586703,0.000486799635044429,7.95196847921253e-06
"PGM3",4.24219015136884e-05,4.2351189666557e-05,7.05195975681632e-05,2.43512926330256e-06,4.94561816013246e-05,1.85545931181626e-05
"PGM5",9.60938100586313e-06,5.25525711190854e-06,1.24221513331453e-05,2.2137538757296e-07,6.43152137416329e-06,1.81467998628183e-05
"PGP",4.9218780761738e-06,3.09132771288737e-07,6.68885071784746e-06,1.54962771301072e-06,1.53025853385265e-05,5.91300220249137e-06
"PGPEP1",0.000148359467724667,5.71895626884164e-05,1.33777014356949e-06,6.84049947600446e-05,6.09885647549967e-05,6.54508174827493e-05
"PGR",3.04687690429807e-06,3.09132771288737e-07,1.33777014356949e-06,2.87788003844848e-06,1.55243619376355e-06,1.65156268414414e-05
"PGRMC1",0.000302578314111446,3.09132771288737e-07,0.00010415496117791,0.000734744911354654,0.000493009379819483,2.65065615973751e-06
"PGRMC2",1.85156365722729e-05,9.27398313866212e-07,1.91110020509927e-07,9.96189244078319e-06,1.99598939198171e-06,2.14091459055722e-05
"PGS1",7.26562954101846e-06,1.63840368783031e-05,4.39553047172833e-06,5.53438468932399e-06,1.1088829955454e-06,4.13910154174396e-05
"PHACTR1",6.72656670410419e-05,7.07914046251209e-05,5.15997055376804e-06,9.71837951445293e-05,5.12303943941973e-05,2.34481121822934e-05
"PHACTR2",1.19531324707078e-05,2.44214889318103e-05,8.88661595371162e-05,3.3206308135944e-06,1.9738117320708e-05,4.913908726898e-05
"PHACTR2-AS1",7.7343798339874e-06,9.27398313866212e-07,5.73330061529782e-07,3.3206308135944e-06,2.21776599109079e-07,7.5441752238683e-06
"PHACTR3",3.02343938964962e-05,5.87352265448601e-06,4.39553047172833e-06,8.19088934019951e-06,6.40934371425239e-05,3.93520491407184e-05
"PHACTR4",8.67188041992526e-06,1.54566385644369e-06,1.3186591415185e-05,8.19088934019951e-06,1.1088829955454e-06,2.24286290439328e-06
"PHAF1",3.8671899169937e-05,1.08196469951058e-05,2.92398331380189e-05,1.17328955413669e-05,5.6109479574597e-05,1.83506964904905e-06
"PHAX",0.000374297108935693,0.000603736302326904,0.000847955161002548,4.71529575530404e-05,0.000475710805088975,0.000314204703242731
"PHB1",4.24219015136884e-05,9.27398313866212e-07,3.63109038968862e-06,2.2137538757296e-07,2.15123301135807e-05,2.54870784590145e-05
"PHB2",6.3281289550806e-06,8.96485036737339e-06,5.54219059478789e-06,3.76338158874032e-06,8.64928736525408e-06,1.42727639370481e-06
"PHC1",1.61718851074282e-05,3.80233308685147e-05,1.01288310870262e-05,1.57176525176801e-05,4.01415644387433e-05,2.01857661395395e-05
"PHC2",2.34375146484467e-07,1.70023024208806e-05,4.72041750659521e-05,6.86263701476175e-06,2.68349684921986e-05,4.50611547155377e-05
"PHC2-AS1",4.10156506347816e-05,1.8857099048613e-05,3.24887034866877e-06,6.64126162718879e-07,1.1088829955454e-06,5.91300220249137e-06
"PHC3",2.74218921386826e-05,9.05759019876001e-05,9.7275000439553e-05,0.000154741395913499,0.000100908352594631,7.31988893342897e-05
"PHETA1",4.38281523925952e-05,3.86415964110922e-05,4.01331043070848e-06,5.97713546446991e-06,2.2399436510017e-05,1.69234200967856e-05
"PHETA2",7.031254394534e-07,3.09132771288737e-07,1.71999018458935e-06,4.20613236388624e-06,1.55243619376355e-06,1.03987280112779e-05
"PHEX",1.61718851074282e-05,2.78219494159864e-06,1.47154715792644e-05,1.1068769378648e-06,3.77020218485434e-06,1.42727639370481e-06
"PHEX-AS1",5.85937866211166e-06,4.01872602675359e-06,1.91110020509927e-07,3.76338158874032e-06,3.77020218485434e-06,8.767554989901e-06
"PHF1",0.00124148515092822,0.000502959018886776,0.000436304176824164,0.000374345780385875,0.000875795789881753,0.00106372870656543
"PHF10",1.47656342285214e-05,4.04963930388246e-05,0.000125177063434002,9.76265459196753e-05,5.87707987639059e-05,3.11961840338338e-05
"PHF11",1.10156318847699e-05,2.31849578466553e-05,3.26798135071976e-05,2.43512926330256e-06,1.57461385367446e-05,1.01948313836058e-06
"PHF12",8.20313012695633e-06,5.87352265448601e-06,2.8857613096999e-05,3.20994311980792e-05,4.90126284031065e-05,2.03896627672116e-07
"PHF13",2.1093763183602e-06,9.27398313866212e-07,5.54219059478789e-06,4.64888313903216e-06,2.43954259019987e-06,1.83506964904905e-06
"PHF14",3.04687690429807e-06,3.36954720704724e-05,3.84131141224954e-05,1.54962771301072e-06,1.21977129509993e-05,1.28454875433433e-05
"PHF19",7.14844196777623e-05,3.09132771288737e-07,1.93021120715027e-05,2.43512926330256e-06,7.60693734944141e-05,0.00011560938789009
"PHF2",0.000105703191064494,8.74845742747127e-05,0.000142759185320916,3.3206308135944e-06,1.17541597527812e-05,5.68871591205204e-05
"PHF20",5.50781594238496e-05,6.58452802845011e-05,3.19153734251579e-05,3.43131850738088e-05,0.000117319820928703,6.21884714399955e-05
"PHF20L1",3.98437749023593e-06,4.63699156933106e-06,4.77775051274819e-06,1.39466494170965e-05,9.33679482249223e-05,4.50611547155377e-05
"PHF21A",2.60156412597758e-05,8.37749810192478e-05,9.30705799883347e-05,2.72291726714741e-05,6.27627775478694e-05,3.11961840338338e-05
"PHF21B",2.34375146484467e-07,2.78219494159864e-06,9.55550102549637e-07,6.86263701476175e-06,1.1088829955454e-06,1.81467998628183e-05
"PHF23",4.89844056152535e-05,5.25525711190854e-06,1.62443517433438e-05,2.2137538757296e-07,1.1088829955454e-06,1.03987280112779e-05
"PHF24",2.64843915527447e-05,9.27398313866212e-07,5.15997055376804e-06,8.63364011534543e-06,2.19558833117988e-05,2.91572177571126e-05
"PHF3",0.000700547312842071,0.000813328321260668,0.000498606043510401,0.000845875355916279,0.000459742889953121,0.000260375993537293
"PHF5A",3.515627197267e-06,8.96485036737339e-06,2.46531926457806e-05,8.19088934019951e-06,1.57461385367446e-05,1.24376942879991e-05
"PHF6",7.26562954101846e-06,1.63840368783031e-05,1.91110020509927e-07,2.63436711211822e-05,1.53025853385265e-05,2.87494245017684e-05
"PHF7",3.8671899169937e-05,2.87493477298526e-05,8.98217096396659e-06,2.32444156951608e-05,4.94561816013246e-05,3.89442558853742e-05
"PHF8",4.10156506347816e-05,3.49320031556273e-05,4.77775051274819e-06,1.39466494170965e-05,2.94962876815075e-05,1.83506964904905e-06
"PHGDH",8.22656764160478e-05,7.11005373964096e-06,6.97551574861235e-05,1.52749017425342e-05,6.05450115567786e-05,4.99546737796685e-05
"PHIP",4.38281523925952e-05,6.58452802845011e-05,3.99419942865748e-05,0.00016979492226846,8.44968842605591e-05,0.000262414959814014
"PHKA1",2.08593880371175e-05,2.78219494159864e-06,2.1022102256092e-06,2.43512926330256e-06,1.1088829955454e-06,1.42727639370481e-06
"PHKA1-AS1",1.17187573242233e-06,6.49178819706349e-06,9.55550102549637e-07,2.2137538757296e-07,1.1088829955454e-06,4.68962243645867e-06
"PHKA2",1.0546881591801e-05,6.52270147419236e-05,4.26175345737138e-05,1.74886556182638e-05,2.21776599109079e-07,4.28182918111444e-06
"PHKB",5.83594114746322e-05,1.54566385644369e-06,1.33777014356949e-06,3.03284280974955e-05,0.000120868246514448,2.03896627672116e-07
"PHKG1",1.17187573242233e-06,3.09132771288737e-07,5.73330061529782e-07,3.76338158874032e-06,2.21776599109079e-07,3.11961840338338e-05
"PHKG2",7.031254394534e-07,1.08196469951058e-05,2.86665030764891e-06,2.2137538757296e-07,2.21776599109079e-07,2.22247324162607e-05
"PHLDA1",0.000222422014013759,4.97703761774867e-05,6.17285366247065e-05,6.64126162718879e-07,2.77220748886349e-05,7.27910960789455e-05
"PHLDA2",3.63281477050923e-05,2.38032233892328e-05,5.73330061529782e-07,4.20613236388624e-06,3.39318196636891e-05,0.000122541873230942
"PHLDA3",7.031254394534e-07,4.63699156933106e-06,1.16577112511056e-05,7.30538778990767e-06,2.21776599109079e-07,5.48481928437993e-05
"PHLDB1",0.000137578210986382,2.99858788150075e-05,7.96928785526397e-05,2.59009203460363e-05,1.99598939198171e-06,6.38196444613724e-05
"PHLDB2",1.89843868652418e-05,1.7620567963458e-05,1.91110020509927e-07,1.35038986419505e-05,6.65329797327237e-07,2.38559054376376e-05
"PHLDB3",3.1640644775403e-05,1.54566385644369e-06,5.73330061529782e-07,1.17328955413669e-05,6.65329797327237e-07,1.5700040330753e-05
"PHLPP1",8.97656811035507e-05,8.34658482479591e-06,0.000106830501465049,5.37942191802292e-05,9.20372886302678e-05,6.3207954578356e-06
"PHLPP2",7.031254394534e-07,8.34658482479591e-06,5.73330061529782e-07,1.99237848815664e-06,2.21776599109079e-07,1.16221077773106e-05
"PHOSPHO2",6.3281289550806e-06,2.16392939902116e-06,1.91110020509927e-07,3.76338158874032e-06,1.1088829955454e-06,2.03896627672116e-07
"PHOX2A",1.19531324707078e-05,5.25525711190854e-06,3.24887034866877e-06,2.2137538757296e-07,1.99598939198171e-06,1.32532807986876e-05
"PHPT1",9.11719319824575e-05,3.09132771288737e-07,5.73330061529782e-07,1.1068769378648e-06,3.83673516458707e-05,3.64974963533088e-05
"PHRF1",3.77343985839991e-05,3.92598619536697e-05,1.91110020509927e-07,2.87788003844848e-06,9.5363937616904e-06,5.36248130777666e-05
"PHTF1",6.79687924804953e-06,3.184067544274e-05,6.68885071784746e-06,4.00689451507057e-05,1.55243619376355e-06,2.75260447357357e-05
"PHTF2",2.34375146484467e-07,4.01872602675359e-06,4.07064343686145e-05,0.000218054756759365,2.21776599109079e-07,0.000247326609366277
"PHYH",1.89843868652418e-05,2.16392939902116e-06,2.86665030764891e-06,3.56414373992465e-05,2.21776599109079e-07,6.11689883016349e-07
"PHYHD1",1.28906330566457e-05,1.54566385644369e-06,1.91110020509927e-07,1.99237848815664e-06,2.21776599109079e-07,1.85545931181626e-05
"PHYHIP",1.47656342285214e-05,2.07118956763454e-05,2.48443026662906e-06,4.71529575530404e-05,4.2137553830725e-06,2.1001352650228e-05
"PHYHIPL",0.000489609681006051,0.000109742133807502,0.000215380993114688,3.76338158874032e-06,0.000421597314906359,0.000249773368898342
"PHYKPL",3.515627197267e-06,5.25525711190854e-06,2.61820728098601e-05,2.85574249969118e-05,6.65329797327237e-07,0.000101744417208386
"PI15",5.85937866211166e-06,3.09132771288737e-07,2.1022102256092e-06,2.2137538757296e-07,1.75203513296172e-05,6.11689883016349e-07
"PI16",2.1093763183602e-06,3.09132771288737e-07,1.71999018458935e-06,2.2137538757296e-07,6.65329797327237e-07,7.07521298022244e-05
"PI4K2A",4.14844009277506e-05,2.81310821872751e-05,3.63109038968862e-06,1.83741571685557e-05,2.50607556993259e-05,5.6071572609832e-05
"PI4K2B",1.64062602539127e-06,3.09132771288737e-07,5.92441063580775e-06,6.41988623961583e-06,6.65329797327237e-07,1.42727639370481e-06
"PI4KA",4.9218780761738e-06,1.8857099048613e-05,1.91110020509927e-07,9.07639089049135e-06,2.21776599109079e-07,6.72858871317984e-06
"PI4KB",5.74219108886943e-05,3.40046048417611e-06,4.14708744506542e-05,2.63436711211822e-05,1.99598939198171e-06,2.95650110124569e-05
"PIANP",6.72656670410419e-05,1.51475057931481e-05,5.73330061529782e-07,1.30611478668046e-05,7.96177990801594e-05,5.68871591205204e-05
"PIAS1",0.000126796954248096,0.000134472755510601,9.38350200703744e-05,0.000289337631557858,1.92945641224899e-05,0.000118056147422155
"PIAS2",0.000157265723291077,8.43932465618253e-05,0.000213087672868569,9.23135366179242e-05,0.000295184653414184,0.000356615201798531
"PIAS3",4.9218780761738e-06,1.8857099048613e-05,3.24887034866877e-06,1.6603154067972e-05,2.21776599109079e-07,3.46624267042598e-06
"PIAS4",9.1406307128942e-06,8.34658482479591e-06,8.59995092294673e-06,9.51914166563727e-06,2.21776599109079e-07,2.91572177571126e-05
"PIBF1",1.00781312988321e-05,1.14379125376833e-05,1.0511051128046e-05,4.20613236388624e-06,2.43954259019987e-06,6.3207954578356e-06
"PICALM",3.30468956543098e-05,6.58452802845011e-05,0.000112946022121367,0.000133489358706495,0.000159900927957646,0.000199207005235658
"PICART1",7.26562954101846e-06,3.09132771288737e-07,1.91110020509927e-07,2.2137538757296e-07,9.5363937616904e-06,6.11689883016349e-07
"PICK1",1.52343845214903e-05,3.09132771288737e-07,1.77732319074232e-05,6.41988623961583e-06,6.87507457238145e-06,5.40326063331108e-05
"PICSAR",4.9218780761738e-06,1.54566385644369e-06,9.55550102549637e-07,6.64126162718879e-07,5.10086177950882e-06,6.11689883016349e-07
"PID1",7.3359420849638e-05,1.82388335060355e-05,7.45329079988717e-06,3.16566804229333e-05,3.96980112405252e-05,6.3207954578356e-06
"PIDD1",6.07031629394768e-05,1.14379125376833e-05,1.08932711690659e-05,1.99237848815664e-06,2.2399436510017e-05,2.24286290439328e-06
"PIERCE1",4.9218780761738e-06,3.40046048417611e-06,1.71999018458935e-06,6.41988623961583e-06,8.64928736525408e-06,2.22247324162607e-05
"PIERCE2",5.39062836914273e-06,1.39109747079932e-05,1.91110020509927e-07,2.2137538757296e-07,1.9738117320708e-05,1.28454875433433e-05
"PIEZO1",8.67188041992526e-06,4.63699156933106e-06,1.12754912100857e-05,6.41988623961583e-06,1.21977129509993e-05,2.67104582250472e-05
"PIEZO2",3.77343985839991e-05,3.24589409853174e-05,3.63109038968862e-06,1.30611478668046e-05,1.9738117320708e-05,9.9909347559337e-06
"PIF1",1.28906330566457e-05,8.34658482479591e-06,4.01331043070848e-06,2.43512926330256e-06,3.77020218485434e-06,2.03896627672116e-07
"PIGA",6.3281289550806e-06,3.40046048417611e-06,1.33777014356949e-06,2.2137538757296e-07,2.21776599109079e-07,2.03896627672116e-07
"PIGB",7.26562954101846e-06,4.01872602675359e-06,4.07064343686145e-05,1.17328955413669e-05,6.87507457238145e-06,9.58314150058947e-06
"PIGC",3.98437749023593e-06,1.39109747079932e-05,8.59995092294673e-06,0.000133489358706495,6.4536990340742e-05,9.6443104888911e-05
"PIGF",2.34375146484467e-07,5.5334766060684e-05,5.14085955171705e-05,0.000105153309097156,7.76218096881777e-06,4.05754289067511e-05
"PIGG",3.91406494629059e-05,5.25525711190854e-06,3.9559774245555e-05,1.1068769378648e-06,2.55043088975441e-05,6.11689883016349e-07
"PIGH",1.80468862793039e-05,2.78219494159864e-06,9.36439100498644e-06,3.76338158874032e-06,6.65329797327237e-07,1.61078335860972e-05
"PIGK",3.1640644775403e-05,2.13301612189229e-05,1.3186591415185e-05,6.13209823577099e-05,5.12303943941973e-05,9.17534824524523e-06
"PIGL",1.66406354003971e-05,4.60607829220219e-05,4.45286347788131e-05,4.44964529021649e-05,1.26412661492175e-05,5.32170198224224e-05
"PIGM",1.7578135986335e-05,3.67867997833598e-05,1.93021120715027e-05,2.50154187957445e-05,5.69965859710333e-05,8.09469611858302e-05
"PIGN",1.64062602539127e-06,6.49178819706349e-06,7.45329079988717e-06,2.2137538757296e-07,1.04235001581267e-05,1.65156268414414e-05
"PIGO",2.32031395019622e-05,1.02013814525283e-05,2.1022102256092e-06,9.07639089049135e-06,6.65329797327237e-07,1.9370179628851e-05
"PIGP",1.64062602539127e-06,8.96485036737339e-06,2.38887525637409e-05,3.76338158874032e-06,1.55243619376355e-06,5.09741569180291e-06
"PIGQ",2.74218921386826e-05,4.01872602675359e-06,2.12132122766019e-05,2.2137538757296e-07,3.21576068708165e-05,3.28273570552107e-05
"PIGR",8.20313012695633e-06,3.09132771288737e-07,1.91110020509927e-07,2.2137538757296e-07,6.43152137416329e-06,9.17534824524523e-06
"PIGS",1.57031348144593e-05,4.63699156933106e-06,1.91110020509927e-07,7.30538778990767e-06,6.65329797327237e-07,2.03896627672116e-07
"PIGT",4.10156506347816e-05,2.07118956763454e-05,4.14708744506542e-05,2.2137538757296e-07,3.32664898663619e-06,2.26325256716049e-05
"PIGU",5.85937866211166e-06,8.34658482479591e-06,1.91110020509927e-07,3.3206308135944e-06,2.21776599109079e-07,2.24286290439328e-06
"PIGV",1.38281336425835e-05,6.49178819706349e-06,1.91110020509927e-07,2.2137538757296e-07,1.1088829955454e-06,1.4068867309376e-05
"PIGW",1.47656342285214e-05,9.27398313866212e-07,5.73330061529782e-07,1.54962771301072e-06,2.21776599109079e-07,2.65065615973751e-06
"PIGX",4.19531512207195e-05,3.09132771288737e-07,2.27420924406814e-05,2.41299172454526e-05,0.000110222969757212,4.09832221620954e-05
"PIGY",0.000108515692822308,1.82388335060355e-05,4.14708744506542e-05,7.1504250186066e-05,5.74401391692515e-05,4.54689479708819e-05
"PIGZ",1.33593833496146e-05,3.40046048417611e-06,5.15997055376804e-06,5.53438468932399e-06,1.88510109242717e-05,1.28454875433433e-05
"PIH1D1",2.57812661132913e-06,3.09132771288737e-07,6.68885071784746e-06,1.1068769378648e-06,4.2137553830725e-06,6.11689883016349e-07
"PIH1D2",4.45312778320486e-06,3.09132771288737e-07,5.73330061529782e-07,3.3206308135944e-06,2.21776599109079e-07,1.42727639370481e-06
"PIK3AP1",3.04687690429807e-06,4.01872602675359e-06,2.48443026662906e-06,3.76338158874032e-06,2.37300961046715e-05,6.11689883016349e-07
"PIK3C2A",3.8671899169937e-05,3.09132771288737e-07,0.000109888261793208,5.77789761565425e-05,2.88309578841803e-06,5.77027456312089e-05
"PIK3C2B",8.20313012695633e-06,3.09132771288737e-07,1.01288310870262e-05,1.1068769378648e-06,2.88309578841803e-06,7.95196847921253e-06
"PIK3C2G",1.17187573242233e-06,5.87352265448601e-06,5.73330061529782e-07,2.2137538757296e-07,6.65329797327237e-07,3.05844941508174e-06
"PIK3C3",1.61718851074282e-05,3.12224099001625e-05,1.12754912100857e-05,1.92596587188475e-05,8.36097778641228e-05,7.95196847921253e-06
"PIK3CA",7.031254394534e-07,7.69740600508956e-05,1.91110020509927e-07,3.8740692825268e-05,1.21977129509993e-05,8.46171004839283e-05
"PIK3CA-DT",1.17187573242233e-06,3.09132771288737e-07,1.71999018458935e-06,2.2137538757296e-07,2.43954259019987e-06,1.01948313836058e-06
"PIK3CB",2.34375146484467e-07,0.000112833461520389,3.6884233958416e-05,0.000302620154812236,9.91341398017583e-05,0.000173516030148971
"PIK3CD",1.99218874511797e-05,1.45292402505707e-05,2.1022102256092e-06,4.20613236388624e-06,4.5020649619143e-05,5.03624670350127e-05
"PIK3CD-AS2",5.85937866211166e-06,5.87352265448601e-06,1.91110020509927e-07,6.64126162718879e-07,1.55243619376355e-06,1.01948313836058e-06
"PIK3CG",1.85156365722729e-05,9.27398313866212e-07,7.83551084090702e-06,6.64126162718879e-07,1.99598939198171e-06,2.65065615973751e-06
"PIK3IP1",4.05469003418127e-05,1.57657713357256e-05,1.24221513331453e-05,9.07639089049135e-06,7.31862777059961e-06,1.16221077773106e-05
"PIK3IP1-DT",2.57812661132913e-06,9.27398313866212e-07,4.77775051274819e-06,3.76338158874032e-06,2.21776599109079e-07,7.13638196852407e-06
"PIK3R1",8.88281805176128e-05,0.000258744129568673,0.000111417141957288,0.000199459224203237,1.55243619376355e-06,0.000255482474473162
"PIK3R2",0.000137109460693413,2.13301612189229e-05,3.87953341635153e-05,7.77027610381089e-05,0.000151029863993283,0.000190643346873429
"PIK3R3",7.14844196777623e-05,2.78219494159864e-06,6.68885071784746e-06,1.54962771301072e-06,6.65329797327237e-07,6.72858871317984e-06
"PIK3R4",2.34375146484467e-07,3.40046048417611e-06,6.3066306768276e-06,6.64126162718879e-07,3.17140536725983e-05,2.05935593948837e-05
