"","CDSeq_estimated_cell_type_1","CDSeq_estimated_cell_type_2","CDSeq_estimated_cell_type_3","CDSeq_estimated_cell_type_4","CDSeq_estimated_cell_type_5","CDSeq_estimated_cell_type_6"
"C3AR1",4.9218780761738e-06,2.16392939902116e-06,2.48443026662906e-06,4.64888313903216e-06,8.20573416703593e-06,6.70819905041263e-05
"C3orf18",1.57031348144593e-05,3.09132771288737e-07,9.55550102549637e-07,1.1068769378648e-06,1.53025853385265e-05,2.65065615973751e-06
"C3orf20",4.45312778320486e-06,3.09132771288737e-07,1.71999018458935e-06,2.87788003844848e-06,1.1088829955454e-06,5.91300220249137e-06
"C3orf22",2.34375146484467e-07,4.01872602675359e-06,5.73330061529782e-07,4.64888313903216e-06,3.77020218485434e-06,9.58314150058947e-06
"C3orf33",5.39062836914273e-06,3.40046048417611e-06,9.55550102549637e-07,3.3206308135944e-06,2.94962876815075e-05,1.01948313836058e-06
"C3orf38",2.17968886230554e-05,5.10069072626417e-05,7.09018176091831e-05,5.73362253813966e-05,4.67948624120157e-05,2.54870784590145e-05
"C3orf49",8.20313012695633e-06,5.25525711190854e-06,1.91110020509927e-07,1.12901447662209e-05,4.65730858129066e-06,1.16221077773106e-05
"C3orf52",7.26562954101846e-06,3.09132771288737e-07,2.1022102256092e-06,1.1068769378648e-06,1.55243619376355e-06,3.46624267042598e-06
"C3orf62",2.34375146484467e-07,9.27398313866212e-07,4.01331043070848e-06,1.54962771301072e-06,1.21977129509993e-05,1.73312133521299e-05
"C3orf70",5.17969073730671e-05,4.01872602675359e-06,3.80308940814756e-05,0.000112237321499491,2.21776599109079e-07,5.15858468010454e-05
"C3orf80",2.34375146484467e-07,9.27398313866212e-07,1.33777014356949e-06,8.19088934019951e-06,2.21776599109079e-07,8.35976173455677e-06
"C3orf85",2.34375146484467e-07,3.09132771288737e-07,9.55550102549637e-07,3.76338158874032e-06,6.65329797327237e-07,1.42727639370481e-06
"C4A",8.64844290527682e-05,1.63840368783031e-05,0.000171043468356385,3.60841881743924e-05,7.2964501106887e-05,2.03896627672116e-07
"C4BPA",2.64843915527447e-05,4.63699156933106e-06,9.55550102549637e-07,2.2137538757296e-07,2.21776599109079e-07,4.28182918111444e-06
"C4BPB",2.1093763183602e-06,4.01872602675359e-06,1.91110020509927e-07,2.43512926330256e-06,1.55243619376355e-06,3.44585300765877e-05
"C4orf17",3.04687690429807e-06,3.09132771288737e-07,3.24887034866877e-06,2.2137538757296e-07,2.43954259019987e-06,1.42727639370481e-06
"C4orf19",2.34375146484467e-07,9.27398313866212e-07,2.1022102256092e-06,5.09163391417808e-06,6.65329797327237e-07,3.81286693746857e-05
"C4orf3",2.36718897949311e-05,3.184067544274e-05,0.000162252407412928,9.31990381682161e-05,0.000155465395975464,0.000199614798491002
"C4orf33",2.34375146484467e-07,8.96485036737339e-06,1.08932711690659e-05,1.54962771301072e-06,3.77020218485434e-06,5.91300220249137e-06
"C4orf36",1.64062602539127e-06,3.09132771288737e-07,2.48443026662906e-06,1.99237848815664e-06,2.21776599109079e-07,3.46624267042598e-06
"C4orf46",4.45312778320486e-06,2.78219494159864e-06,1.28043713741651e-05,2.43512926330256e-06,2.21776599109079e-07,2.65065615973751e-06
"C4orf54",2.1093763183602e-06,2.16392939902116e-06,5.73330061529782e-07,6.64126162718879e-07,6.65329797327237e-07,2.24286290439328e-06
"C5",2.34375146484467e-07,2.16392939902116e-06,2.1022102256092e-06,2.2137538757296e-07,6.43152137416329e-06,6.72858871317984e-06
"C5AR1",6.3281289550806e-06,3.09132771288737e-07,2.86665030764891e-06,6.64126162718879e-07,5.54441497772698e-06,9.17534824524523e-06
"C5AR2",2.27343892089933e-05,9.27398313866212e-07,8.59995092294673e-06,1.1068769378648e-06,9.09284056347224e-06,1.44766605647203e-05
"C5orf15",9.60938100586313e-06,3.09132771288737e-07,6.78440572810242e-05,6.79622439848987e-05,7.51822670979778e-05,2.03896627672116e-07
"C5orf22",1.64062602539127e-06,1.54566385644369e-06,8.21773088192688e-06,2.63436711211822e-05,3.52624792583436e-05,2.79338379910799e-05
"C5orf24",1.61718851074282e-05,0.000204955027364433,0.000144670285526015,6.44202377837313e-05,0.000292523334224875,0.000399433493609676
"C5orf34",1.17187573242233e-06,2.16392939902116e-06,9.55550102549637e-07,6.64126162718879e-07,2.21776599109079e-07,4.28182918111444e-06
"C5orf47",1.17187573242233e-06,3.09132771288737e-07,2.1022102256092e-06,2.2137538757296e-07,6.65329797327237e-07,8.767554989901e-06
"C5orf63",0.000115078196923873,1.70023024208806e-05,9.55550102549637e-07,1.92596587188475e-05,2.15123301135807e-05,6.34118512060282e-05
"C6",6.3281289550806e-06,3.09132771288737e-07,1.33777014356949e-06,1.1068769378648e-06,1.1088829955454e-06,2.03896627672116e-07
"C6orf118",2.27343892089933e-05,9.58311590995086e-06,1.96843321125225e-05,1.99237848815664e-06,2.43954259019987e-06,1.12143145219664e-05
"C6orf120",1.42968839355525e-05,3.09132771288737e-07,6.3066306768276e-06,4.58247052276027e-05,6.98596287193599e-05,1.89623863735068e-05
"C6orf132",8.67188041992526e-06,3.09132771288737e-07,1.33777014356949e-06,1.21756463165128e-05,3.32664898663619e-06,7.13638196852407e-06
"C6orf136",1.19531324707078e-05,4.01872602675359e-06,1.71999018458935e-06,2.94429265472037e-05,1.1088829955454e-06,4.3837774949505e-05
"C6orf163",1.33593833496146e-05,1.02013814525283e-05,2.1022102256092e-06,4.64888313903216e-06,6.43152137416329e-06,2.24286290439328e-06
"C6orf226",9.1406307128942e-06,1.54566385644369e-06,9.55550102549637e-07,3.3206308135944e-06,2.88309578841803e-06,8.35976173455677e-06
"C6orf47",4.99219062011914e-05,9.58311590995086e-06,5.73330061529782e-07,1.88169079437016e-05,2.01816705189262e-05,2.65065615973751e-06
"C6orf52",1.52343845214903e-05,1.26744436228382e-05,3.63109038968862e-06,2.87788003844848e-06,1.04235001581267e-05,4.28182918111444e-06
"C6orf58",7.26562954101846e-06,3.09132771288737e-07,9.55550102549637e-07,2.2137538757296e-07,2.88309578841803e-06,1.32532807986876e-05
"C6orf62",7.7343798339874e-06,5.28617038903741e-05,6.13463165836867e-05,0.000299520899386215,0.000200707822193717,5.97417119079301e-05
"C6orf89",0.000118359448974656,0.000127671834542249,0.000332340325666764,0.000117107580026096,0.000257482631565641,9.17534824524523e-06
"C7",2.41406400879001e-05,1.20561780802608e-05,1.01288310870262e-05,7.74813856505359e-06,7.31862777059961e-06,1.42727639370481e-06
"C7orf25",1.19531324707078e-05,8.34658482479591e-06,6.3066306768276e-06,2.90001757720577e-05,4.41335432227067e-05,5.50520894714714e-06
"C7orf33",1.19531324707078e-05,7.11005373964096e-06,1.91110020509927e-07,2.2137538757296e-07,1.1088829955454e-06,9.17534824524523e-06
"C7orf50",4.19531512207195e-05,4.04963930388246e-05,1.73910118664034e-05,1.6603154067972e-05,1.66332449331809e-05,0.000113162628358025
"C7orf57",2.34375146484467e-07,2.16392939902116e-06,5.73330061529782e-07,1.99237848815664e-06,1.1088829955454e-06,6.11689883016349e-07
"C8B",5.85937866211166e-06,1.54566385644369e-06,1.91110020509927e-07,2.2137538757296e-07,2.21776599109079e-07,2.65065615973751e-06
"C8G",6.3281289550806e-06,4.63699156933106e-06,5.15997055376804e-06,1.1068769378648e-06,2.88309578841803e-06,1.65156268414414e-05
"C8orf17",1.64062602539127e-06,9.27398313866212e-07,9.55550102549637e-07,6.64126162718879e-07,6.65329797327237e-07,6.3207954578356e-06
"C8orf33",2.34375146484467e-07,2.16392939902116e-06,1.35688114562048e-05,1.74886556182638e-05,6.65329797327237e-07,4.28182918111444e-06
"C8orf34",2.78906424316515e-05,1.20561780802608e-05,1.91110020509927e-07,3.76338158874032e-06,5.65530327728152e-05,1.16221077773106e-05
"C8orf34-AS1",2.57812661132913e-06,1.54566385644369e-06,1.91110020509927e-07,1.1068769378648e-06,2.21776599109079e-07,2.24286290439328e-06
"C8orf44",2.83593927246205e-05,2.78219494159864e-06,1.33777014356949e-06,8.63364011534543e-06,2.88309578841803e-06,5.91300220249137e-06
"C8orf48",3.04687690429807e-06,9.27398313866212e-07,5.73330061529782e-07,2.2137538757296e-07,1.99598939198171e-06,2.65065615973751e-06
"C8orf58",5.41406588379118e-05,4.63699156933106e-06,1.54799116613041e-05,6.64126162718879e-07,2.50607556993259e-05,3.73130828639973e-05
"C8orf76",2.34375146484467e-07,1.54566385644369e-06,9.55550102549637e-07,1.1068769378648e-06,7.31862777059961e-06,2.03896627672116e-07
"C8orf82",8.67188041992526e-06,4.01872602675359e-06,2.86665030764891e-06,6.64126162718879e-07,4.2137553830725e-06,2.03896627672116e-07
"C8orf88",5.85937866211166e-06,5.5334766060684e-05,1.91110020509927e-07,0.00016226815909098,7.03031819175781e-05,9.92976576763206e-05
"C9orf152",2.34375146484467e-07,9.27398313866212e-07,1.33777014356949e-06,1.99237848815664e-06,2.21776599109079e-07,3.05844941508174e-06
"C9orf163",5.39062836914273e-06,3.09132771288737e-07,5.73330061529782e-07,1.1068769378648e-06,6.87507457238145e-06,3.03805975231453e-05
"C9orf40",4.45312778320486e-06,4.60607829220219e-05,9.55550102549637e-07,2.2137538757296e-07,5.21175007906336e-05,4.62845344815704e-05
"C9orf43",2.34375146484467e-07,1.54566385644369e-06,9.55550102549637e-07,2.2137538757296e-07,1.99598939198171e-06,4.28182918111444e-06
"C9orf50",2.83593927246205e-05,1.32927091654157e-05,4.01331043070848e-06,2.2137538757296e-07,4.65730858129066e-06,3.64974963533088e-05
"C9orf57",2.34375146484467e-07,1.54566385644369e-06,1.91110020509927e-07,6.64126162718879e-07,2.21776599109079e-07,5.09741569180291e-06
"C9orf72",3.04687690429807e-06,2.78219494159864e-06,8.59995092294673e-06,8.39012718901518e-05,9.09284056347224e-06,4.13910154174396e-05
"C9orf78",1.10156318847699e-05,3.09132771288737e-07,1.12754912100857e-05,2.41299172454526e-05,1.35283725456538e-05,1.77390066074741e-05
"C9orf85",3.63281477050923e-05,4.01872602675359e-06,1.54799116613041e-05,8.63364011534543e-06,3.77020218485434e-06,4.68962243645867e-06
"CA1",6.79687924804953e-06,3.09132771288737e-07,1.71999018458935e-06,2.87788003844848e-06,1.99598939198171e-06,1.20299010326549e-05
"CA10",7.26562954101846e-06,9.27398313866212e-07,1.91110020509927e-07,6.64126162718879e-07,3.17140536725983e-05,8.35976173455677e-06
"CA11",5.39062836914273e-06,7.72831928221844e-06,4.10886544096344e-05,1.1068769378648e-06,2.21776599109079e-07,6.11689883016349e-07
"CA12",6.25781641113526e-05,1.70023024208806e-05,2.61820728098601e-05,3.76338158874032e-06,2.77220748886349e-05,0.000100113244187009
"CA13",2.57812661132913e-06,2.16392939902116e-06,1.91110020509927e-07,1.0847393991075e-05,1.35283725456538e-05,4.22066019281281e-05
"CA14",8.67188041992526e-06,9.27398313866212e-07,5.15997055376804e-06,1.54962771301072e-06,2.21776599109079e-07,2.03896627672116e-07
"CA2",1.17187573242233e-06,4.04963930388246e-05,5.82885562555279e-05,1.70459048431179e-05,6.94160755211417e-05,1.20299010326549e-05
"CA3",2.34375146484467e-07,5.87352265448601e-06,1.91110020509927e-07,6.64126162718879e-07,1.99598939198171e-06,6.11689883016349e-07
"CA4",2.88281430175894e-05,1.54566385644369e-06,4.77775051274819e-06,1.39466494170965e-05,2.21776599109079e-07,2.67104582250472e-05
"CA5A",1.47656342285214e-05,3.09132771288737e-07,1.91110020509927e-07,3.76338158874032e-06,2.21776599109079e-07,2.03896627672116e-07
"CA5B",1.24218827636767e-05,6.49178819706349e-06,3.63109038968862e-06,6.0435480807418e-05,6.43152137416329e-06,3.52741165872761e-05
"CA6",1.52343845214903e-05,5.25525711190854e-06,9.55550102549637e-07,1.99237848815664e-06,2.21776599109079e-07,6.3207954578356e-06
"CA7",5.13281570800982e-05,1.20561780802608e-05,1.91110020509927e-07,1.0847393991075e-05,6.65329797327237e-07,5.91300220249137e-06
"CA8",1.14843821777389e-05,3.09132771288737e-07,1.71999018458935e-06,1.99237848815664e-06,6.65329797327237e-07,2.87494245017684e-05
"CA9",2.34375146484467e-07,3.40046048417611e-06,1.91110020509927e-07,6.64126162718879e-07,2.88309578841803e-06,2.22247324162607e-05
"CAAP1",6.53906658691662e-05,2.78219494159864e-06,4.39553047172833e-06,6.86263701476175e-06,2.21776599109079e-07,3.1603977289178e-05
"CAB39",0.000393515870947419,0.000196299309768348,5.92441063580775e-06,0.000794073515224207,0.000319136526117965,0.000214703148938738
"CAB39L",2.27343892089933e-05,5.03886417200642e-05,0.000259718517872991,8.96570319670487e-05,9.55857142160131e-05,5.85183321418974e-05
"CABCOCO1",3.04687690429807e-06,9.27398313866212e-07,5.92441063580775e-06,6.64126162718879e-07,7.31862777059961e-06,1.83506964904905e-06
"CABIN1",0.000105703191064494,3.55502686982048e-05,3.03864932610785e-05,2.2137538757296e-07,1.55243619376355e-06,5.36248130777666e-05
"CABLES1",1.52343845214903e-05,1.7620567963458e-05,1.71999018458935e-06,4.00689451507057e-05,4.2137553830725e-06,0.00011560938789009
"CABLES2",2.34375146484467e-07,1.39109747079932e-05,1.91110020509927e-07,3.76338158874032e-06,1.1310606554563e-05,1.42727639370481e-06
"CABP1",3.8671899169937e-05,7.75923255934731e-05,3.45909137122969e-05,2.43512926330256e-06,2.21776599109079e-07,0.00021388756242805
"CABP4",6.82031676269798e-05,1.08196469951058e-05,1.91110020509927e-07,1.54962771301072e-06,3.12705004743801e-05,1.97779728841953e-05
"CABP5",2.57812661132913e-06,5.25525711190854e-06,4.39553047172833e-06,2.2137538757296e-07,6.65329797327237e-07,6.11689883016349e-07
"CABP7",7.7343798339874e-06,9.27398313866212e-07,5.73330061529782e-07,3.8297942050122e-05,0.000107561650567903,5.56637793544877e-05
"CABYR",1.14843821777389e-05,3.49320031556273e-05,2.12132122766019e-05,1.17328955413669e-05,3.32664898663619e-06,2.03896627672116e-07
"CACFD1",0.000193828246142654,5.78078282309939e-05,5.56130159683889e-05,3.78551912749761e-05,4.85690752048883e-05,0.000193090106405494
"CACHD1",6.86719179199487e-05,5.87352265448601e-06,3.34442535892373e-05,5.29087176299374e-05,4.28028836280523e-05,4.42455682048492e-05
"CACNA1A",0.00030117206323254,3.74050653259372e-05,0.000218820973483867,8.63364011534543e-06,0.000139053927641393,0.000193090106405494
"CACNA1B",1.89843868652418e-05,1.02013814525283e-05,1.70087918253835e-05,6.41988623961583e-06,2.21776599109079e-07,3.3235150310555e-05
"CACNA1C",0.000147421967138729,9.42854952430649e-05,4.60575149428925e-05,6.88477455351905e-05,0.000114658501739394,0.000105414556506484
"CACNA1D",8.67188041992526e-06,8.34658482479591e-06,5.14085955171705e-05,2.2137538757296e-07,0.000183409247463208,1.44766605647203e-05
"CACNA1E",0.000121640701025438,5.71895626884164e-05,1.01288310870262e-05,0.000266314591250271,0.000181191481472118,0.000161690025743988
"CACNA1F",7.031254394534e-07,1.54566385644369e-06,1.91110020509927e-07,1.99237848815664e-06,2.21776599109079e-07,1.44766605647203e-05
"CACNA1G",5.32031582519739e-05,2.07118956763454e-05,1.20399312921254e-05,6.64126162718879e-07,7.76218096881777e-06,4.99546737796685e-05
"CACNA1G-AS1",1.17187573242233e-06,6.49178819706349e-06,5.73330061529782e-07,2.2137538757296e-07,4.65730858129066e-06,7.5441752238683e-06
"CACNA1H",9.1406307128942e-06,5.25525711190854e-06,1.54799116613041e-05,6.64126162718879e-07,1.53025853385265e-05,4.26143951834723e-05
"CACNA1I",7.85156740722963e-05,2.07118956763454e-05,2.80931730149593e-05,2.43512926330256e-06,3.43753728619073e-05,3.46624267042598e-06
"CACNA1S",2.83593927246205e-05,9.27398313866212e-07,1.47154715792644e-05,5.53438468932399e-06,2.10687769153625e-05,2.03896627672116e-07
"CACNA2D1",8.7890679931675e-05,0.000116543054775854,8.84839394960964e-05,3.43131850738088e-05,0.00021179665214917,4.87312940136358e-05
"CACNA2D2",4.9218780761738e-06,3.80233308685147e-05,6.3066306768276e-06,1.30611478668046e-05,7.42951607015415e-05,7.07521298022244e-05
"CACNA2D3",3.04687690429807e-06,3.40046048417611e-06,2.86665030764891e-06,4.20613236388624e-06,8.64928736525408e-06,2.03896627672116e-07
"CACNA2D4",8.20313012695633e-06,2.16392939902116e-06,1.71999018458935e-06,1.1068769378648e-06,5.10086177950882e-06,4.68962243645867e-06
"CACNB1",0.000112265695166059,0.000106650806094614,2.61820728098601e-05,4.31682005767272e-05,6.98596287193599e-05,1.9370179628851e-05
"CACNB2",2.34375146484467e-07,3.30772065278949e-05,0.00015804798696171,0.000253474818771039,0.000185183460256081,0.000158427679701234
"CACNB3",0.000107109441943401,6.58452802845011e-05,2.38887525637409e-05,4.89239606536241e-05,1.48590321403083e-05,9.07339993140917e-05
"CACNB4",6.53906658691662e-05,3.49320031556273e-05,2.48443026662906e-06,6.92904963103364e-05,6.65329797327237e-07,1.28454875433433e-05
"CACNG2",3.02343938964962e-05,2.56580200169652e-05,3.19153734251579e-05,1.99237848815664e-06,1.79639045278354e-05,1.85545931181626e-05
"CACNG3",0.000116015697509811,6.21356870290362e-05,4.77775051274819e-06,4.49392036773108e-05,0.000164780013138046,2.65065615973751e-06
"CACNG4",1.7578135986335e-05,1.39109747079932e-05,3.61197938763763e-05,2.2137538757296e-07,3.83673516458707e-05,4.66923277369146e-05
"CACNG5",3.1640644775403e-05,4.63699156933106e-06,4.39553047172833e-06,6.64126162718879e-07,8.20573416703593e-06,1.32532807986876e-05
"CACNG6",7.26562954101846e-06,1.54566385644369e-06,1.71999018458935e-06,6.64126162718879e-07,1.66332449331809e-05,7.13638196852407e-06
"CACNG7",5.39062836914273e-06,5.25525711190854e-06,1.91110020509927e-07,2.2137538757296e-07,1.08670533563449e-05,2.34481121822934e-05
"CACNG8",0.000119765699853562,5.22434383477966e-05,3.65020139173961e-05,1.1068769378648e-06,3.83673516458707e-05,0.000140892569721432
"CACTIN",4.47656529785331e-05,5.71895626884164e-05,1.39510314972247e-05,3.76338158874032e-06,4.19157772316159e-05,7.11599230575686e-05
"CACUL1",7.52344220215138e-05,6.39904836567686e-05,0.000120590422941764,6.41988623961583e-06,7.38516075033233e-05,7.64612353770436e-05
"CACYBP",2.34375146484467e-07,0.00192002364247435,6.3066306768276e-06,0.000430132378054261,0.000762689724336123,5.09741569180291e-06
"CAD",2.1093763183602e-06,3.09132771288737e-07,7.07107075886731e-06,5.97713546446991e-06,1.55243619376355e-06,1.73312133521299e-05
"CADM1",2.34375146484467e-07,0.000337263853476013,0.000318962624231069,0.000460682181539329,0.000865150513124517,6.6674197248782e-05
"CADM1-AS1",4.9218780761738e-06,3.09132771288737e-07,1.89198920304828e-05,2.43512926330256e-06,4.2137553830725e-06,3.853646263003e-05
"CADM2",0.00019992199995125,8.37749810192478e-05,0.000199709971432874,0.000414193350149008,0.000511195060946427,0.000124988632763007
"CADM3",1.0546881591801e-05,8.81028398172902e-05,7.39595779373419e-05,1.48321509673883e-05,0.000102239012189285,8.25781342072071e-05
"CADM4",0.000219140761962976,6.33722181141912e-05,4.64397349839124e-05,2.67864218963281e-05,7.96177990801594e-05,0.000364363273650072
"CADPS",1.17187573242233e-06,8.0065387763783e-05,2.61820728098601e-05,0.000117993081576388,0.000601236360184713,5.03624670350127e-05
"CADPS2",2.1093763183602e-06,4.2351189666557e-05,1.33777014356949e-06,1.54962771301072e-06,4.05851176369615e-05,9.15495858247802e-05
"CAGE1",4.9218780761738e-06,3.09132771288737e-07,1.91110020509927e-07,2.2137538757296e-07,2.21776599109079e-07,1.83506964904905e-06
"CAHM",2.34375146484467e-07,3.40046048417611e-06,9.55550102549637e-07,1.54962771301072e-06,2.43954259019987e-06,1.9370179628851e-05
"CALB1",6.30469144043215e-05,9.27398313866212e-07,4.39553047172833e-06,0.000111794570724345,0.000490791613828392,6.11689883016349e-07
"CALB2",3.91406494629059e-05,3.0604144357585e-05,2.92398331380189e-05,1.0847393991075e-05,1.08670533563449e-05,3.87403592577021e-06
"CALCB",9.60938100586313e-06,1.54566385644369e-06,1.91110020509927e-07,6.64126162718879e-07,1.99598939198171e-06,2.03896627672116e-07
"CALCOCO1",1.64062602539127e-06,1.63840368783031e-05,3.91775542045351e-05,5.97713546446991e-06,9.78034802071039e-05,0.000110715868825959
"CALCOCO2",1.17187573242233e-06,7.07914046251209e-05,3.07687133020983e-05,5.5122471505667e-05,6.65329797327237e-07,9.9909347559337e-06
"CALCR",1.94531371582107e-05,2.16392939902116e-06,9.55550102549637e-07,6.64126162718879e-07,6.87507457238145e-06,2.65065615973751e-06
"CALCRL",1.99218874511797e-05,3.09132771288737e-07,2.86665030764891e-06,9.96189244078319e-06,2.21776599109079e-07,6.72858871317984e-06
"CALD1",0.000232734520459075,0.000568495166399988,0.000778773333577954,2.43512926330256e-06,0.000132844182866338,0.000280765656304504
"CALHM2",5.39062836914273e-06,3.40046048417611e-06,2.86665030764891e-06,6.64126162718879e-07,1.55243619376355e-06,1.73312133521299e-05
"CALHM6",7.52344220215138e-05,5.84260937735714e-05,1.91110020509927e-07,3.51986866241006e-05,6.43152137416329e-06,2.03896627672116e-07
"CALM1",0.00253664221040138,0.0114103997210386,0.00574342944638485,0.00913062786044673,0.00833015083913612,0.0028796320726133
"CALM2",0.0034371115231947,0.00188787383426032,0.00227554701421171,0.00218165444453152,0.00400018451813046,0.00151270908069943
"CALM3",0.000489609681006051,0.000387961627967365,0.000407255453706655,0.00056694236757435,0.000246393801610187,9.58314150058947e-06
"CALML4",2.34375146484467e-07,2.87493477298526e-05,3.80308940814756e-05,7.74813856505359e-06,1.57461385367446e-05,4.34299816941608e-05
"CALML6",1.47656342285214e-05,7.72831928221844e-06,3.24887034866877e-06,3.3206308135944e-06,2.21776599109079e-07,1.01948313836058e-06
"CALN1",3.04687690429807e-06,3.12224099001625e-05,8.59995092294673e-06,5.42369699553751e-05,4.01415644387433e-05,7.07521298022244e-05
"CALR",0.00271851732407333,0.00279796071293436,0.00270172235994884,3.3206308135944e-06,0.000263692376340695,0.000548685825065665
"CALU",7.71094231933895e-05,8.87211053598676e-05,0.000232580894960582,0.000171123174593898,0.000178973715481027,0.000308495597667912
"CALY",9.39844337402711e-05,1.08196469951058e-05,2.50354126868005e-05,2.2137538757296e-07,4.2137553830725e-06,6.01495051632743e-05
"CAMK1",3.8671899169937e-05,1.70023024208806e-05,2.54176327278203e-05,6.64126162718879e-07,7.38516075033233e-05,9.17534824524523e-06
"CAMK1D",6.3281289550806e-06,8.43932465618253e-05,0.000148874705977233,0.000177321685445941,0.000280547397872985,0.000353352855755778
"CAMK1G",1.52343845214903e-05,5.25525711190854e-06,1.91110020509927e-07,6.41988623961583e-06,2.21776599109079e-07,2.24286290439328e-06
"CAMK2A",0.000369609606006004,0.000644541828137018,0.000590338853355166,0.00010249680444628,0.00102793453687058,0.00103355200566996
"CAMK2B",0.000148828218017636,3.67867997833598e-05,5.14085955171705e-05,5.53438468932399e-06,0.000331999568866291,0.000184118654787921
"CAMK2D",4.00781500488438e-05,3.55502686982048e-05,8.12217587167191e-05,0.000207428738155863,0.000445992740808358,0.0001820796885112
"CAMK2G",2.36718897949311e-05,1.94753645911905e-05,9.15416998242552e-05,8.2573019564714e-05,3.21576068708165e-05,0.00017922513572379
"CAMK2N1",0.00138351648969781,0.00266008749693959,0.00260349180940674,0.00214534888096955,0.00309666665336007,0.00105761180773527
"CAMK2N2",4.10156506347816e-05,1.94753645911905e-05,8.88661595371162e-05,5.46797207305211e-05,6.65329797327237e-07,8.25781342072071e-05
"CAMK4",2.60156412597758e-05,2.78219494159864e-06,3.63109038968862e-06,1.88169079437016e-05,3.74802452494344e-05,6.11689883016349e-07
"CAMKK1",4.24219015136884e-05,5.78078282309939e-05,2.12132122766019e-05,2.32444156951608e-05,3.43753728619073e-05,3.56819098426204e-05
"CAMKK2",0.00014273446420904,0.000209901151705053,7.85462184295802e-05,7.90310133635466e-05,4.19157772316159e-05,6.11689883016349e-07
"CAMKMT",9.82031863769915e-05,4.01872602675359e-06,2.54176327278203e-05,1.26183970916587e-05,5.98796817594513e-06,5.91300220249137e-06
"CAMKV",2.34375146484467e-07,5.87352265448601e-06,1.71999018458935e-06,1.54962771301072e-06,6.65329797327237e-07,1.32532807986876e-05
"CAMLG",6.25781641113526e-05,9.27398313866212e-07,2.48443026662906e-06,8.16875180144222e-05,7.74000330890686e-05,2.91572177571126e-05
"CAMSAP1",0.000236953273095796,0.000102322947296572,9.55550102549637e-07,0.000189275956374881,1.66332449331809e-05,8.35976173455677e-06
"CAMSAP2",7.61719226074516e-05,0.000293366999953012,6.3257416788786e-05,0.000209642492031593,0.000497888464999882,0.000106637936272517
"CAMSAP3",3.96093997558748e-05,3.40046048417611e-06,6.68885071784746e-06,1.1068769378648e-06,3.0826947276162e-05,2.24286290439328e-06
"CAMTA1",0.00026132828833018,0.000290893937782702,0.000378588950630166,0.000211413495132177,0.000174538183498845,8.86950330373706e-05
"CAMTA2",6.72656670410419e-05,2.07118956763454e-05,2.86665030764891e-06,6.64126162718879e-07,5.96579051603423e-05,7.80924083984205e-05
"CAND1",1.28906330566457e-05,5.78078282309939e-05,6.70796171989845e-05,8.16875180144222e-05,0.000289418461837348,0.000153941953892448
"CAND2",2.1093763183602e-06,1.70023024208806e-05,5.73330061529782e-07,3.25421819732251e-05,0.000115989161334048,7.40144758449782e-05
"CANT1",4.89844056152535e-05,3.09132771288737e-07,9.7466110460063e-06,2.87788003844848e-06,5.07868411959791e-05,1.16221077773106e-05
"CANX",0.000739453587158492,0.000757066156886118,0.000733671368737611,0.00104289945085621,0.000231312992870769,0.000247734402621621
"CAP1",3.49218968261855e-05,4.91521106349093e-05,4.56752949018726e-05,0.000129061850955036,5.83272455656878e-05,6.8305370270159e-05
"CAP2",2.34375146484467e-07,0.000125198772371939,4.39553047172833e-06,0.000145000878860289,0.000627405998879585,2.03896627672116e-07
"CAPG",2.55468909668069e-05,4.63699156933106e-06,5.73330061529782e-07,1.99237848815664e-06,4.2137553830725e-06,2.03896627672116e-07
"CAPN1",6.79687924804953e-06,3.40046048417611e-06,1.73910118664034e-05,1.1068769378648e-06,7.76218096881777e-06,5.91300220249137e-06
"CAPN10",2.36718897949311e-05,1.63840368783031e-05,4.01331043070848e-06,2.2137538757296e-07,1.30848193474357e-05,3.1603977289178e-05
"CAPN10-DT",1.42968839355525e-05,3.40046048417611e-06,5.54219059478789e-06,1.54962771301072e-06,2.21776599109079e-07,3.05844941508174e-06
"CAPN11",3.98437749023593e-06,4.01872602675359e-06,1.33777014356949e-06,2.43512926330256e-06,6.65329797327237e-07,1.28454875433433e-05
"CAPN12",2.88281430175894e-05,7.72831928221844e-06,3.4208693671277e-05,3.3206308135944e-06,5.10086177950882e-06,2.03896627672116e-07
"CAPN13",3.98437749023593e-06,6.49178819706349e-06,6.68885071784746e-06,4.20613236388624e-06,2.21776599109079e-07,5.91300220249137e-06
"CAPN14",2.34375146484467e-07,3.09132771288737e-07,1.33777014356949e-06,1.1068769378648e-06,1.55243619376355e-06,3.05844941508174e-06
"CAPN15",2.34375146484467e-07,1.70023024208806e-05,1.43332515382446e-05,2.2137538757296e-07,1.04235001581267e-05,1.08065212666222e-05
"CAPN2",7.031254394534e-07,3.09132771288737e-07,2.42709726047608e-05,1.83741571685557e-05,1.75203513296172e-05,6.11689883016349e-07
"CAPN3",6.91406682129176e-05,0.000172805219150404,5.44663558453293e-05,0.000357078500155184,1.04235001581267e-05,0.000109084695804582
"CAPN5",1.19531324707078e-05,7.11005373964096e-06,1.71999018458935e-06,2.87788003844848e-06,1.55243619376355e-06,3.1603977289178e-05
"CAPN7",2.34375146484467e-07,5.96626248587263e-05,3.26798135071976e-05,3.8297942050122e-05,4.01415644387433e-05,1.42727639370481e-06
