"","CDSeq_estimated_cell_type_1","CDSeq_estimated_cell_type_2","CDSeq_estimated_cell_type_3","CDSeq_estimated_cell_type_4","CDSeq_estimated_cell_type_5","CDSeq_estimated_cell_type_6"
"NFYC",0.000159198465370711,7.64750507794337e-05,0.000110449342423008,0.000121070366286428,7.50122727815926e-05,0.000218331686511071
"NGB",7.48781747467756e-05,9.17700609353205e-06,8.34629791609634e-07,0.00011301480375465,6.94239659268035e-05,1.37562718773852e-06
"NGDN",3.05221885331431e-05,1.81740708911125e-05,1.53015461795099e-05,4.02778126588901e-06,1.50454415321246e-06,2.69229892457397e-05
"NGEF",4.94064202874619e-05,3.11298441996283e-05,2.14221646513139e-05,5.52042961736552e-05,2.79415342739457e-06,1.96518169676932e-07
"NGF",2.70088430904792e-05,5.39823887854826e-07,4.17314895804817e-06,5.92320774395442e-06,2.85863389110367e-05,1.12015356715851e-05
"NGFR",1.69079749428203e-05,8.09735831782239e-06,4.17314895804817e-06,5.92320774395442e-06,6.44804637091054e-07,1.96518169676932e-07
"NGLY1",1.97625681149848e-06,1.565489274779e-05,1.53015461795099e-05,2.44036159050922e-05,1.44006368950335e-05,1.82761897799547e-05
"NGRN",5.48960225416244e-06,0.000496458035530489,2.78209930536545e-07,0.000248537796936327,0.000704341598582462,3.43906796934631e-05
"NHEG1",1.09792045083249e-06,1.61947166356448e-06,1.94746951375581e-06,2.36928309758177e-07,1.93441391127316e-06,1.76866352709239e-06
"NHEJ1",6.36793861482843e-06,8.99706479758044e-07,1.39104965268272e-06,4.02778126588901e-06,1.07467439515176e-06,2.16169986644625e-06
"NHERF1",1.82254794838193e-05,4.84042086109828e-05,4.72956881912126e-06,4.97549450492171e-06,5.43785243946789e-05,1.96518169676932e-07
"NHERF2",1.42729658608223e-05,8.99706479758044e-07,1.94746951375581e-06,8.29249084153619e-06,1.07467439515176e-06,1.96518169676932e-07
"NHERF4",3.66705430578051e-05,5.39823887854826e-07,5.09124172881876e-05,1.2083343797667e-05,4.94350221769808e-06,1.96518169676932e-07
"NHIP",6.58752270499492e-07,3.05900203117735e-06,2.5038893748289e-06,2.36928309758177e-07,4.51363245963738e-06,9.8259084838466e-07
"NHLH1",1.95429840248183e-05,1.61947166356448e-06,1.41887064573638e-05,9.71406070008525e-06,3.22402318545527e-06,5.89554509030796e-07
"NHLH2",1.16379567788244e-05,4.85841499069344e-06,8.34629791609634e-07,8.45834065836691e-05,2.8156469152976e-05,1.96518169676932e-07
"NHLRC2",2.19584090166497e-07,1.38554797882739e-05,9.7095265757254e-05,6.18382888468841e-05,2.21382925401262e-05,6.87813593869262e-06
"NHLRC3",2.17388249264832e-05,1.06165364611449e-05,3.31069817338488e-05,2.13235478782359e-06,6.66298124994089e-06,2.57438802276781e-05
"NHP2",7.68544315582741e-06,1.20560668287578e-05,1.91964852070216e-05,6.87092098298713e-06,2.85863389110367e-05,1.19876083502929e-05
"NHS",6.58752270499492e-07,1.79941295951609e-07,0.000136601075893443,1.39787702757324e-05,2.60071203626725e-05,1.1594572010939e-05
"NHSL1",1.25162931394904e-05,1.79941295951609e-07,6.42664939539418e-05,1.39787702757324e-05,0.000100374588507174,4.89330242495561e-05
"NHSL2",6.80710679516142e-06,1.79941295951609e-07,2.78209930536545e-07,2.36928309758177e-07,9.24219979830511e-06,3.73384522386171e-06
"NHSL3",5.92877043449543e-06,1.79941295951609e-07,4.17314895804817e-06,2.13235478782359e-06,2.14934879030351e-07,3.73384522386171e-06
"NIBAN1",1.53708863116548e-06,1.79941295951609e-07,3.19941420117026e-05,6.87092098298713e-06,2.36428366933387e-06,4.18583701411865e-05
"NIBAN2",8.01481929107716e-05,5.39823887854826e-07,5.28598868019435e-06,8.93219727788326e-05,1.50454415321246e-06,2.41717348702626e-05
"NIBAN3",9.44211587715939e-06,8.99706479758044e-07,4.7017478260676e-05,2.36928309758177e-07,4.87902175398898e-05,5.30599058127716e-06
"NICN1",4.1062224861135e-05,5.21829758259665e-06,2.5038893748289e-06,5.92320774395442e-06,2.14934879030351e-07,1.98483351373701e-05
"NICOL1",6.96081565827797e-05,2.3932192361564e-05,8.4297608952573e-05,0.000330514992112657,0.000135623908668152,7.27117227804648e-06
"NID1",3.09613567134761e-05,3.77876721498378e-06,7.5116681244867e-06,4.66748770223608e-05,1.56902461692157e-05,4.12688156321557e-06
"NID2",2.19584090166497e-07,8.99706479758044e-07,3.06030923590199e-06,5.44935112443807e-06,2.14934879030351e-07,1.96518169676932e-07
"NIF3L1",4.17209771316345e-06,3.2209491975338e-05,1.39104965268272e-06,1.96650497099287e-05,6.44804637091054e-07,4.51991790256944e-06
"NIFK",4.2379729402134e-05,3.65280830781766e-05,8.06808798555979e-06,1.72957666123469e-05,1.48305066530942e-05,2.73160255850935e-05
"NIFK-AS1",1.20771249591574e-05,2.64513705048865e-05,6.37100740928687e-05,3.55392464637265e-06,6.66298124994089e-06,0.000140510491319006
"NIM1K",6.58752270499492e-07,8.99706479758044e-07,1.39104965268272e-06,3.6250031393001e-05,1.82694647175799e-05,3.79280067476479e-05
"NIN",4.80889157464629e-05,0.000100227301845046,6.81614329814534e-05,5.33088696955898e-05,0.000196665414312772,0.000210863996063348
"NINJ1",2.78871794511452e-05,3.05900203117735e-06,4.17314895804817e-06,4.00408843491319e-05,5.37337197575878e-06,1.08084993322313e-05
"NINJ2",1.11987885984914e-05,1.25958907166126e-06,2.78209930536545e-07,3.0800680268563e-06,2.79415342739457e-06,2.94777254515398e-06
"NINJ2-AS1",6.58752270499492e-07,4.85841499069344e-06,1.47451263184369e-05,7.1078492927453e-07,1.225128810473e-05,1.23806446896467e-05
"NINL",2.85459317216447e-06,1.9793542554677e-06,9.18092770770597e-06,9.24020408056889e-06,6.66298124994089e-06,9.8259084838466e-07
"NIP7",4.61126589349645e-06,1.38554797882739e-05,5.28598868019435e-06,4.50163788540536e-06,2.64369901207332e-05,7.91968223798036e-05
"NIPA1",2.34954976478152e-05,9.08703544555624e-05,5.25816768714069e-05,1.39787702757324e-05,0.000184629061087072,0.000168416071413131
"NIPA2",2.19584090166497e-07,0.000142333565097723,1.86400653459485e-05,7.1078492927453e-07,9.24219979830511e-06,1.51318990651238e-05
"NIPAL1",9.44211587715939e-06,5.39823887854826e-07,3.06030923590199e-06,3.55392464637265e-06,1.50454415321246e-06,5.89554509030796e-07
"NIPAL2",1.09792045083249e-06,9.17700609353205e-06,4.59046385385299e-05,9.54821088325452e-05,1.61201159272764e-05,3.4783716032817e-05
"NIPAL3",0.00016490765171504,5.66815082247568e-05,2.75427831231179e-05,1.65849816830724e-06,5.35187848785575e-05,0.000317376844028245
"NIPAL4",1.97625681149848e-06,1.79941295951609e-07,7.5116681244867e-06,1.65849816830724e-06,4.94350221769808e-06,6.87813593869262e-06
"NIPBL",1.55904704018213e-05,1.20560668287578e-05,3.75583406224335e-05,0.000187410293018718,6.08265707655894e-05,6.19032234482336e-05
"NIPSNAP1",4.32580657628e-05,0.000214310083478366,8.76361281190115e-05,1.65849816830724e-06,3.03058179432795e-05,2.94777254515398e-06
"NIPSNAP2",1.97625681149848e-06,3.83274960376927e-05,8.65232883968653e-05,2.36928309758177e-07,2.12785530240048e-05,8.94157672030041e-05
"NIPSNAP3A",4.17209771316345e-06,5.39823887854826e-07,2.78209930536545e-07,2.36928309758177e-07,2.79415342739457e-06,9.8259084838466e-07
"NIPSNAP3B",2.19584090166497e-07,2.21327794020479e-05,3.06030923590199e-06,3.57761747734847e-05,2.04188135078834e-05,4.9129542419233e-06
"NISCH",7.18039974844447e-05,3.2209491975338e-05,1.39104965268272e-06,5.94690057493024e-05,4.94350221769808e-06,2.57438802276781e-05
"NIT1",5.05043407382944e-06,4.49853239879022e-06,2.78209930536545e-07,8.29249084153619e-06,7.952590524123e-06,1.96518169676932e-07
"NIT2",4.61126589349645e-06,1.27758320125642e-05,2.78209930536545e-07,2.36928309758177e-07,7.0928510080016e-06,2.55473620580012e-06
"NKAIN1",3.9305552139803e-05,4.138649806887e-06,1.25194468741445e-05,9.71406070008525e-06,3.65389294351597e-06,2.2992625852201e-05
"NKAIN2",1.53708863116548e-06,2.69911943927413e-06,8.15155096472076e-05,2.36928309758177e-07,2.14934879030351e-07,4.02862247837711e-05
"NKAIN3",1.09792045083249e-06,8.99706479758044e-07,5.28598868019435e-06,3.0800680268563e-06,2.14934879030351e-07,5.89554509030796e-07
"NKAIN4",2.52521703691472e-05,6.29794535830631e-06,3.75583406224335e-05,5.52042961736552e-05,5.17993058463147e-05,1.37562718773852e-06
"NKAP",7.00473247631127e-05,3.05900203117735e-06,0.000125472678671982,7.1078492927453e-07,2.79415342739457e-06,3.00672799605706e-05
"NKAPD1",1.07596204181584e-05,2.24926619939511e-05,1.64143859016561e-05,9.7851391930127e-05,6.44804637091054e-07,8.84331763546194e-06
"NKAPL",2.74480112708122e-05,1.9793542554677e-06,3.92276002056528e-05,1.30310570366997e-05,7.5227207660623e-06,2.45647712096165e-05
"NKD1",9.44211587715939e-06,2.93304312401122e-05,8.76361281190115e-05,2.36928309758177e-07,1.05318090724872e-05,7.27117227804648e-06
"NKD2",1.29554613198233e-05,8.09735831782239e-06,5.313809673248e-05,1.16094871781507e-05,2.29980320562476e-05,1.76866352709239e-06
"NKILA",4.17209771316345e-06,7.01771054211274e-06,4.17314895804817e-06,1.65849816830724e-06,3.65389294351597e-06,5.89554509030796e-07
"NKIRAS1",1.97625681149848e-06,9.15901196393689e-05,4.25661193720913e-05,1.44526268952488e-05,7.0928510080016e-06,9.8259084838466e-07
"NKIRAS2",1.33946295001563e-05,1.2415949420661e-05,3.58890810392142e-05,1.18464154879088e-06,5.80324173381949e-06,1.96518169676932e-07
"NKPD1",1.09792045083249e-06,6.29794535830631e-06,2.47606838177525e-05,4.02778126588901e-06,6.66298124994089e-06,5.89554509030796e-07
"NKRF",1.51513022214883e-05,3.47286701186605e-05,2.53171036788256e-05,2.25081894270268e-05,1.69798554433978e-05,1.96518169676932e-07
"NKTR",0.00037175586465188,0.000183360180574689,0.000139383175198809,0.000126756645720625,0.000418478209472094,0.000423103619314435
"NKX1-2",2.19584090166497e-07,5.39823887854826e-07,1.94746951375581e-06,2.36928309758177e-07,3.65389294351597e-06,1.96518169676932e-07
"NKX2-2",2.85459317216447e-06,1.9793542554677e-06,6.95524826341361e-06,7.1078492927453e-07,1.93441391127316e-06,1.76866352709239e-06
"NKX3-1",2.34954976478152e-05,1.79941295951609e-07,1.94746951375581e-06,1.77696232318633e-05,2.14934879030351e-07,6.48509959933876e-06
"NKX6-1",2.87655158118112e-05,9.17700609353205e-06,7.5116681244867e-06,9.24020408056889e-06,1.50454415321246e-06,4.9129542419233e-06
"NKX6-2",1.91038158444853e-05,8.99706479758044e-07,1.25194468741445e-05,2.36928309758177e-07,2.17084227820655e-05,6.87813593869262e-06
"NLE1",1.99821522051513e-05,3.41888462308057e-06,1.94746951375581e-06,2.39297592855759e-05,3.22402318545527e-06,4.9129542419233e-06
"NLGN1",5.05043407382944e-06,5.93806276640309e-06,2.5038893748289e-06,3.90931711100992e-05,6.66298124994089e-06,9.8259084838466e-07
"NLGN2",0.000209702806109005,0.00014089403473011,1.75272256238023e-05,1.63480533733142e-05,6.34057893139537e-05,1.23806446896467e-05
"NLGN3",4.5453906664465e-05,5.39823887854826e-07,7.2056372008965e-05,6.39706436347077e-06,0.000132614820361727,7.99828950585113e-05
"NLGN4X",5.48960225416244e-06,1.34955971963707e-05,8.34629791609634e-07,9.24020408056889e-06,1.01019393144265e-05,1.96518169676932e-07
"NLGN4Y",1.09792045083249e-06,3.05900203117735e-06,8.34629791609634e-07,2.36928309758177e-07,4.94350221769808e-06,3.34080888450784e-06
"NLK",0.00016929933351837,0.000373738071691491,0.000195581581167191,0.000334305845068787,0.00026931340342503,0.000164878744358946
"NLN",0.000236052896928985,0.000167885229122851,0.000315768271158978,0.000478832114021275,9.13473235878993e-05,0.000114963129261005
"NLRC3",5.05043407382944e-06,8.99706479758044e-07,8.34629791609634e-07,5.44935112443807e-06,6.44804637091054e-07,5.89554509030796e-07
"NLRC4",2.56913385494802e-05,8.45724090972561e-06,1.02937674298521e-05,1.0661773939118e-05,3.65389294351597e-06,1.96518169676932e-07
"NLRC5",5.05043407382944e-06,1.25958907166126e-06,2.5038893748289e-06,1.18464154879088e-06,4.08376270157668e-06,1.67040444225392e-05
"NLRP1",2.04213203854843e-05,7.73747572591918e-06,6.39882840234052e-06,1.01879173196016e-05,1.13915485886086e-05,5.69902692063103e-06
"NLRP10",6.58752270499492e-07,2.33923684737091e-06,1.39104965268272e-06,1.65849816830724e-06,1.50454415321246e-06,1.96518169676932e-07
"NLRP12",3.29376135249746e-06,1.61947166356448e-06,1.02937674298521e-05,2.36928309758177e-07,3.65389294351597e-06,2.94777254515398e-06
"NLRP13",2.19584090166497e-07,3.41888462308057e-06,4.17314895804817e-06,4.02778126588901e-06,1.93441391127316e-06,1.96518169676932e-07
"NLRP14",3.73292953283046e-06,4.85841499069344e-06,7.5116681244867e-06,2.60621140733994e-06,1.74097252014585e-05,1.76866352709239e-06
"NLRP2",1.33946295001563e-05,2.33923684737091e-06,2.78209930536545e-07,2.36928309758177e-07,2.14934879030351e-07,4.51991790256944e-06
"NLRP2B",2.41542499183147e-06,1.61947166356448e-06,2.78209930536545e-07,1.18464154879088e-06,3.22402318545527e-06,3.34080888450784e-06
"NLRP3",3.44747021561401e-05,6.65782795020952e-06,2.78209930536545e-07,5.44935112443807e-06,6.66298124994089e-06,6.48509959933876e-06
"NLRP4",6.36793861482843e-06,8.99706479758044e-07,4.17314895804817e-06,7.1078492927453e-07,2.14934879030351e-07,6.48509959933876e-06
"NLRP5",2.85459317216447e-06,1.9793542554677e-06,2.78209930536545e-07,7.1078492927453e-07,7.952590524123e-06,1.96518169676932e-07
"NLRP7",2.19584090166497e-07,1.61947166356448e-06,3.06030923590199e-06,2.60621140733994e-06,3.65389294351597e-06,1.37562718773852e-06
"NLRP8",5.92877043449543e-06,5.39823887854826e-07,1.94746951375581e-06,7.1078492927453e-07,1.50454415321246e-06,9.8259084838466e-07
"NLRP9",4.61126589349645e-06,5.39823887854826e-07,1.02937674298521e-05,5.92320774395442e-06,6.44804637091054e-07,1.96518169676932e-07
"NLRX1",2.43738340084812e-05,1.2415949420661e-05,1.86400653459485e-05,7.1078492927453e-07,2.34279018143083e-05,1.76866352709239e-06
"NMB",5.05043407382944e-06,8.99706479758044e-07,1.97529050680947e-05,1.18464154879088e-06,2.79415342739457e-06,5.89554509030796e-07
"NMBR",6.58752270499492e-07,1.79941295951609e-07,5.84240854126744e-06,2.36928309758177e-07,2.79415342739457e-06,1.96518169676932e-07
"NMD3",7.39998383861096e-05,0.000120740609583529,0.000126585518394128,0.000385008503357037,1.05318090724872e-05,1.27736810290006e-05
"NME1",4.5014738484132e-05,6.56785730223372e-05,2.78209930536545e-07,4.50163788540536e-06,5.37337197575878e-06,1.98483351373701e-05
"NME2",6.78514838614477e-05,8.99706479758044e-07,8.34629791609634e-07,4.02778126588901e-06,0.000108542113910327,6.50475141630645e-05
"NME3",8.5637795164934e-06,1.9793542554677e-06,1.30758667352176e-05,7.1078492927453e-07,8.81233004024441e-06,1.96518169676932e-07
"NME4",6.34598020581178e-05,3.54484353024669e-05,1.5857966040583e-05,2.60621140733994e-06,4.44915199592827e-05,5.69902692063103e-06
"NME5",2.85459317216447e-06,1.565489274779e-05,5.84240854126744e-06,8.29249084153619e-06,2.14934879030351e-07,1.12015356715851e-05
"NME6",2.19584090166497e-07,1.79941295951609e-07,1.39104965268272e-06,2.36928309758177e-07,5.80324173381949e-06,5.89554509030796e-07
"NME7",0.000438509428062495,0.000916800902873447,0.0007970714509872,0.00049636480894338,0.000663074101808634,8.82366581849425e-05
"NME9",3.71097112381381e-05,2.93304312401122e-05,1.08501872909252e-05,1.49264835147651e-05,3.22402318545527e-06,1.94552987980163e-05
"NMI",4.61126589349645e-06,1.85339534830157e-05,2.86556228452641e-05,2.36928309758177e-07,4.08376270157668e-06,1.27736810290006e-05
"NMNAT1",1.99821522051513e-05,4.85841499069344e-06,3.25505618727757e-05,3.10376085783212e-05,4.08376270157668e-06,1.12015356715851e-05
"NMNAT2",8.10265292714376e-05,0.000319755682906009,7.5116681244867e-06,7.1078492927453e-07,5.5668133668861e-05,4.85399879102022e-05
"NMNAT3",6.03856247957868e-05,1.9793542554677e-06,1.47451263184369e-05,4.50163788540536e-06,1.09616788305479e-05,4.89330242495561e-05
"NMRAL1",3.44747021561401e-05,1.79941295951609e-07,2.1978584512387e-05,2.15604761879941e-05,1.69798554433978e-05,6.09206325998489e-06
"NMRK1",2.19584090166497e-07,7.01771054211274e-06,2.5038893748289e-06,7.1078492927453e-07,4.44915199592827e-05,5.30599058127716e-06
"NMRK2",1.60296385821543e-05,8.99706479758044e-07,8.34629791609634e-07,4.02778126588901e-06,1.13915485886086e-05,1.96518169676932e-07
"NMT1",1.97625681149848e-06,4.37257349162409e-05,5.84240854126744e-06,8.29249084153619e-06,0.000256417310683209,3.04603162999245e-05
"NMT2",1.29554613198233e-05,7.21564596765951e-05,2.97684625674103e-05,4.14624542076809e-05,1.50454415321246e-06,1.96518169676932e-07
"NMU",9.44211587715939e-06,1.79941295951609e-07,2.69863632620448e-05,2.36928309758177e-07,6.66298124994089e-06,1.08084993322313e-05
"NMUR1",4.2818897582467e-05,1.9793542554677e-06,2.1978584512387e-05,9.24020408056889e-06,2.29980320562476e-05,7.66420861740035e-06
"NMUR2",2.41542499183147e-06,3.05900203117735e-06,8.62450784663288e-06,1.65849816830724e-06,9.67206955636581e-06,3.34080888450784e-06
"NNAT",0.00016929933351837,0.000101666832212659,5.70330357599916e-05,8.76634746105254e-06,6.66298124994089e-06,2.55473620580012e-06
"NNMT",0.000157441792649379,7.37759313401596e-06,8.34629791609634e-07,5.85212925102697e-05,1.05318090724872e-05,3.39976433541092e-05
"NNT",5.07239248284609e-05,5.84809211842728e-05,2.03093249291678e-05,1.0661773939118e-05,2.14934879030351e-07,6.58335868417722e-05
"NOA1",9.0029476968264e-06,1.31357146044674e-05,2.78209930536545e-07,1.77696232318633e-05,9.24219979830511e-06,1.00224266535235e-05
"NOB1",2.19584090166497e-07,8.99706479758044e-07,3.06030923590199e-06,2.36928309758177e-07,5.82473522172252e-05,5.89554509030796e-07
"NOBOX",2.85459317216447e-06,8.99706479758044e-07,4.72956881912126e-06,2.36928309758177e-07,2.79415342739457e-06,2.55473620580012e-06
"NOC2L",1.60296385821543e-05,7.73747572591918e-06,4.64610583996029e-05,4.00408843491319e-05,1.65499856853371e-05,1.76866352709239e-06
"NOC3L",2.19584090166497e-07,5.39823887854826e-07,3.08813022895564e-05,4.02778126588901e-06,6.44804637091054e-07,8.84331763546194e-06
"NOC4L",1.99821522051513e-05,8.81712350162883e-06,8.34629791609634e-07,4.97549450492171e-06,1.07467439515176e-06,5.69902692063103e-06
"NOCT",1.03204522378254e-05,3.77876721498378e-06,1.30758667352176e-05,2.36928309758177e-07,1.50454415321246e-06,1.96518169676932e-07
"NOD1",1.51513022214883e-05,5.39823887854826e-07,1.47451263184369e-05,3.55392464637265e-06,2.14934879030351e-07,7.27117227804648e-06
"NOD2",2.19584090166497e-07,1.79941295951609e-07,2.5038893748289e-06,2.36928309758177e-07,7.0928510080016e-06,1.37562718773852e-06
"NODAL",2.26171612871492e-05,1.25958907166126e-06,2.78209930536545e-07,5.44935112443807e-06,1.56902461692157e-05,1.76866352709239e-06
"NOG",6.58752270499492e-07,1.79941295951609e-07,2.36478440956063e-05,2.36928309758177e-07,0.000132614820361727,8.84331763546194e-06
"NOL10",3.62313748774721e-05,2.60914879129833e-05,1.69708057627292e-05,2.53513291441249e-05,9.60758909265671e-05,2.14204804947856e-05
"NOL11",3.29376135249746e-06,7.73747572591918e-06,8.34629791609634e-07,9.24020408056889e-06,4.08376270157668e-06,3.34080888450784e-06
"NOL12",0.000138118392714727,1.60147753396932e-05,2.8099202984191e-05,1.65849816830724e-06,9.30668026201421e-05,6.09206325998489e-06
"NOL3",7.04864929434457e-05,6.24396296952082e-05,1.94746951375581e-06,4.14624542076809e-05,7.37226635074105e-05,2.65299529063858e-05
"NOL4",9.44211587715939e-06,5.52419778571439e-05,5.84240854126744e-06,1.96650497099287e-05,8.83382352814744e-05,1.55249354044776e-05
"NOL4L",8.54182110747675e-05,6.06402167356921e-05,0.000101546624645839,0.000143341627403697,1.99889437498227e-05,6.22962597875874e-05
"NOL6",7.18039974844447e-05,8.45724090972561e-06,9.15310671465232e-05,2.29820460465431e-05,4.36317804431613e-05,1.4345826386416e-05
"NOL7",3.40355339758071e-05,1.63746579315964e-05,5.64766158989185e-05,1.72957666123469e-05,4.57811292334648e-05,6.70126958598338e-05
"NOL8",2.85459317216447e-06,1.2415949420661e-05,8.62450784663288e-06,1.01879173196016e-05,2.14934879030351e-07,2.55473620580012e-06
"NOL9",4.0183888500469e-05,5.92006863680793e-05,2.97684625674103e-05,3.10376085783212e-05,5.00798268140719e-05,5.24703513037408e-05
"NOLC1",2.19584090166497e-07,8.97907066798528e-05,8.20719295082806e-05,2.13235478782359e-06,7.8881100604139e-05,3.79280067476479e-05
"NOM1",2.19584090166497e-07,6.29794535830631e-06,4.17314895804817e-06,1.65849816830724e-06,6.23311149188019e-06,1.31667173683544e-05
"NOMO1",2.19584090166497e-07,3.86873786295959e-05,1.39104965268272e-06,1.01879173196016e-05,2.90162086690974e-05,2.77090619244474e-05
"NOMO2",2.56913385494802e-05,0.000344947464339234,2.78209930536545e-07,0.000113488660374167,0.000370762666327356,0.000103172039080389
"NOMO3",8.12461133616041e-06,5.39823887854826e-07,8.34629791609634e-07,9.24020408056889e-06,7.952590524123e-06,2.94777254515398e-06
"NONO",0.000157880960829712,0.000157448633957658,0.000343589264212633,0.000132916781774337,4.01928223786757e-05,0.000332312224923692
"NOP10",1.25162931394904e-05,4.49853239879022e-06,2.64299434009717e-05,1.2083343797667e-05,6.44804637091054e-07,2.94777254515398e-06
"NOP14",1.69079749428203e-05,8.45724090972561e-06,2.78209930536545e-07,7.34477760250348e-06,2.51473808465511e-05,5.2077314964387e-05
"NOP16",1.69079749428203e-05,8.09735831782239e-06,5.28598868019435e-06,4.05147409686482e-05,5.22291756043754e-05,2.84951346031551e-05
"NOP2",8.12461133616041e-06,1.79941295951609e-07,9.73734756877906e-06,2.36928309758177e-07,1.50454415321246e-06,1.04154629928774e-05
"NOP53",0.000368681687389549,4.138649806887e-06,0.000678554020578632,0.00171986260053461,0.000865542757855225,0.00146622206395959
"NOP56",3.31571976151411e-05,5.57818017449987e-06,2.25350043734601e-05,1.25572004171834e-05,1.44006368950335e-05,3.79280067476479e-05
"NOP58",2.19584090166497e-07,5.21829758259665e-06,1.08501872909252e-05,7.81863422201983e-06,7.5227207660623e-06,1.96518169676932e-07
"NOP9",0.000113524974616079,7.37759313401596e-06,2.64299434009717e-05,2.36928309758177e-07,4.94350221769808e-06,5.40424966611563e-05
"NOPCHAP1",1.69079749428203e-05,4.85841499069344e-06,3.4219821455995e-05,2.60621140733994e-06,6.44804637091054e-07,5.89554509030796e-07
"NORAD",2.56913385494802e-05,0.000265413411528623,0.00017555046616856,0.000191201145974849,2.64369901207332e-05,4.51991790256944e-06
"NOS1",4.4575570303799e-05,8.81712350162883e-06,2.64299434009717e-05,2.48774725246086e-05,1.09616788305479e-05,8.84331763546194e-06
"NOS1AP",7.70740156484406e-05,9.17700609353205e-06,1.02937674298521e-05,2.15604761879941e-05,1.50454415321246e-06,1.37562718773852e-06
"NOS2",1.95429840248183e-05,1.9793542554677e-06,7.5116681244867e-06,2.36928309758177e-07,1.35408973789121e-05,4.9129542419233e-06
"NOS3",1.03204522378254e-05,3.05900203117735e-06,2.8099202984191e-05,2.36928309758177e-07,1.56902461692157e-05,1.76866352709239e-06
"NOSIP",5.48960225416244e-06,1.79941295951609e-07,3.61672909697508e-06,6.65768550420477e-05,5.26590453624361e-05,1.31667173683544e-05
"NOSTRIN",1.09792045083249e-06,3.05900203117735e-06,8.34629791609634e-07,1.58741967537978e-05,2.14934879030351e-07,1.76866352709239e-06
"NOTCH1",4.89672521071289e-05,7.73747572591918e-06,6.37100740928687e-05,1.44526268952488e-05,5.52382639108003e-05,1.67040444225392e-05
"NOTCH2",1.97625681149848e-06,9.87877714774332e-05,0.00015218083200349,8.36356933446364e-05,5.48083941527396e-05,4.22514064805404e-05
"NOTCH2NLA",5.05043407382944e-06,8.76314111284335e-05,0.000301857774632151,4.97549450492171e-06,2.98759481852188e-05,2.25995895128472e-05
"NOTCH3",3.9744720320136e-05,7.37759313401596e-06,2.5038893748289e-06,2.13235478782359e-06,1.93441391127316e-06,9.62939031416967e-06
"NOTCH4",4.61126589349645e-06,1.61947166356448e-06,5.87022953432109e-05,2.44036159050922e-05,4.14824316528578e-05,1.08084993322313e-05
"NOTUM",1.38337976804893e-05,1.79941295951609e-07,1.97529050680947e-05,1.18464154879088e-06,2.79415342739457e-06,1.76866352709239e-06
"NOVA1",6.58752270499492e-07,5.45222126733374e-05,0.000163865649086025,0.00024427308736068,6.44804637091054e-07,1.96518169676932e-07
"NOVA2",0.000201797778863011,0.000153489925446722,9.98773650626195e-05,2.0138906329445e-05,0.000246100436489752,0.00016330659900153
"NOX1",2.78871794511452e-05,3.77876721498378e-06,1.75272256238023e-05,5.44935112443807e-06,2.14934879030351e-07,7.66420861740035e-06
"NOX3",1.53708863116548e-06,8.99706479758044e-07,3.06030923590199e-06,7.1078492927453e-07,2.14934879030351e-07,2.16169986644625e-06
"NOX4",3.29376135249746e-06,1.79941295951609e-07,1.41887064573638e-05,2.36928309758177e-07,2.14934879030351e-07,5.89554509030796e-07
"NOX5",2.85459317216447e-06,1.9793542554677e-06,2.78209930536545e-07,4.50163788540536e-06,1.01019393144265e-05,5.89554509030796e-07
"NOXA1",8.54182110747675e-05,4.49853239879022e-06,1.02937674298521e-05,7.34477760250348e-06,3.15954272174617e-05,3.67488977295863e-05
"NOXO1",9.42015746814274e-05,3.05900203117735e-06,5.48073563156993e-05,1.30310570366997e-05,8.81233004024441e-06,1.74901171012469e-05
"NOXRED1",6.36793861482843e-06,1.79941295951609e-07,8.06808798555979e-06,3.55392464637265e-06,1.07467439515176e-06,6.09206325998489e-06
"NPAS1",8.41007065337685e-05,7.73747572591918e-06,2.42042639566794e-05,1.01879173196016e-05,6.98538356848642e-05,2.96742436212167e-05
"NPAS2",3.66705430578051e-05,7.82744637389498e-05,5.84240854126744e-06,0.000222001826243412,5.39486546366182e-05,2.55473620580012e-06
"NPAS3",0.000100349929206089,5.05635041624021e-05,0.000121021319783397,0.000126756645720625,6.64148776203786e-05,0.000223441158922672
"NPAT",3.31571976151411e-05,3.32891397510476e-05,2.53171036788256e-05,4.80964468809099e-05,2.3857771572369e-05,1.96518169676932e-07
"NPB",2.19584090166497e-07,5.39823887854826e-07,1.19630270130714e-05,2.86683254807394e-05,3.07356877013402e-05,1.96518169676932e-07
"NPC1",1.55904704018213e-05,4.85841499069344e-06,8.37411890914999e-05,1.01879173196016e-05,0.000137343387700395,5.75798237153411e-05
"NPC1L1",2.78871794511452e-05,8.09735831782239e-06,1.08501872909252e-05,1.63480533733142e-05,3.22402318545527e-06,1.96518169676932e-07
"NPC2",1.99821522051513e-05,3.29292571591444e-05,8.06808798555979e-06,1.30310570366997e-05,6.66298124994089e-06,2.25995895128472e-05
"NPDC1",0.000139435897255726,1.2415949420661e-05,3.36634015949219e-05,4.02778126588901e-06,7.07135752009856e-05,2.25995895128472e-05
"NPEPL1",6.52164747794497e-05,1.61947166356448e-06,4.0340439927799e-05,8.64788330617345e-05,1.07467439515176e-06,1.67040444225392e-05
