"","CDSeq_estimated_cell_type_1","CDSeq_estimated_cell_type_2","CDSeq_estimated_cell_type_3","CDSeq_estimated_cell_type_4","CDSeq_estimated_cell_type_5","CDSeq_estimated_cell_type_6"
"CCDC77",4.1062224861135e-05,1.25958907166126e-06,3.06030923590199e-06,3.55392464637265e-06,2.14934879030351e-07,5.69902692063103e-06
"CCDC78",2.92046839921442e-05,1.13363016449514e-05,5.28598868019435e-06,2.36928309758177e-07,1.26811578627907e-05,1.37562718773852e-06
"CCDC8",7.66348474681076e-05,7.73747572591918e-06,1.39104965268272e-06,8.76634746105254e-06,2.14934879030351e-07,1.12015356715851e-05
"CCDC80",1.64688067624873e-05,7.37759313401596e-06,3.75583406224335e-05,3.55392464637265e-06,2.14934879030351e-07,5.69902692063103e-06
"CCDC81",2.19584090166497e-07,8.99706479758044e-07,4.72956881912126e-06,2.36928309758177e-07,9.67206955636581e-06,2.16169986644625e-06
"CCDC82",6.58752270499492e-07,8.36727026174981e-05,0.000158301450475294,3.90931711100992e-05,6.44804637091054e-07,7.76246770223881e-05
"CCDC83",2.19584090166497e-07,2.33923684737091e-06,2.78209930536545e-07,7.1078492927453e-07,2.36428366933387e-06,1.96518169676932e-07
"CCDC85A",4.89672521071289e-05,1.96136012587254e-05,4.14532796499451e-05,2.60621140733994e-06,3.89032131044936e-05,2.92812072818629e-05
"CCDC85B",8.67357156157665e-05,7.01771054211274e-06,2.78209930536545e-07,1.82434798513796e-05,2.36428366933387e-06,3.12463889786322e-05
"CCDC85C",4.0623056680802e-05,3.04100790158219e-05,7.5116681244867e-06,4.97549450492171e-06,2.36428366933387e-06,1.19876083502929e-05
"CCDC86",3.9305552139803e-05,8.99706479758044e-07,5.84240854126744e-06,1.72957666123469e-05,2.79415342739457e-06,1.90622624586624e-05
"CCDC87",2.19584090166497e-07,1.9793542554677e-06,1.14066071519983e-05,2.36928309758177e-07,6.44804637091054e-07,1.96518169676932e-07
"CCDC88A",4.17209771316345e-06,0.000152770160262916,0.000216725535887968,2.58251857636413e-05,2.14934879030351e-07,0.000228943667673626
"CCDC88B",8.80532201567655e-05,4.49853239879022e-06,2.78209930536545e-07,1.30310570366997e-05,2.04188135078834e-05,1.19876083502929e-05
"CCDC88C",2.61305067298132e-05,1.61947166356448e-06,3.97840200667259e-05,4.50163788540536e-06,9.24219979830511e-06,1.96518169676932e-07
"CCDC89",2.19584090166497e-07,5.39823887854826e-07,4.17314895804817e-06,1.18464154879088e-06,2.36428366933387e-06,5.89554509030796e-07
"CCDC9",1.38337976804893e-05,8.99706479758044e-07,4.17314895804817e-06,1.16094871781507e-05,9.67206955636581e-06,2.22065531734933e-05
"CCDC90B",1.73471431231533e-05,3.32891397510476e-05,0.000102659464367985,1.2083343797667e-05,4.32019106851006e-05,3.12463889786322e-05
"CCDC91",5.05043407382944e-06,3.07699616077251e-05,2.78209930536545e-07,5.44935112443807e-06,2.64369901207332e-05,1.37562718773852e-06
"CCDC92",1.97625681149848e-06,0.000112823192561659,0.00044040632003935,0.000219158686526314,0.000214719944151321,1.76866352709239e-06
"CCDC93",9.42015746814274e-05,7.50355204118208e-05,3.61672909697508e-06,2.13235478782359e-06,2.14934879030351e-07,2.10274441554317e-05
"CCDC97",8.58573792551005e-05,1.79941295951609e-07,8.70797082579384e-05,5.44935112443807e-06,2.79415342739457e-06,3.63558613902324e-05
"CCDC9B",9.0029476968264e-06,2.33923684737091e-06,4.17314895804817e-06,5.92320774395442e-06,2.72967296368546e-05,5.30599058127716e-06
"CCER1",4.61126589349645e-06,4.49853239879022e-06,6.95524826341361e-06,8.76634746105254e-06,6.44804637091054e-07,2.55473620580012e-06
"CCHCR1",5.05043407382944e-06,2.33923684737091e-06,1.94746951375581e-06,1.68219099928306e-05,4.06226921367364e-05,1.96518169676932e-07
"CCIN",1.29554613198233e-05,1.9793542554677e-06,3.06030923590199e-06,1.35049136562161e-05,2.21382925401262e-05,1.96518169676932e-07
"CCK",3.73292953283046e-06,1.99734838506286e-05,2.5038893748289e-06,2.36928309758177e-07,6.08265707655894e-05,4.51991790256944e-06
"CCKBR",1.25162931394904e-05,1.81740708911125e-05,5.81458754821378e-05,2.60621140733994e-06,5.39486546366182e-05,1.35597537077083e-05
"CCL16",2.85459317216447e-06,8.99706479758044e-07,2.5038893748289e-06,1.65849816830724e-06,1.93441391127316e-06,1.96518169676932e-07
"CCL17",5.48960225416244e-06,5.39823887854826e-07,3.06030923590199e-06,6.87092098298713e-06,2.14934879030351e-07,3.73384522386171e-06
"CCL2",6.58752270499492e-07,9.17700609353205e-06,1.39104965268272e-06,1.2083343797667e-05,8.81233004024441e-06,1.96518169676932e-07
"CCL22",2.65696749101462e-05,1.79941295951609e-07,8.62450784663288e-06,6.87092098298713e-06,4.51363245963738e-06,1.19876083502929e-05
"CCL24",1.11987885984914e-05,1.79941295951609e-07,1.19630270130714e-05,9.71406070008525e-06,4.06226921367364e-05,6.87813593869262e-06
"CCL25",2.19584090166497e-07,1.79941295951609e-07,9.73734756877906e-06,1.65849816830724e-06,6.44804637091054e-07,1.96518169676932e-07
"CCL27",4.17209771316345e-06,8.09735831782239e-06,3.06030923590199e-06,1.0661773939118e-05,6.44804637091054e-07,1.37562718773852e-06
"CCL28",1.33946295001563e-05,9.89677127733848e-06,1.53015461795099e-05,1.30310570366997e-05,1.61201159272764e-05,1.96518169676932e-07
"CCL3",2.39346658281482e-05,1.25958907166126e-06,8.06808798555979e-06,7.81863422201983e-06,2.14934879030351e-07,1.76866352709239e-06
"CCL5",2.19584090166497e-07,1.79941295951609e-07,2.30914242345332e-05,4.97549450492171e-06,3.46045155238866e-05,1.76866352709239e-06
"CCM2",7.92698565501056e-05,6.65782795020952e-06,1.08501872909252e-05,4.43055939247791e-05,3.50343852819473e-05,1.19876083502929e-05
"CCM2L",2.19584090166497e-07,3.05900203117735e-06,2.78209930536545e-07,2.36928309758177e-07,1.18214183466693e-05,5.30599058127716e-06
"CCN1",2.96438521724772e-05,1.9793542554677e-06,2.5038893748289e-06,2.36928309758177e-07,1.48305066530942e-05,8.84331763546194e-06
"CCN2",9.88128405749238e-06,1.45752449720803e-05,3.31069817338488e-05,1.01879173196016e-05,9.67206955636581e-06,1.37562718773852e-06
"CCN3",6.58752270499492e-07,5.21829758259665e-06,1.08501872909252e-05,2.13235478782359e-06,1.05318090724872e-05,8.45028129610808e-06
"CCN4",1.73471431231533e-05,1.25958907166126e-06,7.5116681244867e-06,2.36928309758177e-07,3.22402318545527e-06,2.16169986644625e-06
"CCN5",3.73292953283046e-06,8.99706479758044e-07,3.06030923590199e-06,2.36928309758177e-07,5.80324173381949e-06,2.55473620580012e-06
"CCN6",1.97625681149848e-06,1.79941295951609e-07,2.78209930536545e-07,2.60621140733994e-06,1.07467439515176e-06,1.76866352709239e-06
"CCNA1",2.41542499183147e-06,1.79941295951609e-07,1.94746951375581e-06,7.1078492927453e-07,6.44804637091054e-07,2.94777254515398e-06
"CCNA2",6.58752270499492e-07,1.79941295951609e-07,3.06030923590199e-06,4.85703035004262e-05,4.94350221769808e-06,8.45028129610808e-06
"CCNB1",5.48960225416244e-06,5.57818017449987e-06,3.61672909697508e-06,2.36928309758177e-07,1.07467439515176e-06,9.8259084838466e-07
"CCNB1IP1",3.29376135249746e-06,1.13363016449514e-05,8.34629791609634e-07,8.29249084153619e-06,1.05318090724872e-05,9.8259084838466e-07
"CCNB2",1.82254794838193e-05,6.65782795020952e-06,7.5116681244867e-06,1.18464154879088e-06,1.50454415321246e-06,8.84331763546194e-06
"CCNB3",7.24627497549442e-06,1.79941295951609e-07,2.78209930536545e-07,2.36928309758177e-07,6.44804637091054e-07,1.96518169676932e-07
"CCNC",1.60296385821543e-05,5.23629171219181e-05,4.53482186774568e-05,6.32598587054332e-05,4.51363245963738e-06,7.13360955927263e-05
"CCND1",6.80710679516142e-06,5.39823887854826e-07,2.58735235398986e-05,1.68219099928306e-05,1.74097252014585e-05,4.50026608560174e-05
"CCND2",0.000722651240737943,0.000711307942896709,0.000738647365574526,0.00070296629505251,0.000280060147376548,1.37562718773852e-06
"CCND3",1.11987885984914e-05,1.02566538692417e-05,2.78209930536545e-07,3.05637519588048e-05,1.69798554433978e-05,1.96518169676932e-07
"CCNDBP1",2.52521703691472e-05,1.13363016449514e-05,2.47606838177525e-05,1.65849816830724e-06,9.24219979830511e-06,1.76866352709239e-06
"CCNE1",3.75488794184711e-05,7.01771054211274e-06,1.94746951375581e-06,2.13235478782359e-06,3.65389294351597e-06,2.94777254515398e-06
"CCNE2",1.09792045083249e-06,1.9793542554677e-06,3.06030923590199e-06,3.57761747734847e-05,1.93441391127316e-06,4.51991790256944e-06
"CCNF",2.87655158118112e-05,4.138649806887e-06,6.20408145096494e-05,3.0800680268563e-06,1.93441391127316e-06,9.8259084838466e-07
"CCNG1",6.58752270499492e-07,1.79941295951609e-07,6.39882840234052e-06,2.29820460465431e-05,2.36428366933387e-06,4.30374791592481e-05
"CCNG2",0.000181596042567693,1.67345405234996e-05,0.000118239220478031,0.000336675128166369,2.85863389110367e-05,0.000101992930062328
"CCNH",7.24627497549442e-06,3.25693745672412e-05,4.72956881912126e-06,1.82434798513796e-05,3.22402318545527e-06,5.4828569339864e-05
"CCNI",5.48960225416244e-06,0.000537124768415552,7.5116681244867e-06,0.000273178341151178,0.000365174359472567,0.000405810020382865
"CCNJ",5.86289520744548e-05,1.63746579315964e-05,1.64143859016561e-05,5.18872998370407e-05,3.80434735883722e-05,5.32564239824486e-05
"CCNJL",2.74480112708122e-05,4.49853239879022e-06,1.91964852070216e-05,7.1078492927453e-07,2.55772506046118e-05,2.65299529063858e-05
"CCNK",1.16379567788244e-05,3.25693745672412e-05,2.03093249291678e-05,3.38807482954193e-05,8.44694074589281e-05,0.000136973164264822
"CCNL1",0.000139875065436059,7.37759313401596e-06,3.86711803445797e-05,7.17892778567276e-05,2.14934879030351e-07,0.000101599893722974
"CCNL2",2.19584090166497e-07,8.09735831782239e-06,4.42353789553106e-05,3.6250031393001e-05,0.000168723880038826,2.84951346031551e-05
"CCNP",2.85459317216447e-06,1.25958907166126e-06,1.86400653459485e-05,4.50163788540536e-06,6.23311149188019e-06,1.96518169676932e-07
"CCNQ",9.68365837634254e-05,4.76844434271763e-05,0.000159970710058513,7.34477760250348e-06,3.46045155238866e-05,2.2992625852201e-05
"CCNT1",4.1062224861135e-05,5.57818017449987e-06,4.17314895804817e-06,5.92320774395442e-06,4.51363245963738e-06,2.53508438883242e-05
"CCNT2",3.14005248938091e-05,3.07699616077251e-05,3.70019207613604e-05,6.51552851834986e-05,6.44804637091054e-07,5.32564239824486e-05
"CCNY",0.00010781578827175,5.704139081666e-05,1.94746951375581e-06,2.44036159050922e-05,0.000343680871569532,0.000166057853377008
"CCNYL1",9.0029476968264e-06,5.39823887854826e-07,5.28598868019435e-06,9.71406070008525e-06,3.65389294351597e-06,9.8259084838466e-07
"CCP110",5.05043407382944e-06,6.29794535830631e-06,0.000405351868791745,0.000432394165308673,0.000375921103424085,0.000322879352779199
"CCPG1",1.03204522378254e-05,9.89677127733848e-06,0.000218951215332261,4.14624542076809e-05,3.07356877013402e-05,0.000153873726857038
"CCR1",1.82254794838193e-05,1.45752449720803e-05,0.000211161337277237,2.36928309758177e-07,1.07467439515176e-06,2.55473620580012e-06
"CCR10",7.24627497549442e-06,5.39823887854826e-07,2.8099202984191e-05,2.36928309758177e-07,2.79415342739457e-06,1.19876083502929e-05
"CCR3",1.97625681149848e-06,1.25958907166126e-06,3.06030923590199e-06,2.36928309758177e-07,4.08376270157668e-06,1.96518169676932e-07
"CCR6",1.09792045083249e-06,1.79941295951609e-07,1.25194468741445e-05,3.55392464637265e-06,7.5227207660623e-06,1.96518169676932e-07
"CCR8",2.19584090166497e-07,1.79941295951609e-07,9.73734756877906e-06,1.18464154879088e-06,2.79415342739457e-06,5.89554509030796e-07
"CCR9",3.73292953283046e-06,8.99706479758044e-07,2.78209930536545e-07,2.36928309758177e-07,6.23311149188019e-06,5.89554509030796e-07
"CCRL2",5.92877043449543e-06,8.99706479758044e-07,1.39104965268272e-06,6.87092098298713e-06,3.65389294351597e-06,1.96518169676932e-07
"CCS",1.51513022214883e-05,2.32124271777575e-05,3.14377221506295e-05,1.39787702757324e-05,5.37337197575878e-06,2.16169986644625e-06
"CCSAP",4.17209771316345e-06,0.00010742495368311,0.00039533631129243,0.000813374887399821,2.3857771572369e-05,1.00224266535235e-05
"CCSER1",4.61126589349645e-06,6.29794535830631e-06,1.25194468741445e-05,3.55392464637265e-06,1.50454415321246e-06,1.96518169676932e-07
"CCSER2",6.36793861482843e-06,0.000209631609783624,4.53482186774568e-05,5.70997226517206e-05,0.00014078234576488,1.70970807618931e-05
"CCT2",5.11630930087939e-05,9.89677127733848e-06,1.30758667352176e-05,0.000271282914673112,0.000240512129634963,0.000146799072748668
"CCT3",2.85459317216447e-06,6.81977511656597e-05,3.4219821455995e-05,3.0800680268563e-06,7.80213610880175e-05,5.89554509030796e-07
"CCT4",2.19584090166497e-07,2.86106660563058e-05,7.03871124257458e-05,4.19363108271973e-05,9.77953699588099e-05,2.0241371476724e-05
"CCT5",1.09792045083249e-06,9.89677127733848e-06,3.06030923590199e-06,2.0138906329445e-05,2.51473808465511e-05,3.79280067476479e-05
"CCT6A",3.44747021561401e-05,0.000127578378829691,0.00013604465603237,0.000125335075862076,6.16863102817109e-05,6.81918048778954e-05
"CCT6B",1.53708863116548e-06,8.99706479758044e-07,8.34629791609634e-07,7.1078492927453e-07,2.36428366933387e-06,1.76866352709239e-06
"CCT7",1.73471431231533e-05,1.45752449720803e-05,8.34629791609634e-07,3.00898953392884e-05,1.26811578627907e-05,1.31667173683544e-05
"CCT8",1.53708863116548e-06,6.71181033899501e-05,7.5116681244867e-06,4.71487336418772e-05,5.43785243946789e-05,4.3430515498602e-05
"CCZ1",3.18396930741421e-05,3.58083178943701e-05,5.20252570103338e-05,3.76716012515501e-05,5.37337197575878e-06,0.000114963129261005
"CCZ1B",2.19584090166497e-07,8.99706479758044e-07,4.72956881912126e-06,6.39706436347077e-06,2.79415342739457e-06,1.96518169676932e-07
"CD101",6.58752270499492e-07,2.33923684737091e-06,1.08501872909252e-05,2.60621140733994e-06,6.23311149188019e-06,1.96518169676932e-07
"CD109",4.89672521071289e-05,3.86873786295959e-05,1.69708057627292e-05,5.28350130760734e-05,3.03058179432795e-05,6.09206325998489e-06
"CD14",1.95429840248183e-05,7.01771054211274e-06,6.39882840234052e-06,1.16094871781507e-05,1.50454415321246e-06,1.47388627257699e-05
"CD151",1.53708863116548e-06,1.79941295951609e-07,1.47451263184369e-05,1.2083343797667e-05,5.86772219752859e-05,2.55473620580012e-06
"CD160",3.14005248938091e-05,4.138649806887e-06,5.84240854126744e-06,9.24020408056889e-06,3.63239945561294e-05,9.8259084838466e-07
"CD163",6.96081565827797e-05,1.38554797882739e-05,5.70330357599916e-05,5.47304395541388e-05,2.14934879030351e-07,3.04603162999245e-05
"CD163L1",3.73292953283046e-06,5.39823887854826e-07,1.39104965268272e-06,1.01879173196016e-05,2.14934879030351e-07,1.96518169676932e-07
"CD164",8.5637795164934e-06,6.96372815332726e-05,0.000245659368663769,0.000149975620076926,4.4061650201222e-05,0.000102385966401682
"CD177",2.56913385494802e-05,7.01771054211274e-06,1.53015461795099e-05,7.34477760250348e-06,1.93441391127316e-06,1.37562718773852e-06
"CD180",2.19584090166497e-07,1.79941295951609e-07,8.34629791609634e-07,7.1078492927453e-07,9.67206955636581e-06,1.96518169676932e-07
"CD19",4.61126589349645e-06,4.138649806887e-06,7.5116681244867e-06,2.36928309758177e-07,6.44804637091054e-07,9.8259084838466e-07
"CD2",3.29376135249746e-06,1.79941295951609e-07,1.94746951375581e-06,1.65849816830724e-06,6.44804637091054e-07,2.55473620580012e-06
"CD200",2.65696749101462e-05,6.74779859818533e-05,5.48073563156993e-05,2.36928309758177e-07,2.14934879030351e-07,9.2363539748158e-06
"CD200R1",4.61126589349645e-06,5.39823887854826e-07,1.39104965268272e-06,1.65849816830724e-06,3.22402318545527e-06,2.55473620580012e-06
"CD22",3.05221885331431e-05,3.41888462308057e-06,5.70330357599916e-05,8.55311198227018e-05,4.32019106851006e-05,7.01569865746647e-05
"CD226",1.42729658608223e-05,1.9793542554677e-06,4.17314895804817e-06,2.60621140733994e-06,4.94350221769808e-06,8.05724495675421e-06
"CD24",6.58752270499492e-07,0.000198835132026528,0.000448196198094373,0.00135214986378991,2.36428366933387e-06,9.37391669358966e-05
"CD244",9.0029476968264e-06,2.69911943927413e-06,9.18092770770597e-06,9.24020408056889e-06,6.44804637091054e-07,1.96518169676932e-07
"CD247",2.19584090166497e-07,1.9793542554677e-06,1.39104965268272e-06,3.55392464637265e-06,5.80324173381949e-06,9.8259084838466e-07
"CD248",6.80710679516142e-06,5.39823887854826e-07,3.61672909697508e-06,1.72957666123469e-05,1.225128810473e-05,1.96518169676932e-07
"CD27",1.09792045083249e-06,1.02566538692417e-05,3.92276002056528e-05,1.63480533733142e-05,1.26811578627907e-05,1.96518169676932e-07
"CD274",6.36793861482843e-06,1.38554797882739e-05,2.58735235398986e-05,1.82434798513796e-05,1.78395949595192e-05,3.73384522386171e-06
"CD276",2.74480112708122e-05,7.01771054211274e-06,4.31225392331644e-05,4.85703035004262e-05,6.44804637091054e-07,1.96518169676932e-07
"CD28",3.73292953283046e-06,1.61947166356448e-06,1.14066071519983e-05,1.18464154879088e-06,7.5227207660623e-06,1.37562718773852e-06
"CD2AP",1.33946295001563e-05,1.79941295951609e-07,2.08657447902408e-05,8.76634746105254e-06,4.66408687495863e-05,2.14204804947856e-05
"CD2BP2",5.07239248284609e-05,1.99734838506286e-05,2.75427831231179e-05,3.81454578710665e-05,0.000101664197781356,1.63110080831854e-05
"CD300A",3.66705430578051e-05,1.42153623801771e-05,4.20096995110182e-05,2.10866195684777e-05,2.04188135078834e-05,6.09206325998489e-06
"CD300LF",4.61126589349645e-06,1.25958907166126e-06,5.84240854126744e-06,7.1078492927453e-07,1.07467439515176e-06,9.8259084838466e-07
"CD300LG",4.5893074844798e-05,8.99706479758044e-07,9.73734756877906e-06,2.36928309758177e-07,1.31110276208514e-05,3.34080888450784e-06
"CD302",1.42729658608223e-05,4.85841499069344e-06,2.14221646513139e-05,9.71406070008525e-06,2.14934879030351e-07,1.47388627257699e-05
"CD320",3.71097112381381e-05,5.39823887854826e-07,8.34629791609634e-07,8.76634746105254e-06,3.65389294351597e-06,5.89554509030796e-07
"CD34",2.19584090166497e-07,1.79941295951609e-07,6.95524826341361e-06,4.02778126588901e-06,1.07467439515176e-06,9.8259084838466e-07
"CD36",2.12996567461503e-05,1.79941295951609e-07,2.8099202984191e-05,6.39706436347077e-06,2.64369901207332e-05,1.76866352709239e-06
"CD37",2.19584090166497e-07,1.79941295951609e-07,9.73734756877906e-06,7.1078492927453e-07,1.13915485886086e-05,1.96518169676932e-07
"CD38",1.11987885984914e-05,1.79941295951609e-07,2.25350043734601e-05,4.02778126588901e-06,1.50454415321246e-06,4.9129542419233e-06
"CD3D",2.30563294674822e-05,5.39823887854826e-07,3.08813022895564e-05,1.91911930904123e-05,4.08376270157668e-06,5.30599058127716e-06
"CD3E",1.09792045083249e-06,5.39823887854826e-07,2.78209930536545e-07,1.18464154879088e-06,4.51363245963738e-06,5.89554509030796e-07
"CD3G",2.19584090166497e-07,5.39823887854826e-07,3.06030923590199e-06,7.1078492927453e-07,3.22402318545527e-06,9.8259084838466e-07
"CD4",7.24627497549442e-06,1.9793542554677e-06,1.25194468741445e-05,3.55392464637265e-06,3.03058179432795e-05,1.39527900470622e-05
"CD40",3.05221885331431e-05,7.01771054211274e-06,1.19630270130714e-05,1.58741967537978e-05,2.36428366933387e-06,1.96518169676932e-07
"CD44",2.19584090166497e-07,0.00022366703086785,5.28598868019435e-06,0.000448505290372229,0.000394835372778756,5.30599058127716e-06
"CD46",9.28840701404284e-05,3.14897267915315e-05,0.000223402574220845,4.19363108271973e-05,0.000155827787297005,0.000318948989385661
"CD47",0.000106937451911084,0.000643290133027001,2.78209930536545e-07,0.000959796582830374,0.00016485505221628,0.000683686712306046
"CD5",1.77863113034863e-05,1.79941295951609e-07,1.94746951375581e-06,9.24020408056889e-06,1.31110276208514e-05,5.89554509030796e-07
"CD53",3.00830203528101e-05,1.16961842368546e-05,4.17314895804817e-06,7.1078492927453e-07,1.69798554433978e-05,1.94552987980163e-05
"CD55",1.16379567788244e-05,6.74779859818533e-05,0.000210604917416164,8.74265463007672e-05,3.22402318545527e-06,5.89554509030796e-07
"CD58",7.68544315582741e-06,8.99706479758044e-07,2.8099202984191e-05,2.36928309758177e-07,1.225128810473e-05,9.62939031416967e-06
"CD59",2.19584090166497e-07,0.000600823987182422,0.000562262269614357,0.000655580633100875,0.000489836589310171,0.000162913562662177
"CD5L",1.97625681149848e-06,1.61947166356448e-06,1.39104965268272e-06,1.18464154879088e-06,4.08376270157668e-06,1.96518169676932e-07
"CD6",2.39346658281482e-05,1.79941295951609e-07,2.75427831231179e-05,3.29330350563866e-05,5.05096965721326e-05,1.12015356715851e-05
"CD63",1.47121340411553e-05,1.06165364611449e-05,1.94746951375581e-06,4.05147409686482e-05,2.85863389110367e-05,0.000214401323117533
"CD63-AS1",4.98455884677949e-05,1.79941295951609e-07,5.84240854126744e-06,2.20343328075104e-05,2.85863389110367e-05,1.90622624586624e-05
"CD68",3.00830203528101e-05,1.61947166356448e-06,1.08501872909252e-05,1.58741967537978e-05,2.14934879030351e-07,1.96518169676932e-07
"CD69",6.36793861482843e-06,8.99706479758044e-07,8.34629791609634e-07,1.65849816830724e-06,1.93441391127316e-06,1.96518169676932e-07
"CD7",2.92046839921442e-05,5.39823887854826e-07,1.64143859016561e-05,2.60621140733994e-06,2.17084227820655e-05,1.96518169676932e-07
"CD70",1.99821522051513e-05,1.79941295951609e-07,1.39104965268272e-06,2.44036159050922e-05,2.51473808465511e-05,3.34080888450784e-06
"CD72",2.85459317216447e-06,2.33923684737091e-06,3.61672909697508e-06,4.97549450492171e-06,7.952590524123e-06,1.96518169676932e-07
"CD74",0.000140753401796725,4.94838563866924e-05,0.00034859704296229,2.36928309758177e-07,0.000323476992940679,0.000351571005552031
"CD79A",5.51156066317909e-05,2.33923684737091e-06,2.36478440956063e-05,2.13235478782359e-06,5.37337197575878e-06,1.96518169676932e-07
"CD79B",0.000138118392714727,1.85339534830157e-05,1.94746951375581e-06,3.10376085783212e-05,5.22291756043754e-05,5.89554509030796e-07
"CD80",2.19584090166497e-07,1.79941295951609e-07,8.62450784663288e-06,1.65849816830724e-06,9.67206955636581e-06,9.8259084838466e-07
"CD81",6.38989702384508e-05,0.000132976617708239,0.000305196293798589,2.48774725246086e-05,0.000471782059471621,2.92812072818629e-05
"CD81-AS1",8.5637795164934e-06,1.79941295951609e-07,2.78209930536545e-07,4.97549450492171e-06,1.07467439515176e-06,3.34080888450784e-06
"CD82",1.86646476641523e-05,1.09764190530481e-05,3.03248824284834e-05,7.1078492927453e-07,3.15954272174617e-05,7.66420861740035e-06
"CD83",6.58752270499492e-07,5.21829758259665e-06,2.8099202984191e-05,2.36928309758177e-07,7.952590524123e-06,8.45028129610808e-06
"CD84",4.2379729402134e-05,1.79941295951609e-07,1.14066071519983e-05,1.2083343797667e-05,3.46045155238866e-05,1.74901171012469e-05
"CD86",9.44211587715939e-06,9.89677127733848e-06,1.39104965268272e-06,2.06127629489614e-05,2.36428366933387e-06,1.96518169676932e-07
"CD8A",1.53708863116548e-06,1.79941295951609e-07,8.34629791609634e-07,2.13235478782359e-06,1.31110276208514e-05,1.96518169676932e-07
"CD8B",2.48130021888142e-05,5.39823887854826e-07,3.06030923590199e-06,1.18464154879088e-06,6.66298124994089e-06,6.09206325998489e-06
"CD9",4.98455884677949e-05,2.86106660563058e-05,0.000214499856443676,1.39787702757324e-05,6.66298124994089e-06,2.53508438883242e-05
"CD93",1.20771249591574e-05,1.27758320125642e-05,3.06030923590199e-06,2.60621140733994e-06,1.44006368950335e-05,9.8259084838466e-07
"CD96",6.80710679516142e-06,1.9793542554677e-06,8.34629791609634e-07,1.18464154879088e-06,2.14934879030351e-07,2.55473620580012e-06
"CD99",0.000140753401796725,1.79941295951609e-07,8.81925479800846e-05,7.81863422201983e-06,1.9559073991762e-05,0.00010120685738362
"CD99L2",0.000102106601927421,0.000159607929509077,2.47606838177525e-05,0.000138129204589017,5.26590453624361e-05,2.73160255850935e-05
"CDA",1.20771249591574e-05,1.79941295951609e-07,4.17314895804817e-06,9.71406070008525e-06,4.51363245963738e-06,1.96518169676932e-07
"CDADC1",4.61126589349645e-06,3.2209491975338e-05,6.92742727035996e-05,4.57271637833281e-05,1.69798554433978e-05,1.76866352709239e-06
"CDAN1",4.2818897582467e-05,3.77876721498378e-06,2.36478440956063e-05,1.16094871781507e-05,7.97408401202604e-05,1.76866352709239e-06
"CDC123",1.82254794838193e-05,1.88938360749189e-05,2.78209930536545e-07,2.60621140733994e-06,4.51363245963738e-06,4.12688156321557e-06
"CDC14A",3.14005248938091e-05,5.21829758259665e-06,3.06030923590199e-06,2.29820460465431e-05,5.00798268140719e-05,1.96518169676932e-07
"CDC14B",0.000122308338222739,0.000326233569560267,0.000266803323384546,0.000173194594433227,4.4061650201222e-05,0.000354322259927508
"CDC16",3.00830203528101e-05,3.58083178943701e-05,1.25194468741445e-05,2.13235478782359e-06,1.61201159272764e-05,2.37786985309088e-05
"CDC20",1.53708863116548e-06,2.33923684737091e-06,8.62450784663288e-06,4.97549450492171e-06,1.18214183466693e-05,3.34080888450784e-06
"CDC20B",8.5637795164934e-06,1.61947166356448e-06,2.25350043734601e-05,7.81863422201983e-06,2.14934879030351e-07,8.05724495675421e-06
"CDC23",1.97625681149848e-06,9.53688868543526e-06,4.17314895804817e-06,2.36928309758177e-07,4.08376270157668e-06,4.12688156321557e-06
"CDC25A",3.09613567134761e-05,9.89677127733848e-06,1.80836454848754e-05,2.60621140733994e-06,3.07356877013402e-05,1.96518169676932e-07
"CDC25B",3.9305552139803e-05,1.70944231154028e-05,8.09590897861345e-05,0.00010780238093997,1.56902461692157e-05,5.89554509030796e-07
"CDC25C",2.85459317216447e-06,8.99706479758044e-07,2.5038893748289e-06,3.0800680268563e-06,1.82694647175799e-05,3.73384522386171e-06
"CDC26",3.79880475988041e-05,3.41888462308057e-06,6.39882840234052e-06,6.87092098298713e-06,2.36428366933387e-06,3.04603162999245e-05
"CDC27",9.0029476968264e-06,0.000222947265684043,9.7095265757254e-05,9.40605389739962e-05,7.50122727815926e-05,0.000119679565333252
"CDC34",3.62313748774721e-05,2.17728968101447e-05,3.64455009002873e-05,9.92729617886761e-05,7.1573314717107e-05,2.22065531734933e-05
"CDC37",2.19584090166497e-07,8.45724090972561e-06,2.14221646513139e-05,2.36928309758177e-07,2.60071203626725e-05,6.48509959933876e-06
"CDC37L1",2.74480112708122e-05,5.16431519381117e-05,1.08501872909252e-05,4.14624542076809e-05,4.53512594754041e-05,7.8017713361742e-05
"CDC40",2.19584090166497e-07,1.20560668287578e-05,2.78209930536545e-07,1.82434798513796e-05,3.89032131044936e-05,1.39527900470622e-05
"CDC42",0.000986591317118073,0.000600823987182422,0.00159442111190494,0.000523374636255812,2.17084227820655e-05,0.00126891782160395
"CDC42BPA",0.00065765435004866,0.000220787970132624,9.76516856183271e-05,0.000115857943471748,1.52603764111549e-05,0.000700587274898263
"CDC42BPB",6.65339793204487e-05,1.79941295951609e-07,8.34629791609634e-07,2.53513291441249e-05,1.39707671369728e-05,3.34080888450784e-06
"CDC42BPG",2.74480112708122e-05,3.05900203117735e-06,2.78209930536545e-07,1.18464154879088e-06,1.78395949595192e-05,1.96518169676932e-07
