"","CDSeq_estimated_cell_type_1","CDSeq_estimated_cell_type_2","CDSeq_estimated_cell_type_3","CDSeq_estimated_cell_type_4","CDSeq_estimated_cell_type_5","CDSeq_estimated_cell_type_6"
"OXCT1",1.95415933042685e-07,4.39410183307542e-05,2.42771125579191e-07,9.13690655791906e-06,1.61117030997151e-05,1.78308805174094e-07
"OXER1",1.95415933042685e-07,6.09857549786268e-06,2.45198836834983e-05,3.67601124306976e-05,2.84713657515514e-05,1.78308805174094e-07
"OXLD1",2.4817823496421e-05,1.56373730714428e-07,2.06355456742313e-05,4.44096155954671e-05,2.58228666118722e-05,2.15753654260653e-05
"OXNAD1",1.03570444512623e-05,3.20566147964577e-05,1.48090386603307e-05,1.48740339314961e-06,6.62124784919799e-07,1.12334547259679e-05
"OXR1",0.000168253118349752,0.000415485002508235,1.28668696556971e-05,4.0372377814061e-06,0.000304356692801468,0.000146391529047931
"OXSM",1.95415933042685e-07,1.40736357642985e-06,4.61265138600463e-06,2.76232058727786e-06,2.20708261639933e-07,2.6746320776114e-06
"OXSR1",2.5404071295549e-06,4.69121192143283e-07,2.45198836834983e-05,2.33734818923511e-06,7.28337263411779e-06,1.72959541018871e-05
"OXT",7.23038952257933e-06,7.03681788214925e-06,2.18494013021272e-06,1.89112717129022e-05,5.07629001771846e-06,4.10110251900415e-06
"OXTR",1.1138708183433e-05,3.45585944878885e-05,8.98253164643008e-06,5.20591187602365e-05,5.07629001771846e-06,9.45036667422696e-06
"P2RX1",2.32544960320795e-05,3.28384834500298e-06,1.21385562789596e-06,2.48608852855007e-05,9.93187177379699e-06,6.24080818109328e-06
"P2RX2",6.74184968997262e-05,7.34956534357811e-06,6.06927813947978e-06,5.31215497553434e-06,1.9863743547594e-06,3.03124968795959e-06
"P2RX3",1.75874339738416e-06,2.97110088357413e-06,7.28313376737574e-07,6.58707216966258e-06,1.9863743547594e-06,1.78308805174094e-07
"P2RX4",9.77079665213423e-07,7.81868653572139e-07,6.55482039063816e-06,1.91237579119236e-06,3.310623924599e-06,1.78308805174094e-07
"P2RX6",8.40288512083544e-06,2.03285849928756e-06,8.49698939527169e-06,2.76232058727786e-06,6.62124784919799e-07,8.73713145353059e-06
"P2RX7",7.09359836944946e-05,2.2674190953592e-05,8.49698939527169e-06,6.52332630995617e-05,2.20708261639933e-07,9.09374906387877e-06
"P2RY1",6.83955765649396e-06,1.04770399578667e-05,1.48090386603307e-05,3.20854160522274e-05,0.000829200938981228,1.78308805174094e-07
"P2RY11",9.77079665213423e-07,1.09461611500099e-06,3.15602463252949e-06,2.52858576835435e-05,1.6553119622995e-05,2.54981591398954e-05
"P2RY12",3.71290272781101e-06,3.59659580643184e-06,2.18494013021272e-06,2.33734818923511e-06,0.00029596977885915,5.34926415522281e-07
"P2RY13",1.95415933042685e-07,1.72011103785871e-06,1.69939787905434e-06,4.88718257749159e-06,8.60762220395739e-06,1.78308805174094e-07
"P2RY14",8.01205325475007e-06,4.84758565214726e-06,2.6704823813711e-06,2.33734818923511e-06,2.42779087803926e-06,6.95404340178965e-06
"P2RY2",2.5404071295549e-06,1.56373730714428e-07,2.42771125579191e-07,4.46221017944884e-06,7.28337263411779e-06,1.78308805174094e-07
"P2RY4",1.95415933042685e-07,1.09461611500099e-06,1.69939787905434e-06,4.46221017944884e-06,3.310623924599e-06,5.34926415522281e-07
"P2RY6",1.19203719156038e-05,4.69121192143283e-07,2.93753061950821e-05,2.12486199021374e-07,1.9863743547594e-06,3.38786729830778e-06
"P2RY8",2.1691168567738e-05,7.81868653572139e-07,2.6704823813711e-06,6.37458597064121e-07,2.20708261639933e-07,8.91544025870468e-07
"P3H1",1.1138708183433e-05,1.09461611500099e-06,3.15602463252949e-06,1.21117133442183e-05,1.9863743547594e-06,1.78308805174094e-07
"P3H2",1.97370092373112e-05,4.53483819071841e-06,2.42771125579191e-07,3.1872929853206e-06,1.52288700531554e-05,5.5275729603969e-06
"P3H3",2.93123899564027e-06,9.5387975735801e-06,1.28668696556971e-05,5.88586771289205e-05,3.15612814145104e-05,2.31801446726322e-06
"P3H4",4.78769035954577e-05,7.66231280500696e-06,2.64620526881318e-05,9.98685135400456e-06,6.62124784919799e-07,3.74448490865597e-06
"P4HA1",0.000120571630687336,3.3620352103602e-05,0.000185719911068081,2.76232058727786e-06,9.02696790107326e-05,0.000184549613355187
"P4HA2",5.86247799128054e-07,6.41132295929154e-06,3.15602463252949e-06,4.18597812072106e-05,3.75204044787886e-06,8.91544025870468e-07
"P4HA3",1.95415933042685e-07,4.69121192143283e-07,1.62656654138058e-05,6.58707216966258e-06,2.49400335653124e-05,7.66727862248602e-06
"P4HB",3.57611157468113e-05,1.20407772650109e-05,1.72367499161226e-05,4.46221017944884e-06,3.310623924599e-06,6.8648889992026e-05
"P4HTM",1.95415933042685e-07,2.97110088357413e-06,4.61265138600463e-06,1.21117133442183e-05,5.95912306427819e-06,2.6746320776114e-06
"PA2G4",1.46561949782014e-05,1.45427569564418e-05,0.000248354861467513,0.000138753487960957,4.34795275430668e-05,5.50974207987949e-05
"PAAF1",6.05789392432323e-06,0.000101799298695092,0.000122113876166333,5.03592291680655e-05,3.310623924599e-06,8.91544025870468e-07
"PABIR2",6.4487257904086e-06,3.20566147964577e-05,0.000106576524129265,8.26571314193143e-05,6.62124784919799e-07,1.94356597639762e-05
"PABIR3",9.77079665213423e-07,1.56373730714428e-07,3.1803017450874e-05,9.13690655791906e-06,4.63487349443859e-06,3.03124968795959e-06
"PABPC1",3.71290272781101e-06,2.89291401821691e-05,3.15602463252949e-06,1.84862993148595e-05,1.34632039600359e-05,5.47408031884467e-05
"PABPC1L",1.95415933042685e-07,1.09461611500099e-06,9.95361614874684e-06,1.97612165089877e-05,2.49400335653124e-05,1.60477924656684e-06
"PABPC1L2B",5.86247799128054e-07,3.59659580643184e-06,3.86006089670914e-05,7.43701696574807e-06,2.20708261639933e-07,4.45772012935234e-06
"PABPC3",5.41302134528237e-05,8.02197238565015e-05,9.34668833479886e-05,1.80613269168168e-05,7.28337263411779e-06,4.08327163848674e-05
"PABPC4",1.54378587103721e-05,9.85154503500895e-06,2.42771125579191e-07,3.16604436541847e-05,3.59754466473091e-05,1.40863956087534e-05
"PABPC5",2.93123899564027e-06,7.81868653572139e-07,2.42771125579191e-07,2.76232058727786e-06,2.20708261639933e-07,1.78308805174094e-07
"PABPN1",0.00108514467618603,0.000123691620995112,3.76295244647746e-05,0.000228422663947977,0.000112781921698006,0.000723398822591298
"PACC1",2.14957526346953e-06,2.20486960307343e-05,3.64156688368787e-06,9.56187895596181e-06,2.20708261639933e-07,6.57959491092405e-05
"PACRG",4.00602662737504e-05,3.59659580643184e-06,1.28668696556971e-05,4.88718257749159e-06,1.10354130819966e-06,1.78308805174094e-07
"PACRG-AS1",1.95415933042685e-07,7.81868653572139e-07,5.09819363716302e-06,1.91237579119236e-06,6.62124784919799e-07,1.78308805174094e-07
"PACRG-AS2",1.58286905764575e-05,1.72011103785871e-06,2.42771125579191e-07,1.4236575334432e-05,2.20708261639933e-07,1.78308805174094e-07
"PACRG-AS3",1.54378587103721e-05,1.40736357642985e-06,2.42771125579191e-07,5.16341463621938e-05,2.00844518092339e-05,2.31801446726322e-06
"PACRGL",0.000105329187910007,4.33155234078965e-05,4.10283202228833e-05,6.90580146819464e-05,0.000167958987107989,0.000114652561726942
"PACS1",0.000114318320829971,1.73574841093015e-05,1.09247006510636e-05,2.12486199021374e-07,2.6264283135152e-05,1.87224245432798e-05
"PACS2",6.58551694353847e-05,4.64429980221851e-05,8.42415805759793e-05,1.21117133442183e-05,3.64168631705889e-05,4.86783038125275e-05
"PACSIN1",2.55994872285917e-05,0.000115560186997962,8.66692918317713e-05,9.6681220554725e-05,7.65857667890568e-05,3.22738937365109e-05
"PACSIN2",5.68660365154212e-05,4.69121192143283e-07,1.69939787905434e-06,9.98685135400456e-06,6.62124784919799e-07,6.24080818109328e-06
"PACSIN3",2.52086553625063e-05,2.65835342214527e-06,2.42771125579191e-07,8.71193415987632e-06,7.28337263411779e-06,1.26599251673606e-05
"PADI2",3.73244432111528e-05,8.27217035479323e-05,2.42771125579191e-07,4.0372377814061e-06,0.000303032443231628,0.000174207702655089
"PADI3",9.77079665213423e-07,1.72011103785871e-06,2.42771125579191e-07,6.37458597064121e-07,1.10354130819966e-06,3.74448490865597e-06
"PADI4",2.67719828268478e-05,1.72011103785871e-06,1.5294580911489e-05,3.61226538336335e-06,1.54495783147953e-06,3.38786729830778e-06
"PAF1",1.93461773712258e-05,2.45506757221652e-05,6.19066370226938e-05,1.48740339314961e-06,5.2749274531944e-05,0.000253376812152387
"PAFAH1B1",5.66706205823786e-06,0.000450199970726838,0.000162413883012479,1.06243099510687e-06,0.000409413825342076,0.00060678486400744
"PAFAH1B2",6.1946850774531e-05,7.49030170122109e-05,1.21385562789596e-06,0.000164251831843522,0.000182967148899504,0.000115722414557987
"PAFAH1B3",1.95415933042685e-07,2.34560596071642e-06,7.28313376737574e-07,2.40109404894152e-05,3.9506778833548e-05,1.78308805174094e-07
"PAFAH2",7.23038952257933e-06,1.40736357642985e-06,7.28313376737574e-07,5.73712737357709e-06,6.62124784919799e-07,1.60477924656684e-06
"PAG1",3.32207086172564e-06,1.09461611500099e-06,9.95361614874684e-06,4.22847536052533e-05,1.47874535298755e-05,8.73713145353059e-06
"PAGR1",8.3051771543141e-05,3.04928774893134e-05,4.61265138600463e-06,4.39846431974243e-05,1.10354130819966e-06,3.65533050606892e-05
"PAH",2.09095048355673e-05,7.81868653572139e-07,3.64156688368787e-06,2.12486199021374e-07,4.63487349443859e-06,5.34926415522281e-07
"PAICS",5.86247799128054e-07,0.000147147680602277,0.000120657249412858,3.29353608483129e-05,0.000116313253884245,7.25716837058561e-05
"PAIP1",0.000224142075199959,0.000370136620601051,0.00041732356487063,1.97612165089877e-05,0.000181201482806385,0.000163152556734296
"PAIP2",0.000249546146495508,0.000592187318215538,0.000329440417410962,0.000263270400587482,0.000513588124836124,0.000198101082548418
"PAIP2B",2.71628146929332e-05,2.20486960307343e-05,6.87042285389111e-05,7.43701696574807e-06,1.03732882970769e-05,2.6746320776114e-06
"PAK1",1.36791153129879e-06,0.000207820688119475,6.67620595342776e-05,0.000153627521892453,3.02370318446708e-05,1.78308805174094e-07
"PAK1IP1",1.50470268442867e-05,1.39172620335841e-05,4.12710913484625e-06,2.33734818923511e-06,5.51770654099833e-06,1.78308805174094e-07
"PAK2",0.000158091489831532,0.000104301278386523,4.10283202228833e-05,5.31215497553434e-06,0.000343642763373376,0.000222351080052095
"PAK3",0.000167471454617581,7.52157644736398e-05,2.42771125579191e-07,0.000100930944535152,7.43786841726574e-05,1.60477924656684e-06
"PAK4",9.75125505882997e-05,1.72011103785871e-06,1.91789189207561e-05,2.12486199021374e-07,6.62124784919799e-07,1.78308805174094e-07
"PAK5",3.32207086172564e-06,2.64271604907383e-05,3.64156688368787e-06,2.76232058727786e-06,3.15612814145104e-05,1.37297779984052e-05
"PAK6",1.15295400495184e-05,1.57937468021572e-05,2.59765104369735e-05,1.2536685742261e-05,2.80299492282715e-05,1.12334547259679e-05
"PAK6-AS1",1.15295400495184e-05,1.56373730714428e-07,7.28313376737574e-07,6.37458597064121e-07,2.20708261639933e-07,5.34926415522281e-07
"PALB2",2.5404071295549e-06,1.40736357642985e-06,3.64156688368787e-06,1.06243099510687e-06,2.86920740131913e-06,1.78308805174094e-07
"PALD1",1.70011861747136e-05,4.45665132536119e-05,2.42771125579191e-07,4.86593395758945e-05,0.000123817334780002,0.000137119471178878
"PALLD",9.77079665213423e-07,2.17359485693055e-05,0.00017698015054723,3.1872929853206e-06,0.000359533758211451,0.000280479750538849
"PALM",6.54643375692994e-05,4.69121192143283e-07,1.69939787905434e-06,0.000113255144078392,1.34632039600359e-05,3.58400698399928e-05
"PALM2AKAP2",0.00011861747135691,0.000262551493869524,1.69939787905434e-06,2.12486199021374e-07,0.000379397501759045,0.000287612102745813
"PALM3",1.75874339738416e-06,4.69121192143283e-07,7.52590489295493e-06,1.16867409461755e-05,1.54495783147953e-06,3.74448490865597e-06
"PALMD",2.14957526346953e-06,2.32996858764497e-05,6.06927813947978e-06,1.29616581403038e-05,1.21389543901963e-05,1.65827188811907e-05
"PALS1",0.000258144447549386,1.64192417250149e-05,0.000167754847775221,1.63614373246458e-05,1.16975378669165e-05,7.50680069782934e-05
"PALS2",1.36791153129879e-06,8.60055518929353e-06,2.84042216927654e-05,2.12486199021374e-07,2.20708261639933e-07,1.23033075570125e-05
"PAM",0.000100248373650897,0.00018436462851231,1.69939787905434e-06,7.84074074388868e-05,5.01007753922648e-05,2.44283063088508e-05
"PAM16",5.27623019215249e-06,1.20407772650109e-05,1.28668696556971e-05,2.12486199021374e-07,3.310623924599e-06,9.45036667422696e-06
"PAMR1",1.95415933042685e-07,1.56373730714428e-07,7.28313376737574e-07,1.06243099510687e-06,1.3021787436756e-05,5.5275729603969e-06
"PAN2",5.86247799128054e-07,1.56373730714428e-07,2.42771125579191e-07,7.43701696574807e-06,4.63487349443859e-06,1.78308805174094e-07
"PAN3",6.4487257904086e-06,0.000132135802453691,0.00050423562782798,6.37458597064121e-07,3.11198648912306e-05,5.34926415522281e-07
"PANK1",1.95415933042685e-07,1.54809993407284e-05,8.98253164643008e-06,1.38116029363893e-05,6.40053958755806e-06,1.3373160388057e-05
"PANK2",0.000136595737196837,0.000198438264276609,9.34668833479886e-05,6.37458597064121e-07,0.000232405799506849,3.97628635538229e-05
"PANK3",1.73920180407989e-05,5.5199926942193e-05,8.3756038324821e-05,0.000105605640913623,3.24441144610702e-05,2.08621302053689e-05
"PANK4",1.95415933042685e-07,2.97110088357413e-06,1.48090386603307e-05,1.91237579119236e-06,9.49045525051712e-06,1.01636018949233e-05
"PANTR1",9.77079665213423e-07,1.72011103785871e-06,7.28313376737574e-07,1.5936464926603e-05,2.20708261639933e-07,5.5275729603969e-06
"PANX1",2.1691168567738e-05,1.42300094950129e-05,4.73403694879423e-05,9.98685135400456e-06,1.16975378669165e-05,4.10110251900415e-06
"PANX2",7.2499311158836e-05,3.61223317950328e-05,2.20921724277064e-05,0.000101355916933195,3.02370318446708e-05,3.90496283331265e-05
"PAPLN",6.62460013014701e-05,2.51761706450229e-05,2.20921724277064e-05,3.20854160522274e-05,3.288553098435e-05,8.73713145353059e-06
"PAPOLA",0.000778732493175098,0.000156530104445142,0.00018620545331924,8.35070762153998e-05,6.40053958755806e-06,0.000182409907693098
"PAPOLG",1.23112037816891e-05,6.05166337864836e-05,0.00017406689704028,7.67075178467159e-05,5.51770654099833e-06,1.78308805174094e-07
"PAPPA",4.55319123989455e-05,4.83194827907582e-05,8.3756038324821e-05,0.000230972498336233,0.000134852747861999,3.65533050606892e-05
"PAPPA2",1.62195224425428e-05,1.11025348807244e-05,1.82078344184393e-05,4.78093947798091e-05,1.56702865764352e-05,3.03124968795959e-06
"PAPSS1",6.15560189084457e-05,4.61302505607562e-05,2.42771125579191e-07,2.12486199021374e-07,1.9863743547594e-06,7.50680069782934e-05
"PAPSS2",1.93461773712258e-05,4.84758565214726e-06,2.7918679441607e-05,1.33866305383465e-05,2.20708261639933e-07,2.05055125950208e-05
"PAQR3",1.30928675138599e-05,5.47308057500497e-06,1.62656654138058e-05,6.58707216966258e-06,2.86920740131913e-06,1.08768371156197e-05
"PAQR4",4.47502486667748e-05,3.23693622578866e-05,6.06927813947978e-06,1.2536685742261e-05,4.48037771129064e-05,2.01488949846726e-05
"PAQR5",9.77079665213423e-07,1.56373730714428e-07,1.69939787905434e-06,6.37458597064121e-07,1.56702865764352e-05,1.96139685691503e-06
"PAQR6",0.000133859914134239,0.000127757337993687,2.42771125579191e-07,2.78356920717999e-05,0.000307888024987707,8.1843741574909e-05
"PAQR7",5.66706205823786e-06,3.98753013321791e-05,3.15602463252949e-06,5.4608953148493e-05,0.000103512174709129,1.55128660501461e-05
"PAQR8",0.000297618466024009,0.000171854730055156,0.000235245220686236,2.2736023295287e-05,0.000245206878681966,5.58106560194913e-05
"PAQR9",1.46561949782014e-05,3.89370589478925e-05,3.61728977112995e-05,4.88718257749159e-06,3.86239457869883e-05,3.01341880744218e-05
"PARAIL",1.75874339738416e-06,1.56373730714428e-07,2.42771125579191e-07,2.12486199021374e-07,1.54495783147953e-06,4.10110251900415e-06
"PARD3",0.000165517295287154,1.76702315707303e-05,2.6704823813711e-06,0.000127704205611845,4.63487349443859e-06,9.09374906387877e-06
"PARD3-DT",5.86247799128054e-07,7.81868653572139e-07,2.42771125579191e-07,6.37458597064121e-07,1.54495783147953e-06,5.5275729603969e-06
"PARD3B",0.000101030037383068,4.22209072928955e-06,7.28313376737574e-07,1.21117133442183e-05,6.62124784919799e-07,1.78308805174094e-07
"PARD6A",5.66706205823786e-06,9.85154503500895e-06,3.66584399624579e-05,3.67601124306976e-05,2.36157839954728e-05,4.83216862021794e-05
"PARD6B",2.55994872285917e-05,5.78582803643383e-06,7.28313376737574e-07,6.37458597064121e-07,1.9863743547594e-06,1.37297779984052e-05
"PARD6G",4.08419300059211e-05,1.40736357642985e-06,3.13174751997157e-05,9.98685135400456e-06,1.83187857161144e-05,3.58400698399928e-05
"PARD6G-AS1",4.49456645998175e-06,4.84758565214726e-06,8.98253164643008e-06,2.33734818923511e-06,1.52288700531554e-05,1.78308805174094e-07
"PARG",1.95415933042685e-07,1.56373730714428e-07,3.64156688368787e-06,4.46221017944884e-06,3.310623924599e-06,1.60477924656684e-06
"PARK7",1.07478763173477e-05,0.000107741500462241,0.000295452459829876,6.58707216966258e-06,2.20708261639933e-07,5.36709503574022e-05
"PARL",5.10035585241407e-05,3.73733216407482e-05,2.88897639439238e-05,3.61226538336335e-06,9.04903872723725e-06,4.10110251900415e-06
"PARM1",1.95415933042685e-07,4.30027759464676e-05,4.92825384925758e-05,6.56582354976044e-05,7.72478915739766e-06,2.26452182571099e-05
"PARN",9.77079665213423e-07,7.81868653572139e-07,7.28313376737574e-07,2.12486199021374e-07,2.09672848557936e-05,8.3805138431824e-06
"PARP1",4.86585673276285e-05,4.69121192143283e-07,1.62656654138058e-05,6.73581250897754e-05,9.93187177379699e-06,2.58547767502436e-05
"PARP10",7.71892935518605e-05,2.34560596071642e-06,0.000261464502248789,4.18597812072106e-05,0.000348939761652734,1.44430132191016e-05
"PARP11",2.5404071295549e-06,8.60055518929353e-06,1.23813274045388e-05,1.5936464926603e-05,4.19345697115873e-06,1.97922773743244e-05
"PARP11-AS1",5.27623019215249e-06,4.69121192143283e-07,4.61265138600463e-06,2.33734818923511e-06,4.19345697115873e-06,1.78308805174094e-07
"PARP12",5.86247799128054e-07,1.56373730714428e-07,2.06355456742313e-05,7.11828766721601e-05,1.56702865764352e-05,4.10110251900415e-06
"PARP14",8.40288512083544e-06,7.81868653572139e-07,1.33524119068555e-05,5.73712737357709e-06,5.05421919155447e-05,2.58547767502436e-05
"PARP15",1.95415933042685e-07,7.81868653572139e-07,6.06927813947978e-06,3.1872929853206e-06,1.16975378669165e-05,3.03124968795959e-06
"PARP16",6.05789392432323e-06,1.56373730714428e-07,2.42771125579191e-07,1.38116029363893e-05,2.42779087803926e-06,5.34926415522281e-07
"PARP2",1.75874339738416e-06,1.57937468021572e-05,2.59765104369735e-05,6.37458597064121e-07,1.78773691928346e-05,1.08768371156197e-05
"PARP3",1.8564513639055e-05,1.56373730714428e-07,1.57801231626474e-05,1.89112717129022e-05,7.28337263411779e-06,3.74448490865597e-06
"PARP4",6.05789392432323e-06,4.69121192143283e-07,2.42771125579191e-07,1.48740339314961e-06,2.86920740131913e-06,1.60477924656684e-06
"PARP6",0.000104938356043922,0.000124004368456541,0.000126483756426759,1.55114925285603e-05,6.06947719509816e-05,9.50385931577919e-05
"PARP8",1.95415933042685e-07,2.73654028750249e-05,3.13174751997157e-05,9.98685135400456e-06,6.62124784919799e-07,1.08768371156197e-05
"PARP9",1.95415933042685e-07,4.69121192143283e-07,7.04036264179655e-06,1.80613269168168e-05,2.75885327049916e-05,1.24816163621866e-06
"PARPBP",3.32207086172564e-06,4.69121192143283e-07,7.28313376737574e-07,9.13690655791906e-06,5.51770654099833e-06,4.10110251900415e-06
"PARS2",1.95415933042685e-07,3.45585944878885e-05,2.1606630176548e-05,4.90843119739373e-05,1.16975378669165e-05,2.31801446726322e-06
"PART1",1.1138708183433e-05,4.14390386393234e-05,8.49698939527169e-06,6.1408511517177e-05,1.69945361462748e-05,1.78308805174094e-07
"PARTICL",6.05789392432323e-06,2.65835342214527e-06,2.42771125579191e-07,3.1872929853206e-06,1.10354130819966e-06,1.24816163621866e-06
"PARVA",0.000222578747735618,1.29790196492975e-05,0.000160471714007845,2.12486199021374e-07,2.84713657515514e-05,6.08033025643659e-05
"PARVB",0.000100248373650897,4.05007962550368e-05,7.98717003155539e-05,0.00010518066851558,0.000152950825316474,6.15165377850623e-05
"PARVG",3.49794520146406e-05,2.97110088357413e-06,1.96644611719145e-05,2.33734818923511e-06,2.6264283135152e-05,2.01488949846726e-05
"PASD1",9.96621258517692e-06,1.56373730714428e-07,2.18494013021272e-06,1.91237579119236e-06,2.20708261639933e-07,8.91544025870468e-07
"PASK",9.77079665213423e-07,7.81868653572139e-07,7.28313376737574e-07,5.31215497553434e-06,2.00844518092339e-05,2.58547767502436e-05
"PATE2",1.95415933042685e-07,1.09461611500099e-06,1.21385562789596e-06,2.12486199021374e-07,1.43460370065956e-05,5.34926415522281e-07
"PATJ",1.1138708183433e-05,2.048495872359e-05,6.43343482784857e-05,4.69594499837236e-05,3.37683640309098e-05,9.09374906387877e-06
"PATL1",0.00011939913508908,1.56373730714428e-07,1.33524119068555e-05,0.000103055806525366,0.000189146980225423,0.000239825342959156
"PATL2",6.05789392432323e-06,1.09461611500099e-06,4.12710913484625e-06,1.91237579119236e-06,1.54495783147953e-06,1.78308805174094e-07
"PATZ1",2.71628146929332e-05,2.23614434921632e-05,0.000129882552184867,0.000149802770310068,5.71634397647426e-05,7.82775654714271e-05
"PAWR",8.93050814005069e-05,1.09461611500099e-06,0.000112888573394324,5.73712737357709e-06,8.45312642080943e-05,3.58400698399928e-05
"PAX2",5.06127266580553e-05,1.40736357642985e-06,7.28313376737574e-07,2.48608852855007e-05,3.75204044787886e-06,1.78308805174094e-07
"PAX3",1.81736817729697e-05,7.66231280500696e-06,5.09819363716302e-06,2.31609956933297e-05,5.89291058578621e-05,2.31801446726322e-06
"PAX5",1.27020356477745e-05,7.81868653572139e-07,1.21385562789596e-06,3.03855264600564e-05,8.16620568067752e-06,8.73713145353059e-06
"PAX6",8.40288512083544e-06,5.47308057500497e-06,2.98608484462405e-05,4.86593395758945e-05,4.12724449266675e-05,1.15900723363161e-05
"PAX7",2.93123899564027e-06,1.09461611500099e-06,4.61265138600463e-06,5.73712737357709e-06,2.20708261639933e-07,3.38786729830778e-06
"PAX8",0.00010337502857958,1.54809993407284e-05,5.75367567622683e-05,6.1408511517177e-05,2.44986170420326e-05,9.45036667422696e-06
"PAX8-AS1",1.95415933042685e-07,5.78582803643383e-06,8.49698939527169e-06,1.33866305383465e-05,3.9506778833548e-05,1.65827188811907e-05
"PAX9",2.5404071295549e-06,1.72011103785871e-06,1.38379541580139e-05,2.33734818923511e-06,7.28337263411779e-06,3.03124968795959e-06
"PAXBP1",1.95415933042685e-07,2.61144130293094e-05,5.65656722599516e-05,1.48740339314961e-06,5.07629001771846e-06,4.04760987745192e-05
"PAXBP1-AS1",5.86247799128054e-07,3.14311198736e-05,6.06927813947978e-06,2.12486199021374e-07,1.56702865764352e-05,1.60477924656684e-06
"PAXIP1",2.4817823496421e-05,1.56373730714428e-07,2.42771125579191e-07,1.21117133442183e-05,3.11198648912306e-05,1.72959541018871e-05
"PAXIP1-DT",3.32207086172564e-06,4.92577251750448e-05,4.4427115980992e-05,5.71587875367495e-05,1.10354130819966e-06,1.87224245432798e-05
"PAXX",4.12327618720065e-05,4.69121192143283e-07,1.67512076649642e-05,4.88718257749159e-06,2.42779087803926e-06,4.68952157607866e-05
"PBDC1",5.86247799128054e-07,2.07977061850189e-05,1.48090386603307e-05,6.37458597064121e-07,2.20708261639933e-07,3.03124968795959e-06
"PBK",5.86247799128054e-07,1.09461611500099e-06,4.12710913484625e-06,1.48740339314961e-06,2.20708261639933e-07,1.96139685691503e-06
"PBLD",1.4265363112116e-05,7.81868653572139e-07,2.35487991811815e-05,1.06243099510687e-06,2.09672848557936e-05,5.17095535004871e-06
"PBRM1",0.00015652816236719,6.05166337864836e-05,0.000136194601449926,0.000335090735856706,9.82151764297702e-05,7.66727862248602e-06
"PBX1",1.75874339738416e-06,0.000508996493475462,2.42771125579191e-07,5.24840911582793e-05,0.000849064682528822,0.000596442953307343
"PBX2",9.55583912578728e-05,3.26821097193154e-05,7.06463975435446e-05,6.43833183034762e-05,5.89291058578621e-05,7.22150660955079e-05
"PBX3",5.80385321136774e-05,4.69121192143283e-07,4.61265138600463e-06,1.21117133442183e-05,2.20708261639933e-07,1.78308805174094e-07
"PBX4",1.46561949782014e-05,4.69121192143283e-07,5.5837358883214e-06,2.18860784992015e-05,2.20708261639933e-07,3.74448490865597e-06
"PBXIP1",0.000100248373650897,1.26662721878687e-05,0.000164356052017112,1.04118237520473e-05,9.24767616271319e-05,9.46819755474437e-05
"PC",9.57538071909155e-06,7.03681788214925e-06,2.6704823813711e-06,1.91237579119236e-06,5.95912306427819e-06,2.6746320776114e-06
"PCA3",9.96621258517692e-06,1.01642924964378e-05,6.55482039063816e-06,1.63614373246458e-05,2.42779087803926e-06,2.31801446726322e-06
"PCARE",3.71290272781101e-06,1.09461611500099e-06,7.28313376737574e-07,5.73712737357709e-06,2.20708261639933e-07,5.5275729603969e-06
"PCAT18",1.8564513639055e-05,9.5387975735801e-06,8.49698939527169e-06,4.0372377814061e-06,1.9863743547594e-06,1.78308805174094e-07
"PCAT19",1.75874339738416e-06,2.03285849928756e-06,1.43234964091723e-05,3.1872929853206e-06,6.40053958755806e-06,8.91544025870468e-07
"PCAT4",9.57538071909155e-06,1.72011103785871e-06,2.42771125579191e-07,4.46221017944884e-06,1.10354130819966e-06,1.24816163621866e-06
"PCAT6",5.86247799128054e-07,7.34956534357811e-06,2.45198836834983e-05,1.12617685481328e-05,4.96593588689849e-05,1.60477924656684e-06
"PCAT7",5.27623019215249e-06,1.56373730714428e-07,2.42771125579191e-07,2.12486199021374e-07,1.10354130819966e-06,5.34926415522281e-07
"PCBD1",3.32207086172564e-06,9.5387975735801e-06,5.09819363716302e-06,3.61226538336335e-06,1.83187857161144e-05,2.54981591398954e-05
"PCBD2",1.75874339738416e-06,1.56373730714428e-07,2.35487991811815e-05,3.03855264600564e-05,3.72996962171487e-05,1.15900723363161e-05
"PCBP1",2.63811509607624e-05,9.22605011215124e-06,1.69939787905434e-06,2.76232058727786e-06,2.36157839954728e-05,1.40863956087534e-05
"PCBP1-AS1",2.24728322999087e-05,6.20803710936278e-05,6.4819890529644e-05,0.00010518066851558,2.42779087803926e-06,1.78308805174094e-07
"PCBP2",0.0001455848701168,0.000101486551233664,0.000112888573394324,5.67338151387067e-05,0.000257125124810522,1.78308805174094e-07
"PCBP3",7.23038952257933e-06,1.56373730714428e-07,3.64156688368787e-06,1.63614373246458e-05,8.16620568067752e-06,8.02389623283421e-06
"PCBP4",1.81736817729697e-05,6.7240704207204e-06,2.64620526881318e-05,7.11828766721601e-05,6.2460438044101e-05,1.97922773743244e-05
"PCCA",9.96621258517692e-06,1.89212214164458e-05,2.1606630176548e-05,2.40109404894152e-05,3.75204044787886e-06,1.78308805174094e-07
"PCCA-DT",5.86247799128054e-07,4.69121192143283e-07,1.69939787905434e-06,1.06243099510687e-06,2.42779087803926e-06,4.81433773970053e-06
