"","CDSeq_estimated_cell_type_1","CDSeq_estimated_cell_type_2","CDSeq_estimated_cell_type_3","CDSeq_estimated_cell_type_4","CDSeq_estimated_cell_type_5","CDSeq_estimated_cell_type_6"
"CYP2D6",2.59903190946771e-05,4.22209072928955e-06,6.06927813947978e-06,3.25103884502702e-05,5.71634397647426e-05,6.59742579144146e-06
"CYP2E1",4.90493991937139e-05,3.11183724121711e-05,2.7918679441607e-05,4.46221017944884e-06,3.75204044787886e-06,3.65533050606892e-05
"CYP2F1",3.32207086172564e-06,5.47308057500497e-06,3.64156688368787e-06,6.37458597064121e-07,2.20708261639933e-07,1.60477924656684e-06
"CYP2J2",1.30928675138599e-05,8.28780772786467e-06,1.21385562789596e-06,4.46221017944884e-06,2.20708261639933e-07,4.10110251900415e-06
"CYP2R1",1.95415933042685e-07,3.59659580643184e-06,9.46807389758846e-06,3.54851952365694e-05,1.25803709134762e-05,2.6746320776114e-06
"CYP2S1",3.32207086172564e-06,5.47308057500497e-06,5.5837358883214e-06,2.31609956933297e-05,5.95912306427819e-06,1.96139685691503e-06
"CYP2U1",7.17176474266653e-05,2.65835342214527e-06,8.49698939527169e-06,6.37458597064121e-07,2.20708261639933e-07,8.91544025870468e-07
"CYP2W1",8.96959132665923e-05,1.07897874192955e-05,2.30632569300232e-05,0.000180400782969146,6.81988528467393e-05,3.03124968795959e-06
"CYP39A1",1.1138708183433e-05,1.72011103785871e-06,2.6704823813711e-06,3.1872929853206e-06,7.72478915739766e-06,1.55128660501461e-05
"CYP3A4",4.35777530685187e-05,8.60055518929353e-06,2.20921724277064e-05,7.54326006525876e-05,2.53814500885923e-05,1.78308805174094e-07
"CYP3A43",1.03570444512623e-05,4.69121192143283e-07,8.98253164643008e-06,1.08367961500901e-05,4.63487349443859e-06,1.01636018949233e-05
"CYP3A5",9.18454885300618e-06,2.20486960307343e-05,7.28313376737574e-07,1.50865201305175e-05,1.6553119622995e-05,1.58694836604943e-05
"CYP46A1",8.38334352753117e-05,8.9914895160796e-05,0.000104148812873473,5.84337047308777e-05,2.80299492282715e-05,6.22297730057587e-05
"CYP4B1",9.57538071909155e-06,7.81868653572139e-07,9.46807389758846e-06,2.76232058727786e-06,1.9863743547594e-06,1.24816163621866e-06
"CYP4F11",7.23038952257933e-06,3.28384834500298e-06,7.28313376737574e-07,2.33734818923511e-06,6.62124784919799e-07,1.78308805174094e-07
"CYP4F12",4.49456645998175e-06,4.22209072928955e-06,7.28313376737574e-07,3.61226538336335e-06,5.07629001771846e-06,8.91544025870468e-07
"CYP4F2",2.93123899564027e-06,1.56373730714428e-07,2.42771125579191e-07,6.58707216966258e-06,9.04903872723725e-06,1.24816163621866e-06
"CYP4F22",9.77079665213423e-07,2.97110088357413e-06,5.5837358883214e-06,6.37458597064121e-07,9.49045525051712e-06,1.44430132191016e-05
"CYP4F3",9.77079665213423e-07,6.41132295929154e-06,2.30632569300232e-05,8.71193415987632e-06,3.310623924599e-06,1.78308805174094e-07
"CYP4V2",2.79444784251039e-05,2.7052655413596e-05,2.64620526881318e-05,2.61358024796289e-05,4.65694432060259e-05,6.59742579144146e-06
"CYP4X1",1.95415933042685e-07,5.47308057500497e-06,2.42771125579191e-07,8.71193415987632e-06,1.21389543901963e-05,7.31066101213784e-06
"CYP4Z1",8.01205325475007e-06,4.69121192143283e-07,7.28313376737574e-07,2.12486199021374e-07,2.20708261639933e-07,1.78308805174094e-07
"CYP51A1",1.95415933042685e-07,0.000142769216142273,4.10283202228833e-05,9.13690655791906e-06,3.64168631705889e-05,0.000157446674968725
"CYP51A1-AS1",1.75874339738416e-06,1.56373730714428e-07,1.69939787905434e-06,3.61226538336335e-06,1.9863743547594e-06,1.78308805174094e-07
"CYP7B1",1.95415933042685e-07,3.26821097193154e-05,3.71439822136163e-05,5.37590083524075e-05,3.81825292637084e-05,1.78308805174094e-07
"CYP8B1",6.05789392432323e-06,4.69121192143283e-07,7.28313376737574e-07,3.1872929853206e-06,1.10354130819966e-06,5.34926415522281e-07
"CYREN",2.20820004338234e-05,3.9093432678607e-06,2.30632569300232e-05,4.01598916150396e-05,1.03732882970769e-05,1.05202195052715e-05
"CYRIA",2.52086553625063e-05,7.83432390879283e-05,2.06355456742313e-05,4.99342567700228e-05,8.71797633477735e-05,1.44430132191016e-05
"CYRIB",5.68660365154212e-05,0.000119313156535108,4.15138624740417e-05,4.05848640130823e-05,0.000106602090372088,1.94356597639762e-05
"CYS1",1.95415933042685e-07,1.56373730714428e-07,8.98253164643008e-06,2.12486199021374e-07,6.62124784919799e-07,2.31801446726322e-06
"CYSLTR1",1.23112037816891e-05,5.78582803643383e-06,6.55482039063816e-06,1.5936464926603e-05,6.62124784919799e-07,2.6746320776114e-06
"CYSLTR2",5.86247799128054e-07,4.69121192143283e-07,1.69939787905434e-06,1.04118237520473e-05,2.20708261639933e-07,5.34926415522281e-07
"CYSRT1",1.03570444512623e-05,4.22209072928955e-06,1.04391583999052e-05,2.4435912887458e-05,2.86920740131913e-06,2.31801446726322e-06
"CYSTM1",5.84293639797627e-05,3.28384834500298e-06,4.24849469763585e-05,5.31215497553434e-06,1.56702865764352e-05,5.34926415522281e-07
"CYTH1",1.23112037816891e-05,2.03285849928756e-06,2.11210879253896e-05,5.54588979445785e-05,2.40572005187527e-05,5.01047742539203e-05
"CYTH2",4.59227442650309e-05,1.56373730714428e-07,2.98608484462405e-05,9.71061929527677e-05,6.06947719509816e-05,1.19466899466643e-05
"CYTH3",0.000168643950215837,3.64350792564617e-05,3.86006089670914e-05,0.000116229950864691,9.02696790107326e-05,4.65385981504384e-05
"CYTH4",5.86247799128054e-07,7.81868653572139e-07,5.70512145111099e-05,5.92836495269632e-05,3.02370318446708e-05,2.30018358674581e-05
"CYTIP",1.75874339738416e-06,2.03285849928756e-06,1.21385562789596e-06,3.1872929853206e-06,2.20708261639933e-07,1.24816163621866e-06
"CYTL1",4.88539832606712e-06,4.69121192143283e-07,2.42771125579191e-07,3.1872929853206e-06,6.84195611083792e-06,1.78308805174094e-07
"CYTOR",3.06803014877015e-05,1.56373730714428e-07,4.05427779717249e-05,1.46615477324748e-05,5.76048562880225e-05,4.5825362929742e-05
"CYYR1",5.86247799128054e-07,2.65835342214527e-06,6.06927813947978e-06,2.76232058727786e-06,3.75204044787886e-06,1.15900723363161e-05
"CZIB",2.09095048355673e-05,4.76939878679005e-05,3.95716934694082e-05,3.33603332463556e-05,2.6264283135152e-05,8.91544025870468e-07
"D21S2088E",5.27623019215249e-06,4.69121192143283e-07,1.21385562789596e-06,1.91237579119236e-06,1.10354130819966e-06,7.31066101213784e-06
"D2HGDH",2.14957526346953e-06,1.04770399578667e-05,6.06927813947978e-06,5.50339255465358e-05,4.65694432060259e-05,1.60477924656684e-06
"DAAM1",1.73920180407989e-05,9.27296223136557e-05,4.19994047252001e-05,4.56845327895953e-05,9.11525120572923e-05,7.31066101213784e-06
"DAAM2",2.59903190946771e-05,6.58333406307741e-05,8.42415805759793e-05,8.30821038173571e-05,0.000161779155782071,5.34926415522281e-07
"DAAM2-AS1",2.13003367016526e-05,7.34956534357811e-06,3.64156688368787e-06,2.12486199021374e-07,1.16975378669165e-05,1.78308805174094e-07
"DAB1",1.73920180407989e-05,2.07977061850189e-05,4.61265138600463e-06,0.000120054702447076,6.62124784919799e-07,7.15018308748115e-05
"DAB1-AS1",1.36791153129879e-06,4.22209072928955e-06,2.6704823813711e-06,2.33734818923511e-06,2.20708261639933e-07,1.78308805174094e-07
"DAB2",0.000221406252137362,2.34560596071642e-06,0.000145905446473094,3.1872929853206e-06,9.82151764297702e-05,5.88419057074509e-06
"DAB2IP",8.03159484805434e-05,1.61064942635861e-05,4.00572357205666e-05,5.31215497553434e-06,8.32070146382548e-05,0.000192395200782847
"DACH1",3.71290272781101e-06,1.72011103785871e-06,4.61265138600463e-06,1.29616581403038e-05,2.14087013790735e-05,1.96139685691503e-06
"DACH2",1.95415933042685e-07,4.69121192143283e-07,4.61265138600463e-06,1.91237579119236e-06,5.95912306427819e-06,1.24816163621866e-06
"DACT1",1.75874339738416e-06,1.56373730714428e-07,7.28313376737574e-07,1.91237579119236e-06,5.07629001771846e-06,5.17095535004871e-06
"DACT2",2.911697402336e-05,5.47308057500497e-06,2.18494013021272e-06,4.46221017944884e-06,1.25803709134762e-05,1.78308805174094e-07
"DACT3",1.75874339738416e-06,2.67399079521672e-05,0.000152217495738153,6.37458597064121e-07,5.51770654099833e-06,5.93768321229732e-05
"DACT3-AS1",5.27623019215249e-06,1.56373730714428e-07,7.28313376737574e-07,6.37458597064121e-07,1.9863743547594e-06,1.60477924656684e-06
"DAD1",1.95415933042685e-07,1.09461611500099e-06,2.42771125579191e-07,3.63351400326549e-05,6.62124784919799e-07,1.78308805174094e-07
"DAG1",6.27285145067018e-05,1.76702315707303e-05,9.58945946037805e-05,2.12486199021374e-07,0.000104836424278968,8.50533000680426e-05
"DAGLA",2.01278411033965e-05,2.97110088357413e-06,1.43234964091723e-05,2.52858576835435e-05,2.89127822748312e-05,4.10110251900415e-06
"DAGLB",1.4265363112116e-05,1.56373730714428e-07,6.04500102692186e-05,2.01861889070305e-05,1.43460370065956e-05,2.87077176330291e-05
"DALRD3",6.83955765649396e-06,2.34560596071642e-06,0.000149304242231203,4.69594499837236e-05,7.17301850329782e-05,6.24080818109328e-06
"DANCR",8.01205325475007e-06,2.03285849928756e-06,3.64156688368787e-06,1.21117133442183e-05,2.20708261639933e-07,1.60477924656684e-06
"DAND5",1.95415933042685e-07,1.09461611500099e-06,3.64156688368787e-06,1.04118237520473e-05,2.42779087803926e-06,2.6746320776114e-06
"DANT2",1.95415933042685e-07,3.5809584333604e-05,1.67512076649642e-05,2.12486199021374e-07,4.12724449266675e-05,5.17095535004871e-06
"DAO",4.49456645998175e-06,1.40736357642985e-06,2.42771125579191e-07,2.12486199021374e-07,5.07629001771846e-06,2.31801446726322e-06
"DAOA-AS1",2.14957526346953e-06,1.09461611500099e-06,2.18494013021272e-06,6.37458597064121e-07,2.20708261639933e-07,1.78308805174094e-07
"DAP",1.36791153129879e-06,1.56373730714428e-07,3.64156688368787e-06,9.98685135400456e-06,6.62124784919799e-07,5.88419057074509e-06
"DAP3",4.04510981398357e-05,0.000118062166689393,0.000180378946305339,0.000227572719151891,0.000187822730655583,0.000165292262396385
"DAPK1",2.32544960320795e-05,0.000201878486352326,3.95716934694082e-05,8.30821038173571e-05,6.2460438044101e-05,2.12187478157171e-05
"DAPK2",5.86247799128054e-07,0.000124942610840828,8.08427848178707e-05,0.000158302218270923,2.14087013790735e-05,8.02389623283421e-06
"DAPK3",2.67719828268478e-05,7.81868653572139e-07,2.88897639439238e-05,4.48345879935098e-05,3.42097805541896e-05,2.76378648019845e-05
"DAPL1",8.79371698692081e-06,3.59659580643184e-06,6.06927813947978e-06,2.12486199021374e-07,6.62124784919799e-07,6.95404340178965e-06
"DAPP1",2.44269916303356e-05,3.29948571807443e-05,0.00015901508725437,9.6681220554725e-05,1.92016187626742e-05,0.000103954033416497
"DARS1",1.81736817729697e-05,4.23772810236099e-05,1.48090386603307e-05,1.08367961500901e-05,4.52451936361863e-05,0.000106806974299282
"DARS2",1.95415933042685e-07,4.22209072928955e-06,3.64156688368787e-06,3.61226538336335e-06,1.9863743547594e-06,1.78308805174094e-07
"DAW1",1.03570444512623e-05,2.97110088357413e-06,1.7722292167281e-05,1.91237579119236e-06,2.86920740131913e-06,1.15900723363161e-05
"DAXX",1.4265363112116e-05,5.78582803643383e-06,2.42771125579191e-07,2.12486199021374e-07,1.34632039600359e-05,3.03124968795959e-06
"DAZAP1",0.000400016414938376,0.000108366995385098,0.0003721681355129,0.000222898022773421,5.95912306427819e-06,1.78308805174094e-07
"DAZAP2",2.14957526346953e-06,0.000631280750894145,0.00237988534405281,0.00058624942309997,0.00159903135558131,0.000704854706853192
"DAZL",1.95415933042685e-07,4.69121192143283e-07,2.6704823813711e-06,6.37458597064121e-07,1.9863743547594e-06,5.34926415522281e-07
"DBF4",1.95415933042685e-07,2.03285849928756e-06,7.28313376737574e-07,2.76232058727786e-06,2.20708261639933e-07,1.78308805174094e-07
"DBF4B",3.14619652198722e-05,1.56373730714428e-07,7.28313376737574e-07,4.99342567700228e-05,1.10354130819966e-06,1.12334547259679e-05
"DBH",1.54378587103721e-05,4.69121192143283e-07,7.04036264179655e-06,7.86198936379082e-06,1.21389543901963e-05,2.31801446726322e-06
"DBH-AS1",7.13268155605799e-05,1.36045145721552e-05,4.12710913484625e-06,4.10098364111251e-05,1.9863743547594e-06,2.01488949846726e-05
"DBI",3.32207086172564e-06,3.28384834500298e-06,0.000303706678099568,4.88718257749159e-06,0.0011871897393612,0.000731957645239654
"DBN1",5.66706205823786e-06,6.73970779379184e-05,2.42771125579191e-07,0.000137478570766829,8.2324181591695e-05,0.000115722414557987
"DBNDD1",9.77079665213423e-07,1.56373730714428e-07,2.42771125579191e-07,1.4236575334432e-05,2.80299492282715e-05,1.87224245432798e-05
"DBNDD2",1.95415933042685e-07,3.11183724121711e-05,7.01608552923863e-05,6.37458597064121e-07,9.04903872723725e-06,0.000267284898955966
"DBNL",2.93123899564027e-06,2.03285849928756e-06,2.54909681858151e-05,1.21117133442183e-05,1.39046204833158e-05,1.62261012708425e-05
"DBP",4.24052574702626e-05,2.07977061850189e-05,1.96644611719145e-05,6.37458597064121e-07,2.18501179023534e-05,2.30018358674581e-05
"DBR1",5.64752046493359e-05,6.1767623632199e-05,5.99644680180602e-05,0.000104330723719494,8.76211798710534e-05,6.25863906161068e-05
"DBT",0.000216325437878252,0.000156530104445142,0.000233788593932761,0.000439633945775222,2.93541987981111e-05,0.0001328400598547
"DCAF1",3.9669434407665e-05,2.36124333378786e-05,2.42771125579191e-07,0.000140028405155085,6.62124784919799e-07,7.89908006921235e-05
"DCAF10",3.69336113450674e-05,8.49109357779343e-05,6.19066370226938e-05,9.98685135400456e-06,7.28337263411779e-06,5.3314332747054e-05
"DCAF11",4.47502486667748e-05,3.9093432678607e-06,1.1410242902222e-05,6.37458597064121e-07,1.39046204833158e-05,1.24816163621866e-06
"DCAF12",1.95415933042685e-07,2.97110088357413e-06,2.6704823813711e-06,6.77830974878182e-05,1.83187857161144e-05,1.83658069329316e-05
"DCAF12L2",5.86247799128054e-07,1.56373730714428e-07,3.15602463252949e-06,2.12486199021374e-07,4.19345697115873e-06,5.34926415522281e-07
"DCAF13",2.5404071295549e-06,3.59659580643184e-06,4.68548272367839e-05,2.48608852855007e-05,2.86920740131913e-06,1.78308805174094e-07
"DCAF15",1.66103543086282e-05,3.9093432678607e-06,2.35487991811815e-05,3.42102780424411e-05,2.75885327049916e-05,2.05055125950208e-05
"DCAF16",4.78769035954577e-05,0.000161221316366575,0.000126483756426759,2.12486199021374e-07,8.62969303012138e-05,1.78308805174094e-07
"DCAF17",1.8564513639055e-05,4.69121192143283e-07,2.42771125579191e-07,1.04118237520473e-05,1.54495783147953e-06,4.33290396573047e-05
"DCAF4",2.75536465590185e-05,3.28384834500298e-06,8.49698939527169e-06,2.33734818923511e-06,4.63487349443859e-06,2.31801446726322e-06
"DCAF4L1",9.77079665213423e-07,1.56373730714428e-07,2.18494013021272e-06,1.48740339314961e-06,4.19345697115873e-06,6.24080818109328e-06
"DCAF5",0.000230395385057325,4.01880487936079e-05,0.00010803315088274,6.37458597064121e-07,1.08147048203567e-05,0.000153880498865243
"DCAF6",8.03159484805434e-05,6.73970779379184e-05,2.93753061950821e-05,8.69068553997418e-05,8.60762220395739e-06,2.58547767502436e-05
"DCAF7",2.87261421572747e-05,5.23851997893333e-05,1.67512076649642e-05,0.000111130282088178,0.000159572073165672,8.79062409508281e-05
"DCAF8",0.000295664306693582,0.000243161151260935,4.61265138600463e-06,0.000524203452985729,0.000282285866637474,0.000123211384375299
"DCAF8L2",3.71290272781101e-06,7.81868653572139e-07,2.42771125579191e-07,2.12486199021374e-07,1.9863743547594e-06,1.24816163621866e-06
"DCAKD",2.24728322999087e-05,2.67399079521672e-05,1.69939787905434e-06,9.37064137684257e-05,8.27655981149749e-05,2.26452182571099e-05
"DCBLD1",3.92786025415796e-05,5.16033311357612e-06,2.18494013021272e-06,1.48740339314961e-06,2.20708261639933e-07,5.17095535004871e-06
"DCBLD2",2.55994872285917e-05,1.20407772650109e-05,6.33632637761689e-05,5.75837599347922e-05,2.67056996584319e-05,1.62261012708425e-05
"DCC",1.15295400495184e-05,6.41132295929154e-06,3.64156688368787e-06,2.12486199021374e-07,9.49045525051712e-06,6.59742579144146e-06
"DCDC1",9.77079665213423e-07,4.69121192143283e-07,4.12710913484625e-06,4.88718257749159e-06,6.62124784919799e-07,5.34926415522281e-07
"DCDC2",1.95415933042685e-07,4.53483819071841e-06,1.21385562789596e-06,1.21117133442183e-05,1.54495783147953e-06,5.34926415522281e-07
"DCDC2B",7.52351342214336e-05,4.22209072928955e-06,4.61265138600463e-06,1.33866305383465e-05,4.19345697115873e-06,3.38786729830778e-06
"DCHS1",1.34836993799452e-05,1.98594638007323e-05,0.000226019917914227,7.01204456770533e-06,1.92016187626742e-05,2.94209528537254e-05
"DCHS2",1.95415933042685e-07,4.69121192143283e-07,2.20921724277064e-05,2.12486199021374e-07,6.62124784919799e-07,3.38786729830778e-06
"DCK",1.77828499068843e-05,1.89212214164458e-05,7.52590489295493e-06,1.08367961500901e-05,5.45149406250635e-05,8.91544025870468e-07
"DCLK1",3.38069564163845e-05,0.00052338287670119,0.000116287369152433,7.67075178467159e-05,0.000853037431238341,2.31801446726322e-06
"DCLK2",0.0001295607636073,2.29869384150209e-05,3.66584399624579e-05,4.56845327895953e-05,2.20708261639933e-07,4.79650685918312e-05
"DCLK3",1.95415933042685e-07,3.28384834500298e-06,7.28313376737574e-07,4.0372377814061e-06,5.51770654099833e-06,1.78308805174094e-07
"DCLRE1A",1.95415933042685e-07,1.40736357642985e-06,2.18494013021272e-06,4.88718257749159e-06,6.84195611083792e-06,8.91544025870468e-07
"DCLRE1B",1.81736817729697e-05,4.22209072928955e-06,1.09247006510636e-05,2.12486199021374e-07,1.9863743547594e-06,1.78308805174094e-07
"DCLRE1C",0.000239775349843374,9.11658850065114e-05,6.14210947715354e-05,3.71850848287404e-05,2.14087013790735e-05,2.30018358674581e-05
"DCN",1.1138708183433e-05,1.72011103785871e-06,0.00025223919947678,4.46221017944884e-06,7.52615172192172e-05,0.000174564320265438
"DCP1A",4.49456645998175e-06,4.69121192143283e-07,2.42771125579191e-07,9.41313861664685e-05,2.20708261639933e-07,2.01488949846726e-05
"DCP1B",2.52086553625063e-05,1.56373730714428e-07,2.42771125579191e-07,6.37458597064121e-07,2.20708261639933e-07,1.60477924656684e-06
"DCP2",5.86247799128054e-07,9.30423697750845e-05,8.61837495806129e-05,5.71587875367495e-05,3.64168631705889e-05,6.61525667195887e-05
"DCPS",1.66103543086282e-05,4.69121192143283e-07,7.04036264179655e-06,4.0372377814061e-06,3.75204044787886e-06,1.78308805174094e-07
"DCST1",3.32207086172564e-06,2.03285849928756e-06,1.21385562789596e-06,1.48740339314961e-06,2.42779087803926e-06,7.66727862248602e-06
"DCST2",1.95415933042685e-07,2.65835342214527e-06,2.6704823813711e-06,1.48740339314961e-06,2.20708261639933e-07,4.45772012935234e-06
"DCT",2.01278411033965e-05,1.56373730714428e-07,1.04391583999052e-05,4.0372377814061e-06,8.60762220395739e-06,2.31801446726322e-06
"DCTD",1.03570444512623e-05,1.57937468021572e-05,1.62656654138058e-05,2.40109404894152e-05,2.6264283135152e-05,1.05202195052715e-05
"DCTN1",6.89818243640677e-05,3.33076046421731e-05,2.42771125579191e-07,0.000237347084306874,0.000136618413955119,0.000151740793203154
"DCTN1-AS1",1.95415933042685e-07,1.11025348807244e-05,6.55482039063816e-06,2.76232058727786e-06,5.95912306427819e-06,1.78308805174094e-07
"DCTN2",3.32207086172564e-06,4.48792607150408e-05,1.48090386603307e-05,0.000129829067602059,0.000129114333059361,5.93768321229732e-05
"DCTN3",5.86247799128054e-07,1.54809993407284e-05,3.08319329485573e-05,2.1036133703116e-05,1.56702865764352e-05,3.03124968795959e-06
"DCTN4",3.77152750772381e-05,0.000122440631149397,0.000112888573394324,2.76232058727786e-06,7.52615172192172e-05,1.78308805174094e-07
"DCTN5",6.39010101049579e-05,2.39251807993075e-05,5.94789257669018e-05,1.16867409461755e-05,0.000123375918256723,7.64944774196861e-05
"DCTN6",3.32207086172564e-06,4.92577251750448e-05,6.28777215250105e-05,1.91237579119236e-06,6.42261041372205e-05,3.37003641779037e-05
"DCTPP1",3.18527970859576e-05,3.9093432678607e-06,1.91789189207561e-05,2.12486199021374e-07,1.10354130819966e-06,1.15900723363161e-05
"DCUN1D1",0.000514139319835303,0.000339487369381023,0.000127940383180234,0.000441333835367393,0.000423980570610311,0.000384968710370868
"DCUN1D2",2.44269916303356e-05,7.34956534357811e-06,3.61728977112995e-05,2.91106092659282e-05,5.14250249621044e-05,3.69099226710374e-05
"DCUN1D3",3.32207086172564e-06,7.81868653572139e-07,1.43234964091723e-05,1.91237579119236e-06,1.3021787436756e-05,3.38786729830778e-06
"DCUN1D4",1.30928675138599e-05,0.000106490510616525,0.000162899425263637,9.71061929527677e-05,6.42261041372205e-05,3.65533050606892e-05
"DCUN1D5",2.14957526346953e-06,0.000148398670447992,0.000123570502919808,6.58707216966258e-06,0.000115430420837685,0.000131770207023655
"DCX",1.38745312460306e-05,4.69121192143283e-07,4.61265138600463e-06,1.21117133442183e-05,3.15612814145104e-05,4.10110251900415e-06
"DCXR",9.77079665213423e-07,2.03285849928756e-06,1.82078344184393e-05,1.16867409461755e-05,5.07629001771846e-06,1.05202195052715e-05
"DDA1",9.28225681952752e-05,2.20486960307343e-05,8.98253164643008e-06,1.04118237520473e-05,1.3021787436756e-05,1.55128660501461e-05
"DDAH1",7.64076298196897e-05,0.000506494513784032,0.000119686164910541,0.000126429288417717,0.0019217068340989,0.000251950341710994
"DDAH2",2.09095048355673e-05,1.56373730714428e-07,2.6704823813711e-06,0.000129829067602059,4.83351092991453e-05,7.31066101213784e-06
"DDB1",1.95415933042685e-07,1.72011103785871e-06,1.21385562789596e-06,2.12486199021374e-07,2.42779087803926e-06,2.30018358674581e-05
"DDB2",5.86247799128054e-07,7.81868653572139e-07,2.88897639439238e-05,2.12486199021374e-07,2.20708261639933e-07,8.91544025870468e-07
"DDHD1",3.71290272781101e-06,8.36599459322189e-05,0.000138622312705718,4.44096155954671e-05,2.20708261639933e-07,8.96893290025691e-05
"DDHD1-DT",5.86247799128054e-07,2.34560596071642e-06,7.28313376737574e-07,2.76232058727786e-06,2.42779087803926e-06,1.78308805174094e-07
"DDHD2",3.32207086172564e-06,1.39172620335841e-05,7.28313376737574e-07,1.16867409461755e-05,2.44986170420326e-05,1.78308805174094e-07
"DDI2",3.32207086172564e-06,4.92577251750448e-05,1.23813274045388e-05,0.000118354812854905,9.33595946736917e-05,3.049080568477e-05
"DDIAS",5.86247799128054e-07,1.56373730714428e-07,2.42771125579191e-07,9.56187895596181e-06,2.42779087803926e-06,1.60477924656684e-06
"DDIT3",2.93123899564027e-06,3.9093432678607e-06,3.64156688368787e-06,2.86856368678854e-05,1.92016187626742e-05,1.78308805174094e-07
"DDIT4",0.000239775349843374,0.000108679742846527,0.000297394628834509,2.12486199021374e-07,6.62124784919799e-07,0.000577898837569237
"DDIT4L",2.14957526346953e-06,1.56373730714428e-07,5.09819363716302e-06,1.12617685481328e-05,4.63487349443859e-06,1.78308805174094e-07
"DDN",4.2796089336348e-05,5.48871794807642e-05,4.29704892275168e-05,3.80350296248259e-05,1.25803709134762e-05,9.78915340405774e-05
"DDO",5.27623019215249e-06,2.03285849928756e-06,1.96644611719145e-05,2.12486199021374e-07,3.42097805541896e-05,2.6746320776114e-06
"DDOST",2.93123899564027e-06,0.000316969552158145,0.000271660889523115,0.000231397470734276,0.000333048766814659,1.3373160388057e-05
"DDR1",6.66368331675555e-05,5.33234421736199e-05,5.5837358883214e-06,7.11828766721601e-05,0.000269043370939078,0.000135336383127137
"DDR2",0.000102984196713495,1.56373730714428e-07,3.56873554601411e-05,1.91237579119236e-06,5.05421919155447e-05,3.08474232951182e-05
"DDRGK1",0.000603248985302768,8.36599459322189e-05,5.55945877576348e-05,1.7636354518774e-05,4.19345697115873e-06,0.000133196677465048
"DDT",7.23038952257933e-06,7.34956534357811e-06,4.97680807437342e-05,2.12486199021374e-07,3.24441144610702e-05,2.51415415295472e-05
"DDX1",1.8564513639055e-05,3.29948571807443e-05,1.1410242902222e-05,4.0372377814061e-06,1.25803709134762e-05,2.44283063088508e-05
"DDX10",1.95415933042685e-07,9.22605011215124e-06,2.42771125579191e-07,9.98685135400456e-06,1.10354130819966e-06,9.80698428457515e-06
"DDX11",3.26344608181283e-05,8.91330265072238e-06,1.86933766695977e-05,3.80350296248259e-05,9.49045525051712e-06,1.94356597639762e-05
"DDX11-AS1",5.86247799128054e-07,2.65835342214527e-06,2.42771125579191e-07,6.37458597064121e-07,1.9863743547594e-06,5.34926415522281e-07
"DDX17",0.000667736243206854,0.000754815998158543,0.000406641635345145,0.000480856268385368,0.000276106035311556,0.00080363778491964
"DDX18",0.000144021542652459,0.000154028124753711,2.42771125579191e-07,0.000195699789298685,0.000356443842548492,0.000138189324009923
"DDX19A",6.5073505703214e-05,3.59659580643184e-06,7.50162778039701e-05,2.12486199021374e-07,4.21552779732272e-05,1.78308805174094e-07
"DDX19A-DT",4.10373459389638e-06,1.40736357642985e-06,1.69939787905434e-06,3.1872929853206e-06,6.84195611083792e-06,1.78308805174094e-07
"DDX19B",9.77079665213423e-07,1.09461611500099e-06,3.15602463252949e-06,3.25103884502702e-05,8.16620568067752e-06,9.147241705431e-05
"DDX20",5.86247799128054e-07,2.34560596071642e-06,4.68548272367839e-05,1.48740339314961e-06,2.20708261639933e-07,3.74448490865597e-06
"DDX21",1.95415933042685e-07,3.28384834500298e-06,4.12710913484625e-06,1.48740339314961e-06,6.62124784919799e-07,1.65827188811907e-05
"DDX23",8.79371698692081e-06,1.20407772650109e-05,1.23813274045388e-05,3.80350296248259e-05,1.47874535298755e-05,5.34926415522281e-07
"DDX24",0.000364450715124607,0.000453640192802555,1.82078344184393e-05,0.000246696477063815,0.00023108154993701,0.000631748096731814
"DDX25",1.95415933042685e-07,3.9093432678607e-06,2.40343414323399e-05,7.01204456770533e-06,8.16620568067752e-06,5.34926415522281e-07
"DDX27",0.000161218144760215,8.5536430700792e-05,0.000127940383180234,2.06111613050732e-05,3.99481953568279e-05,0.000113582708895898
"DDX28",3.81061069433235e-05,1.76702315707303e-05,2.35487991811815e-05,4.0372377814061e-06,5.01007753922648e-05,3.76231578917337e-05
"DDX31",4.16235937380918e-05,1.07897874192955e-05,3.15602463252949e-06,1.06243099510687e-06,2.20708261639933e-07,8.02389623283421e-06
"DDX39A",2.5404071295549e-06,1.40736357642985e-06,2.42771125579191e-07,2.33734818923511e-06,9.49045525051712e-06,1.60477924656684e-06
"DDX39B",2.59903190946771e-05,4.69121192143283e-07,1.18957851533804e-05,4.90843119739373e-05,2.05258683325138e-05,5.11746270849649e-05
"DDX3X",0.00255037334214008,0.000822369449827176,1.09247006510636e-05,1.06243099510687e-06,7.72478915739766e-06,0.000875317924599625
"DDX3Y",6.05789392432323e-06,1.56373730714428e-07,1.04391583999052e-05,6.58707216966258e-06,2.42779087803926e-06,7.93474183024717e-05
"DDX4",1.36791153129879e-06,4.69121192143283e-07,2.6704823813711e-06,3.61226538336335e-06,6.62124784919799e-07,2.6746320776114e-06
"DDX41",1.95415933042685e-07,2.97110088357413e-06,2.6704823813711e-06,3.42102780424411e-05,3.75204044787886e-06,1.23033075570125e-05
