"","CDSeq_estimated_cell_type_1","CDSeq_estimated_cell_type_2","CDSeq_estimated_cell_type_3","CDSeq_estimated_cell_type_4","CDSeq_estimated_cell_type_5","CDSeq_estimated_cell_type_6"
"ARID3B",4.62643064905837e-06,8.74539020765055e-06,8.80932686352275e-06,1.87532690357615e-06,5.08645274176758e-07,1.35081176918794e-05
"ARID4A",1.32823331537482e-05,1.94342004614457e-07,3.77219893899564e-05,4.92699522848642e-05,1.71243908972842e-05,8.35671687717961e-05
"ARID4B",7.26797330997235e-05,0.000133512957170132,0.000149758556679887,5.60893228433229e-05,7.78227269490439e-05,1.60265803123993e-06
"ARID5A",1.94011607863738e-06,4.4698661061325e-06,5.19524404771854e-06,2.30153756347982e-05,5.93419486539551e-06,2.81609911203587e-05
"ARID5B",1.94011607863738e-06,2.39040665675782e-05,3.18491048142745e-05,9.2913923859e-05,5.51032380358154e-05,1.07607039240395e-05
"ARIH1",0.000518309472392894,0.000125350592976324,0.000329559176766146,0.000320680900511521,0.000195489333708601,0.0004398151540017
"ARIH2",1.26853743603213e-05,0.000123795856939409,6.34723294525613e-05,1.21043827412642e-05,1.881987514454e-05,6.5251076986197e-05
"ARK2C",1.68640859143096e-05,1.14661782722529e-05,2.93644228784092e-06,2.23334385789523e-05,3.5605169192373e-06,1.67134337543592e-05
"ARK2N",1.35808125504617e-05,5.69422073520358e-05,2.41691788306906e-05,5.81351340108605e-05,8.47742123627929e-07,3.89216950443982e-06
"ARL1",0.000453539443306077,0.000150615053576204,1.37786907352535e-05,5.11452791884403e-07,5.06949789929502e-05,0.000269933402690268
"ARL10",1.94011607863738e-06,2.91513006921685e-06,4.22395929097116e-05,4.75651096452495e-05,4.57780746759082e-06,1.71713360489992e-05
"ARL13B",1.94011607863738e-06,9.71710023072283e-07,2.25880175987763e-07,1.53435837565321e-06,5.08645274176758e-07,5.72377868299974e-06
"ARL14EP",6.90979803391621e-05,1.76851224199155e-05,1.51339717911801e-05,1.75598791880312e-05,1.1868389730791e-06,7.09748556691967e-06
"ARL15",0.000105810946134916,1.74907804153011e-06,1.46822114392046e-05,5.06338263965559e-05,4.22175577566709e-05,3.27400140667585e-05
"ARL16",3.13403366549116e-06,0.000108248496570252,3.63667083340298e-05,2.55726395942202e-06,5.08645274176758e-07,2.28951147319989e-07
"ARL17A",0.00114989187583854,2.91513006921685e-06,0.000669282961451741,0.00040421818985264,0.000342318269520958,3.43426720979984e-06
"ARL2",1.05960185833272e-05,9.91144223533728e-06,1.06163682714248e-05,3.86999279192532e-05,2.54322637088379e-06,2.58714796471588e-05
"ARL2BP",7.01426582276592e-06,5.8302601384337e-07,6.77640527963288e-07,6.15448192900899e-05,2.54322637088379e-06,5.83825425665973e-05
"ARL3",3.74591642875371e-05,2.74022226506384e-05,1.3326930383278e-05,4.14276761426367e-05,3.03491680258799e-05,1.60265803123993e-06
"ARL4A",3.5369808510543e-05,1.18548622814819e-05,1.73927735510577e-05,6.98985482242018e-06,6.27329171484668e-06,2.28951147319989e-07
"ARL4C",3.05941381631279e-05,0.000260223944178757,3.00420634063724e-05,0.000156675038580589,1.1868389730791e-06,1.60265803123993e-06
"ARL4D",4.02947185563149e-06,2.85682746783251e-05,1.06163682714248e-05,1.03995401016495e-05,5.25600116649316e-06,6.86853441959968e-07
"ARL5A",2.83555426877771e-06,3.30381407844576e-06,1.82962942550088e-05,5.13157634524018e-05,0.000239911020986704,0.000137141737244674
"ARL5B",4.73089843790808e-05,8.2595351961144e-05,1.91998149589598e-05,1.00585715737266e-05,6.86671120138623e-05,4.80797409371978e-06
"ARL5C",1.94011607863738e-06,2.91513006921685e-06,2.25880175987763e-07,6.98985482242018e-06,8.47742123627929e-07,1.14475573659995e-06
"ARL6",5.53679280903437e-05,1.94342004614457e-07,6.52793708604634e-05,4.65422040614807e-05,3.89961376868848e-06,2.77030888257187e-05
"ARL6IP1",0.000766644330458479,9.27011362010958e-05,0.000475026010102265,8.09800253816972e-05,0.000348422012811079,0.000323965873457785
"ARL6IP4",1.35808125504617e-05,0.000242344479754227,0.000107744843946163,7.1432906599855e-05,5.8155109680876e-05,0.000120199352342994
"ARL6IP5",0.000210577214381334,0.000479441725383864,6.75381726203411e-05,1.70484263961468e-07,0.000281619933469198,1.57976291650793e-05
"ARL6IP6",4.37272316185195e-05,2.07945944937469e-05,5.44371224130508e-05,4.2621065990367e-06,2.32281341874053e-05,7.89881458253964e-05
"ARL8A",3.4325130622046e-06,8.53161400257464e-05,1.37786907352535e-05,6.05219137063211e-05,9.32516335990722e-06,5.72377868299974e-06
"ARL8B",0.000611733523564202,5.8302601384337e-07,0.000274444413825132,0.000303291505587451,0.00037758434186388,0.000366550786859303
"ARL9",1.49239698356722e-07,3.55645868444455e-05,6.09876475166959e-06,5.96694923865137e-06,2.20412952143262e-06,4.00664507809982e-05
"ARLNC1",2.23859547535083e-06,5.03345791951442e-05,5.19524404771854e-06,3.76770223354844e-05,5.08645274176758e-07,2.28951147319989e-07
"ARMC1",0.000192369971181814,6.16064154627827e-05,9.37402730349215e-05,1.53435837565321e-06,0.000171074360548116,8.7230387128916e-05
"ARMC10",0.000342206628331963,9.69766603026138e-05,0.000292966588256128,0.000183270583758578,0.000142590225194218,0.000280923057761627
"ARMC12",2.83555426877771e-06,3.30381407844576e-06,3.83996299179197e-06,3.23920101526789e-06,1.69548424725586e-07,5.72377868299974e-06
"ARMC2",1.64163668192394e-06,4.4698661061325e-06,1.58116123191434e-06,1.70484263961468e-07,4.91690431704199e-06,1.14475573659995e-06
"ARMC3",1.04467788849705e-06,8.35670619842163e-06,2.25880175987763e-07,8.52421319807339e-07,1.69548424725586e-07,6.86853441959968e-07
"ARMC5",9.70058039318691e-06,0.00011990901684712,8.01874624756558e-05,1.17634142133413e-05,5.08645274176758e-07,5.88404448612373e-05
"ARMC6",4.47719095070165e-07,1.80738064291445e-05,2.93644228784092e-06,2.50611868023358e-05,3.22142006978613e-06,1.16765085133195e-05
"ARMC7",1.49239698356722e-07,2.39040665675782e-05,7.6121619307876e-05,8.52421319807339e-07,4.91690431704199e-06,7.16617091111567e-05
"ARMC8",0.000347579257472805,0.000277714724594058,3.68184686860053e-05,5.84761025387835e-05,9.61339568194072e-05,1.60265803123993e-06
"ARMC9",3.83546024776775e-05,4.17835309921082e-05,6.30205691005858e-05,5.06338263965559e-05,2.32281341874053e-05,0.000129815300530434
"ARMCX1",9.98413582006468e-05,9.03690321457223e-05,2.93644228784092e-06,3.92113807111376e-06,2.76363932302705e-05,1.85450429329191e-05
"ARMCX2",6.41730702933903e-06,2.13776205075902e-06,2.25880175987763e-07,3.92113807111376e-06,1.52593582253027e-06,2.28951147319989e-07
"ARMCX3",0.000645461695392821,1.06888102537951e-05,6.09876475166959e-06,0.000136898863961059,0.000103254990657882,0.000281380960056267
"ARMCX4",1.04467788849705e-06,1.37982823276264e-05,9.7128475674738e-06,2.02876274114147e-05,1.20379381555166e-05,2.97636491515986e-06
"ARMCX6",0.000215651364125463,2.52644605998794e-06,1.12940087993881e-06,4.65422040614807e-05,0.000199558495902015,0.000320760557395305
"ARMH1",4.92491004577182e-06,0.000110580600625626,3.32043858702011e-05,1.19338984773027e-06,1.881987514454e-05,0.000102341162852035
"ARMH3",7.46198491783608e-07,1.65190703922288e-05,2.14586167188375e-05,2.19924700510293e-05,1.1868389730791e-06,2.28951147319989e-07
"ARMH4",0.000182221671693557,3.63419548629034e-05,7.70251400118271e-05,3.08576517770257e-05,5.25600116649316e-06,0.000122030961521554
"ARMT1",9.47672084565183e-05,1.65190703922288e-05,2.77832616464948e-05,8.40487421330036e-05,7.96877596210254e-06,2.03766521114791e-05
"ARNT",0.000209383296794481,8.7259560071891e-05,0.000172798334630638,8.64355218284642e-05,0.000149372162183241,0.000144468173958913
"ARNT2",2.7907823592707e-05,2.13776205075902e-06,5.35336017090998e-05,2.30153756347982e-05,1.13597444566143e-05,9.18094100753158e-05
"ARPC1A",2.43260708321456e-05,3.30381407844576e-06,3.54631876300787e-05,1.03995401016495e-05,1.1868389730791e-06,5.92983471558773e-05
"ARPC1B",1.49239698356722e-07,1.3603940323012e-06,1.01646079194493e-05,4.82470467010954e-05,7.62967911265136e-06,2.67872842364388e-05
"ARPC2",0.000109392698895477,1.69077544014577e-05,3.54631876300787e-05,0.00046115993401577,0.000353847562402298,8.81461917181959e-05
"ARPC3",2.76093441959935e-05,9.13407421687946e-06,3.09455841103235e-05,5.62598071072844e-06,3.40792333698428e-05,8.47119245083961e-06
"ARPC4",5.35770517100631e-05,3.82853749090479e-05,5.48888827650263e-05,4.62012355335578e-05,5.57814317347178e-05,2.86188934149987e-05
"ARPC5",6.46207893884605e-05,1.94342004614457e-07,2.73315012945193e-05,2.98347461932569e-05,0.000153102227527204,2.81609911203587e-05
"ARPC5L",0.000534725839212134,2.0017226475289e-05,0.000284834901920569,3.69950852796385e-05,0.000227025340707559,0.000115162427101955
"ARPIN",9.70058039318691e-06,0.000187540034452951,2.41691788306906e-05,4.4837361421866e-05,6.39197561215459e-05,2.28951147319989e-07
"ARPP19",0.000542784782923397,0.000122241120902493,8.87709091631907e-05,1.48321309646477e-05,0.000128348157517269,0.000201705960788911
"ARPP21",7.26797330997235e-05,5.77195753704936e-05,7.90580615957169e-06,2.89823248734495e-06,6.95148541374902e-06,5.26587638835976e-06
"ARR3",2.23859547535083e-06,1.14661782722529e-05,2.25880175987763e-07,1.70484263961468e-07,2.20412952143262e-06,2.51846262051988e-06
"ARRB1",0.000103721590357922,0.000144396109428541,0.000229268378627579,0.000255896880206163,0.00026195231620103,0.00043203081499282
"ARRB2",5.5218688391987e-06,7.57933817996381e-06,1.42304510872291e-05,2.74479664977963e-05,1.20379381555166e-05,2.06056032587991e-06
"ARRDC1",1.49239698356722e-07,7.96802218919272e-06,1.12940087993881e-06,1.70484263961468e-07,6.61238856429785e-06,6.86853441959968e-07
"ARRDC1-AS1",1.49239698356722e-07,2.23493305306625e-05,2.32656581267396e-05,6.64888629449725e-06,2.54322637088379e-06,2.06056032587991e-06
"ARRDC2",4.47719095070165e-07,4.02287949551925e-05,3.83996299179197e-06,6.66593472089339e-05,5.59509801594433e-06,5.38035196201975e-05
"ARRDC3",1.49239698356722e-07,1.80738064291445e-05,7.45404580759617e-06,5.11452791884403e-07,1.06815507577119e-05,2.28951147319989e-07
"ARRDC3-AS1",1.04467788849705e-06,7.57933817996381e-06,2.25880175987763e-07,1.70484263961468e-07,2.54322637088379e-06,6.86853441959968e-07
"ARRDC4",1.49239698356722e-07,5.24723412459033e-06,2.25880175987763e-07,1.07405086295725e-05,5.59509801594433e-06,2.28951147319989e-07
"ARSA",7.46198491783608e-07,4.56703710843973e-05,1.15198889753759e-05,1.38092253808789e-05,1.27161318544189e-05,2.28951147319989e-07
"ARSB",7.46198491783608e-07,4.4698661061325e-06,4.29172334376749e-06,2.54021553302587e-05,2.88232322033496e-06,4.73928874952378e-05
"ARSD",8.40219501748343e-05,0.000134679009197818,7.25075364920718e-05,1.79008477159541e-05,4.59476231006338e-05,0.000180184552940832
"ARSF",1.94011607863738e-06,1.84624904383734e-05,2.03292158388986e-06,3.92113807111376e-06,1.1868389730791e-06,2.97636491515986e-06
"ARSG",2.83555426877771e-06,9.71710023072283e-07,1.58116123191434e-06,1.70484263961468e-07,4.57780746759082e-06,2.51846262051988e-06
"ARSI",4.62643064905837e-06,2.13776205075902e-06,1.12940087993881e-06,1.70484263961468e-07,1.69548424725586e-07,8.92909474547959e-06
"ARSJ",7.46198491783608e-07,9.71710023072283e-07,2.03292158388986e-06,1.70484263961468e-07,5.08645274176758e-07,6.63958327227969e-06
"ARSK",7.90970401290625e-06,1.74907804153011e-06,9.7128475674738e-06,6.98985482242018e-06,1.00033570588096e-05,5.19719104416376e-05
"ARSL",1.49239698356722e-07,3.69249808767467e-06,2.25880175987763e-07,1.87532690357615e-06,3.22142006978613e-06,2.06056032587991e-06
"ART1",2.83555426877771e-06,5.38327352782045e-05,2.25880175987763e-07,6.98985482242018e-06,1.69548424725586e-07,2.1292456700759e-05
"ART3",1.49239698356722e-07,6.02460214304815e-06,2.03292158388986e-06,5.62598071072844e-06,5.08645274176758e-07,1.14475573659995e-06
"ART4",2.53707487206427e-06,1.94342004614457e-07,5.64700439969407e-06,5.2850121828055e-06,5.08645274176758e-07,6.86853441959968e-07
"ART5",2.23859547535083e-06,1.94342004614457e-07,7.90580615957169e-06,5.11452791884403e-07,1.1868389730791e-06,2.28951147319989e-07
"ARTN",1.94011607863738e-06,6.08290474443249e-05,2.68797409425438e-05,1.87532690357615e-06,1.69548424725586e-07,4.78507897898778e-05
"ARV1",6.28299130081798e-05,1.03001262445662e-05,6.77640527963288e-07,6.98985482242018e-06,1.37334224027725e-05,2.90767957096387e-05
"ARVCF",9.99905978990035e-06,0.000203476078831336,2.86867823504459e-05,4.07457390867908e-05,5.20513663907549e-05,9.95937490841954e-05
"ARX",8.07386768109864e-05,0.000271884464455625,2.25880175987763e-07,8.52421319807339e-07,3.95047829610615e-05,3.43426720979984e-06
"AS3MT",1.94011607863738e-06,1.65190703922288e-05,2.25880175987763e-07,3.58016954319082e-06,1.91589719939912e-05,6.63958327227969e-06
"ASAH1",0.000338923354968115,0.000325134173719986,0.000128525820137037,0.00024396298172886,0.000512544887945446,7.16617091111567e-05
"ASAH2B",2.91017411795607e-05,1.3603940323012e-06,8.80932686352275e-06,1.75598791880312e-05,5.51032380358154e-05,0.000175147627699792
"ASAP1",0.000355638201184068,0.000206196866895938,0.000128977580489012,0.000302950537059528,0.000122583511076599,0.000161868461155233
"ASAP2",2.53707487206427e-06,9.71710023072283e-07,2.25880175987763e-07,9.37663451788073e-06,5.08645274176758e-07,9.84489933475955e-06
"ASAP3",7.46198491783608e-07,4.85855011536141e-06,6.77640527963288e-07,7.33082335034312e-06,3.17055554236846e-05,2.72451865310787e-05
"ASB1",5.5218688391987e-06,2.13776205075902e-06,1.60374924951312e-05,3.15395888328715e-05,1.6785294047833e-05,1.21344108079594e-05
"ASB11",1.49239698356722e-07,2.31266985491203e-05,4.29172334376749e-06,1.53435837565321e-06,1.52593582253027e-06,2.06056032587991e-06
"ASB12",1.49239698356722e-07,1.94342004614457e-07,6.77640527963288e-07,8.52421319807339e-07,2.54322637088379e-06,2.97636491515986e-06
"ASB13",2.53707487206427e-06,1.94342004614457e-07,2.93644228784092e-06,8.35372893411192e-06,1.69548424725586e-07,4.80797409371978e-06
"ASB14",1.50732095340289e-05,5.24723412459033e-06,2.77832616464948e-05,2.55726395942202e-06,1.69548424725586e-07,2.81609911203587e-05
"ASB15",1.49239698356722e-07,1.94342004614457e-07,5.64700439969407e-06,1.53435837565321e-06,5.08645274176758e-07,1.60265803123993e-06
"ASB16",1.14914567734676e-05,1.34095983183975e-05,2.48468193586539e-06,1.53435837565321e-06,1.69548424725586e-07,2.77030888257187e-05
"ASB16-AS1",1.64163668192394e-06,1.94342004614457e-07,6.55052510364512e-06,5.96694923865137e-06,5.08645274176758e-07,1.07607039240395e-05
"ASB17",1.49239698356722e-07,2.52644605998794e-06,1.58116123191434e-06,5.11452791884403e-07,2.54322637088379e-06,1.14475573659995e-06
"ASB2",4.47719095070165e-07,2.66248546321805e-05,1.58116123191434e-06,1.70484263961468e-07,4.57780746759082e-06,7.55538786155965e-06
"ASB3",1.94011607863738e-06,9.71710023072283e-07,5.19524404771854e-06,2.74479664977963e-05,1.00033570588096e-05,3.43426720979984e-06
"ASB4",3.73099245891804e-06,1.80738064291445e-05,1.64892528471067e-05,4.60307512695963e-06,8.47742123627929e-07,1.48818245757993e-05
"ASB5",1.04467788849705e-06,9.71710023072283e-07,1.58116123191434e-06,1.87532690357615e-06,1.69548424725586e-07,2.06056032587991e-06
"ASB6",2.53707487206427e-06,8.74539020765055e-06,1.06163682714248e-05,5.96694923865137e-06,5.93419486539551e-06,1.39660199865194e-05
"ASB7",1.94011607863738e-06,1.74907804153011e-06,2.25880175987763e-07,1.14224456854183e-05,1.10206476071631e-05,3.43426720979984e-06
"ASB8",4.04439582546716e-05,1.76851224199155e-05,5.48888827650263e-05,2.88118406094881e-05,2.11935530906982e-05,1.14475573659995e-06
"ASB9",7.46198491783608e-07,5.63591813381924e-06,6.77640527963288e-07,5.11452791884403e-07,1.86503267198144e-06,2.51846262051988e-06
"ASCC1",7.61122461619281e-06,2.27380145398914e-05,1.12940087993881e-06,5.57483543154e-05,4.35739451544756e-05,1.12186062186795e-05
"ASCC2",1.64163668192394e-06,6.80197016150598e-06,4.29172334376749e-06,9.0356659899578e-06,6.61238856429785e-06,4.83086920845178e-05
"ASCC3",1.20884155668945e-05,6.02460214304815e-06,9.7128475674738e-06,9.71760304580367e-06,3.22142006978613e-06,3.89216950443982e-06
"ASCL1",1.94011607863738e-06,0.000104750340487192,1.42304510872291e-05,6.76822527927027e-05,4.76431073478896e-05,6.93721976379568e-05
"ASCL5",4.92491004577182e-06,5.8302601384337e-07,1.58116123191434e-06,2.50611868023358e-05,8.47742123627929e-07,2.28951147319989e-07
"ASF1A",5.32785723133496e-05,1.30209143091686e-05,3.38820263981644e-06,1.19338984773027e-06,3.23837491225869e-05,1.60265803123993e-06
"ASF1B",4.47719095070165e-07,5.8302601384337e-07,2.03292158388986e-06,1.70484263961468e-07,8.47742123627929e-07,5.26587638835976e-06
"ASGR1",1.49239698356722e-07,1.92398584568312e-05,2.25880175987763e-07,8.52421319807339e-07,1.86503267198144e-06,3.36558186560384e-05
"ASH1L",0.000125809065714716,3.20664307613853e-05,2.46209391826661e-05,3.52902426400238e-05,0.000168700682601958,2.86188934149987e-05
"ASH1L-AS1",3.92500406678178e-05,2.52644605998794e-06,2.03292158388986e-06,5.2850121828055e-06,1.61071003489307e-05,4.73928874952378e-05
"ASH2L",3.02956587664145e-05,2.35153825583492e-05,9.26108721549827e-06,2.60840923861046e-05,3.5605169192373e-06,2.03766521114791e-05
"ASIC1",9.40210099647347e-06,2.4681434586036e-05,6.55052510364512e-06,2.21629543149908e-06,2.15326499401494e-05,1.14475573659995e-06
"ASIC2",1.49239698356722e-07,9.13407421687946e-06,8.35756651154722e-06,2.74479664977963e-05,1.06815507577119e-05,2.2666163584679e-05
"ASIC3",7.90970401290625e-06,8.35670619842163e-06,3.38820263981644e-06,1.70484263961468e-07,1.69548424725586e-07,1.99187498168391e-05
"ASIC4",4.47719095070165e-07,2.97343267060119e-05,2.93644228784092e-06,1.75598791880312e-05,1.52593582253027e-06,2.28951147319989e-07
"ASIP",7.46198491783608e-07,2.13776205075902e-06,2.25880175987763e-07,5.62598071072844e-06,1.69548424725586e-07,1.14475573659995e-06
"ASL",1.94011607863738e-06,1.94342004614457e-07,6.77640527963288e-07,1.87532690357615e-06,2.54322637088379e-06,5.26587638835976e-06
"ASMT",4.02947185563149e-06,1.74907804153011e-06,1.24234096793269e-05,1.70484263961468e-07,5.08645274176758e-07,1.60265803123993e-06
"ASMTL",1.11929773767541e-05,6.00516794258671e-05,8.35756651154722e-06,0.000103142979696688,1.16988413060654e-05,6.70826861647569e-05
"ASNS",4.62643064905837e-06,2.91513006921685e-06,6.55052510364512e-06,3.90408964471761e-05,1.69548424725586e-07,2.28951147319989e-07
"ASNSD1",3.4325130622046e-06,5.8302601384337e-07,3.38820263981644e-06,5.2850121828055e-06,2.20412952143262e-06,2.28951147319989e-07
"ASPA",4.13393964448119e-05,1.22435462907108e-05,6.34723294525613e-05,8.52421319807339e-07,7.2058080508374e-05,2.28951147319989e-07
"ASPDH",1.49239698356722e-07,4.83911591489997e-05,6.09876475166959e-06,5.62598071072844e-06,7.29058226320019e-06,5.24298127362776e-05
"ASPG",1.3431572852105e-06,2.23493305306625e-05,9.26108721549827e-06,1.53435837565321e-06,5.08645274176758e-07,5.26587638835976e-06
"ASPH",0.000177446001346142,0.000199589238739047,0.000197645153989292,0.000100415231473305,0.00012868725436672,3.45716232453184e-05
"ASPHD1",1.49239698356722e-07,6.41328615227707e-06,2.50726995346417e-05,4.99518893407101e-05,3.40792333698428e-05,3.86927438970782e-05
"ASPHD2",3.50713291138296e-05,2.91513006921685e-06,8.35756651154722e-06,9.71760304580367e-06,4.23871061813965e-06,2.40398704685989e-05
"ASPM",2.23859547535083e-06,1.74907804153011e-06,8.35756651154722e-06,2.21629543149908e-06,5.08645274176758e-07,1.53397268704393e-05
"ASPN",6.11882763262559e-06,1.34095983183975e-05,1.12940087993881e-06,5.11452791884403e-07,1.44116161016748e-05,6.86853441959968e-07
"ASPRV1",1.64163668192394e-06,1.06888102537951e-05,1.12940087993881e-06,1.53435837565321e-06,1.52593582253027e-06,6.63958327227969e-06
"ASPSCR1",4.47719095070165e-07,2.35153825583492e-05,2.25880175987763e-07,6.49545045693192e-05,2.20412952143262e-06,1.85450429329191e-05
"ASRGL1",2.40275914354322e-05,2.13776205075902e-06,7.45404580759617e-06,1.07405086295725e-05,3.34010396709404e-05,5.19719104416376e-05
"ASS1",1.56701683274558e-05,6.41328615227707e-06,1.12940087993881e-06,3.9722833503022e-05,6.95148541374902e-06,3.89216950443982e-06
"ASTE1",1.05960185833272e-05,1.74907804153011e-06,4.74348369574302e-06,1.70484263961468e-07,1.1868389730791e-06,2.28951147319989e-07
"ASTN1",0.000131480174252272,5.8302601384337e-07,7.34110571960229e-05,1.53435837565321e-06,5.08645274176758e-07,4.2355962254198e-05
"ASTN2",4.82044225692211e-05,4.02287949551925e-05,3.50114272781032e-05,1.21043827412642e-05,2.76363932302705e-05,5.01403012630777e-05
"ASXL1",1.08944979800407e-05,0.000160720837816156,3.95290307978585e-05,7.10919380719321e-05,9.10475040776396e-05,6.98300999325968e-05
"ASXL2",5.59648868837706e-05,8.35670619842163e-06,7.38628175479984e-05,1.68779421321853e-05,7.61272427017881e-05,0.000109667599566275
"ASXL3",1.74610447077364e-05,9.11464001641801e-05,2.01033356629109e-05,1.10814771574954e-05,3.47574270687451e-05,2.81609911203587e-05
"ASZ1",4.47719095070165e-07,5.8302601384337e-07,2.25880175987763e-07,3.92113807111376e-06,1.69548424725586e-07,1.14475573659995e-06
"ATAD1",3.11910969565548e-05,3.30381407844576e-06,6.77640527963288e-07,5.40435116757853e-05,3.89961376868848e-06,3.36558186560384e-05
"ATAD2",1.11929773767541e-05,1.92398584568312e-05,6.61828915644145e-05,4.68831725894037e-05,2.28890373379541e-05,4.3729669138118e-05
"ATAD2B",4.22348346349522e-05,4.2560899010566e-05,7.47663382519495e-05,3.63131482237926e-05,4.56085262511826e-05,6.86853441959968e-07
"ATAD3A",5.82034823591215e-06,7.52103557857947e-05,1.19716493273514e-05,4.10867076147137e-05,3.22142006978613e-06,1.03028016293995e-05
"ATAD3B",1.83564828978768e-05,9.77540283210716e-05,6.84416933242921e-05,1.07405086295725e-05,3.22142006978613e-06,3.64032324238783e-05
"ATAD3C",4.92491004577182e-06,5.07232632043732e-05,1.01646079194493e-05,8.52421319807339e-07,2.20412952143262e-06,4.73928874952378e-05
"ATAD5",5.82034823591215e-06,3.30381407844576e-06,2.25880175987763e-07,2.60840923861046e-05,1.69548424725586e-07,2.28951147319989e-07
"ATAT1",2.53707487206427e-06,1.94342004614457e-07,2.25880175987763e-07,3.58016954319082e-06,5.25600116649316e-06,2.31240658793189e-05
"ATCAY",3.95485200645312e-05,5.65535233428069e-05,2.14586167188375e-05,4.60307512695963e-06,5.59509801594433e-06,7.55538786155965e-06
"ATE1",4.04439582546716e-05,1.53530183645421e-05,1.06163682714248e-05,8.67764903563871e-05,1.37334224027725e-05,5.38035196201975e-05
"ATF1",2.46245502288591e-05,2.27380145398914e-05,1.10681286234004e-05,7.6888403046622e-05,1.23770350049678e-05,4.80797409371978e-06
"ATF2",7.08888567194428e-05,1.94342004614457e-07,2.93644228784092e-06,7.79113086303908e-05,8.98606651045605e-06,8.92909474547959e-06
"ATF3",7.46198491783608e-07,1.61303863829999e-05,4.49501550215648e-05,2.60840923861046e-05,3.27228459720381e-05,1.14475573659995e-06
"ATF4",5.53679280903437e-05,5.8302601384337e-07,9.87096369066523e-05,1.21043827412642e-05,5.8155109680876e-05,8.95198986021159e-05
"ATF5",3.73099245891804e-06,0.000164218993899216,6.52793708604634e-05,0.000124623996955833,1.27161318544189e-05,6.86853441959968e-07
"ATF6",3.08926175598414e-05,1.49643343553132e-05,6.55052510364512e-06,2.71069979698734e-05,8.64696966100488e-06,3.77769393077983e-05
"ATF6B",4.16378758415254e-05,0.000104361656477963,5.17265603011977e-05,0.000103824916752534,2.54322637088379e-06,8.44829733610761e-05
"ATF7",4.47719095070165e-07,0.000124573224957867,4.946775854132e-05,1.70484263961468e-07,9.13866009270908e-05,4.3729669138118e-05
"ATF7IP",0.00028818185752683,0.000528415910546707,0.000437529900888296,0.000578794076149183,0.000437604484216737,5.72377868299974e-06
"ATF7IP2",2.99971793697011e-05,1.94342004614457e-07,6.21170483966348e-05,5.11452791884403e-07,1.30552287038701e-05,4.3271766843478e-05
"ATG10",2.19382356584381e-05,1.88511744476023e-05,3.9077270445883e-05,1.87532690357615e-06,1.69548424725586e-07,2.49556750578788e-05
"ATG101",3.73099245891804e-06,1.22435462907108e-05,9.7128475674738e-06,8.52421319807339e-07,2.15326499401494e-05,1.07607039240395e-05
"ATG12",6.16359954213261e-05,1.80738064291445e-05,4.22395929097116e-05,4.60307512695963e-06,5.51032380358154e-05,8.5856680244996e-05
"ATG13",2.96986999729876e-05,7.67650918227103e-05,6.663465191639e-05,5.11452791884403e-07,2.93318774775264e-05,2.97636491515986e-06
"ATG14",5.50694486936303e-05,4.08118209690359e-06,1.06163682714248e-05,1.3468256852956e-05,2.458452158521e-05,4.3500717990798e-06
"ATG16L1",4.62643064905837e-06,1.1077494263024e-05,2.93644228784092e-06,1.55140680204936e-05,1.16988413060654e-05,2.06056032587991e-06
"ATG16L2",2.22367150551515e-05,3.82853749090479e-05,2.25880175987763e-07,2.16515015231064e-05,4.23871061813965e-06,1.12186062186795e-05
"ATG2A",1.38792919471751e-05,1.26322302999397e-05,2.82350219984703e-05,1.24453512691872e-05,1.1868389730791e-06,3.43426720979984e-06
"ATG2B",5.56664074870572e-05,9.42558722380114e-05,1.10681286234004e-05,8.02980883258513e-05,5.64596254336201e-05,6.15878586290772e-05
"ATG3",7.05903773227293e-05,6.82140436196742e-05,7.34110571960229e-05,9.71760304580367e-06,1.30552287038701e-05,4.09822553702781e-05
"ATG4A",1.49239698356722e-07,1.22435462907108e-05,1.12940087993881e-06,1.70484263961468e-07,5.59509801594433e-06,2.06056032587991e-06
"ATG4B",7.31274521947936e-06,5.96629954166382e-05,6.77640527963288e-07,1.21043827412642e-05,1.10206476071631e-05,1.62555314597192e-05
"ATG4C",1.04467788849705e-06,2.13776205075902e-06,2.25880175987763e-07,1.70484263961468e-07,5.93419486539551e-06,2.97636491515986e-06
"ATG4D",6.10390366278992e-05,0.000248952107911119,7.16040157881208e-05,7.85932456862367e-05,4.86603978962431e-05,3.22821117721185e-05
"ATG5",1.62671271208827e-05,4.85855011536141e-06,2.25880175987763e-07,1.85827847718e-05,3.74702018643545e-05,3.64032324238783e-05
"ATG7",1.49239698356722e-07,4.6836423112084e-05,2.50726995346417e-05,0.000213616782743719,1.69548424725586e-07,7.94460481200363e-05
"ATG9A",6.41730702933903e-06,2.07945944937469e-05,3.38820263981644e-06,2.67660294419504e-05,1.52593582253027e-06,1.12186062186795e-05
"ATG9B",7.61122461619281e-06,1.94342004614457e-07,7.45404580759617e-06,1.70484263961468e-07,1.1868389730791e-06,2.77030888257187e-05
"ATIC",1.04467788849705e-06,5.38327352782045e-05,1.15198889753759e-05,1.82418162438771e-05,7.13798868094716e-05,1.76292383436392e-05
"ATL1",1.29838537570348e-05,2.13776205075902e-06,2.25880175987763e-07,1.70484263961468e-07,3.22142006978613e-06,2.28951147319989e-07
